true_label,pulse_ms,n,cls_acc,soc_medae,soh_medae,soc_mae,soh_mae,soc_q25,soc_q75,soh_q25,soh_q75,x,cls_acc_pct
LMO_25Ah,700.0,15,0.8666666666666667,2.515687685485645,4.102914098501813,2.7177928282571573,5.357279017516987,0.9948376068880354,3.966275218046377,2.0249568346574165,9.323043822825124,6,86.66666666666667
LMO_25Ah,1000.0,15,0.8666666666666667,1.9486754502095351,4.882212151185158,3.295877045202094,6.434859916642535,1.4787498538795063,4.967354298360384,2.1102456176227307,10.545743546640331,7,86.66666666666667
LMO_25Ah,3000.0,15,0.8666666666666667,1.6525852434410098,2.9267695284104747,2.7095024582156926,4.155796819840208,1.410047489666237,2.8885836804823843,1.119273438066898,6.224794986758827,8,86.66666666666667
LMO_25Ah,5000.0,15,0.9333333333333333,2.2266767749845826,2.1104038987105866,2.8567035790279136,3.768164415902094,1.3268161615006626,3.984353488390959,0.30813748744684943,5.461419430484867,9,93.33333333333333
LMO_26Ah,30.0,15,0.7333333333333333,5.031444346689085,6.551369365201921,6.430353458649479,7.595069160248003,3.482652304294241,10.500857972296313,4.627348334818251,11.02924740826385,0,73.33333333333333
LMO_26Ah,50.0,15,0.7333333333333333,5.288410730446856,6.510667271798283,6.95578969571658,7.529123768911097,2.5284727327170096,10.122387545490692,3.6710905140452255,10.36796961612886,1,73.33333333333333
LMO_26Ah,70.0,15,0.8666666666666667,4.4565184742513395,5.816635235216339,5.7328519766479555,6.720787237413492,1.4163937323991505,8.770440761017749,2.7518181949537706,9.410012393232655,2,86.66666666666667
LMO_26Ah,100.0,15,0.7333333333333333,5.041900136988531,6.6850715681078015,5.953299531391076,6.9181120845246795,3.5778447639130064,5.807490810903321,3.619019425477056,8.104996276428018,3,73.33333333333333
LMO_26Ah,300.0,15,0.8,3.712847487580241,6.288455090887496,4.489999807200904,6.410858880518346,1.6660746388676237,7.642325818249589,3.5294143850325455,7.553937151246302,4,80.0
LMO_26Ah,500.0,15,0.8,4.866465041356463,5.623699344080734,5.249494630463166,6.316170207527528,1.4301000863035114,8.654897645928273,3.721199027796196,7.539387386059637,5,80.0
LMO_26Ah,700.0,15,0.8,4.5096456944319385,5.856505073260763,5.202783135826404,6.1087933367620355,1.8963444353099046,7.730968569203444,2.785713944661687,7.484410864229979,6,80.0
LMO_26Ah,1000.0,15,0.8666666666666667,4.421401875153634,4.674567818516991,5.013569377851197,6.029746310887631,1.945486318103292,8.384577165267281,3.3847508857637436,8.709746326854749,7,86.66666666666667
LMO_26Ah,3000.0,15,1.0,4.835035990248926,3.3221985713839928,5.556297053605099,4.439243808045893,2.5680203584554038,7.984174781498936,2.2133198865478434,5.59506526959219,8,100.0
LMO_26Ah,5000.0,15,1.0,4.785820489141358,3.5153361231788978,4.785428797705406,3.9292540796962507,1.219878015917467,6.492692938632537,1.6670016544545447,5.4341263084714555,9,100.0
NMC_15Ah,30.0,15,0.9333333333333333,0.7226625747760593,1.7641385149905915,1.16234686196225,2.3328330631179814,0.2134055650538107,1.4889847892363761,1.2232866820259076,2.4835486483126914,0,93.33333333333333
NMC_15Ah,50.0,15,0.9333333333333333,0.3907525813636923,1.5448107692571114,1.7312720569734628,1.826991691896155,0.1121558436015695,1.7212200620219722,1.2239472372863176,2.398837258313158,1,93.33333333333333
NMC_15Ah,70.0,15,0.8666666666666667,0.5668079610349182,1.7315743106161392,1.9859977247447549,2.107370808296531,0.20995677916373623,2.2594251525020823,1.1936663596401758,2.6802227320229974,2,86.66666666666667
NMC_15Ah,100.0,15,0.9333333333333333,0.23560248162482367,1.8341687560262017,0.9293565703579462,2.525160551975906,0.07445530799852573,1.4190447378416309,1.1796603114330466,2.3742234325469127,3,93.33333333333333
NMC_15Ah,300.0,15,0.9333333333333333,0.34091646460291614,1.7100722724600956,1.2690045781427641,1.932634620386427,0.14803117559508916,1.229860012674564,1.3640039248802012,2.4038383794230924,4,93.33333333333333
NMC_15Ah,500.0,15,1.0,0.7544457896653896,1.5839071663408077,0.880114175352707,1.864255040227035,0.12209033664917257,1.3354955783562072,1.309106375609801,2.4874311891288414,5,100.0
NMC_15Ah,700.0,15,1.0,0.43949470344644226,1.608594035795491,0.7916568961246507,1.6806794079093617,0.16160844873908786,1.2394598242645145,1.1950861265713542,1.8534293648077096,6,100.0
NMC_15Ah,1000.0,15,1.0,0.8733486522784588,1.6174408596709355,0.8796486887417525,1.7732209759077173,0.20376770075415607,1.6019786214864293,1.206015486083487,2.0789128594794803,7,100.0
NMC_15Ah,3000.0,15,1.0,0.9026653220283052,1.734749655721501,0.9426096355206754,1.6846752665746512,0.3411628538256348,1.24321667958651,1.2431270553215157,2.0194796449839174,8,100.0
NMC_15Ah,5000.0,15,1.0,0.7162518123888333,1.857889931002532,0.8626965575282871,1.7604041168932032,0.21248069353001497,1.3401298843960046,1.2959272072523689,2.1904891489163276,9,100.0
NMC_21Ah,30.0,10,1.0,0.9995420492947318,0.6455955335710186,1.582927544810317,1.2813859598767678,0.6298633735965966,1.5809009022595575,0.39308951054985997,1.4609806169711916,0,100.0
NMC_21Ah,50.0,10,1.0,0.9140059207317961,0.8480081318174442,1.672810329114892,1.5288022478966325,0.6358652558874187,1.810300543492641,0.421363742105747,1.530599819274638,1,100.0
NMC_21Ah,70.0,10,0.9,1.5429803873822294,1.0513990727999882,3.0781173351110684,3.2563798325854494,0.3663207520516938,1.6986850649495242,0.5752427619630893,1.723244711549171,2,90.0
NMC_21Ah,100.0,10,0.9,1.2585455380258495,1.0792113267419268,3.455889311269677,3.450730723840087,0.6022288574549677,1.9973279536012516,0.36389385341772496,1.7357589372818012,3,90.0
NMC_21Ah,300.0,10,0.8,1.2473814201628137,1.1957967017385371,4.1581926251909875,5.102269491903404,0.3808809291743822,6.331401512904106,0.7835096063039408,6.598405449163469,4,80.0
NMC_21Ah,500.0,10,0.8,0.8314936561339792,1.1851480742594944,3.2480729016875785,3.495346668920726,0.46274117841573137,2.066508028547574,0.5868260364003035,1.779143409945398,5,80.0
NMC_21Ah,700.0,10,0.9,0.908603534425783,1.03157735568454,3.1205741309215433,3.3257352297819693,0.4794757487192971,1.825792887647717,0.6399107741302963,1.4605276314780227,6,90.0
NMC_21Ah,1000.0,10,0.9,0.7968147875530907,0.8239618966172273,2.7063235619291124,3.079404469589228,0.18313691433337453,1.4819021768286404,0.6266794317096824,1.8602003230261168,7,90.0
NMC_21Ah,3000.0,10,1.0,0.8367185667574368,0.9378702085746795,1.4380633495044084,1.2958251871959603,0.36171040512541364,1.1610496873693563,0.3229011662925316,1.4059872867927865,8,100.0
NMC_21Ah,5000.0,10,1.0,1.1704629246168565,0.7117958821632868,1.5371740527021849,1.205295029464955,1.012715416552755,1.3171986085602327,0.40784844629888894,1.375313048330959,9,100.0
