channel_mode,input_channels,channels,final_stage,final_eval_scheme,final_eval_n_mc_used,evaluation_mode,checkpoint_path,test_cls_acc,test_material_acc,test_soc_rmse,test_soc_mae,test_soc_medae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_medae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
ch12,2,ch1+ch2,finetune,predicted_soc_to_soh,500,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/channel_ablation/ch12/checkpoints/finetune/best.pt,0.91640625,0.97265625,0.3878799243940768,0.20523029235992,0.10106506943702698,95.85720303931386,16.146372896982992,0.5897828461681821,0.38847082091348284,0.19322777539491653,186.74349259676285,46.77055600298105,8.623212910217767,4.562609187393288,2.246843821326504,11.30247489675568,5.774305762653897,6.1924478308927755,4.07876442653413,2.028802509917824,5.1490411212797325,2.4451880145152574,68162,1280,8,cpu,18.391770362854004
