experiment,type,level,noise_mode,drop_count,repeat_id,cls_acc,material_acc,soc_medae_raw,soc_medape_raw,soh_medae_raw,soh_medape_raw,soc_mae_raw,soh_mae_raw,soc_rmse_raw,soh_rmse_raw,n_test
missing_value,drop,8,none,8,0,0.1796875,0.578125,19.198481893967163,44.49165507928131,8.71815748128978,10.139437491886676,20.83776959675013,10.271408516129815,24.749211672347034,12.77502950564254,1280
missing_value,drop,8,none,8,1,0.1734375,0.5796875,19.54603099672164,44.740703925054625,8.340924931435161,9.966806081934376,21.1105633959875,10.065812314258736,25.1930709947612,12.600723052920536,1280
missing_value,drop,8,none,8,2,0.178125,0.5796875,18.901583791233193,44.52163065547943,8.54953611828789,10.110066516146958,20.629786803198915,10.17271421927042,24.79149096319318,12.571376067972226,1280
missing_value,drop,8,none,8,3,0.19375,0.59453125,19.16965833076872,44.995631007654254,8.920739519244535,10.52983531710699,20.95991338810479,10.487962029550655,24.815911153835522,12.989972810610032,1280
missing_value,drop,8,none,8,4,0.178125,0.58359375,19.313176902731705,43.69081786144962,8.908498439397327,10.580184513318896,20.78638548433212,10.188891737749127,24.75550584495368,12.596009200096292,1280
missing_value,drop,9,none,9,0,0.1828125,0.571875,18.938058678595564,45.38061761689288,9.305972176776578,10.738768562335697,21.029684812450157,10.558879908488937,25.070386574385612,13.063231506534368,1280
missing_value,drop,9,none,9,1,0.16796875,0.57421875,20.024098085074748,46.06219207545665,9.309745717382896,10.926141742082393,21.15975296734397,10.755512946868413,25.245933026619056,13.243176555485983,1280
missing_value,drop,9,none,9,2,0.17421875,0.571875,19.723392308355972,44.42810164470022,8.738252713020998,10.288262324644332,21.179943603296273,10.295484956959474,25.248752387911704,12.717803100110853,1280
missing_value,drop,9,none,9,3,0.1734375,0.578125,19.488395475548742,45.083931165513725,9.560562256076004,11.310766937441695,21.15201593797565,10.813326950893233,25.27217914378954,13.281111387955034,1280
missing_value,drop,9,none,9,4,0.1671875,0.57265625,20.05881030470488,45.761378640185555,8.483449930335865,10.078804442301196,21.298087615929404,10.179077403052565,25.27719299653162,12.69582033248483,1280
missing_value,drop,10,none,10,0,0.16328125,0.58046875,19.92641525702344,45.981528564127984,9.128883790418875,10.948329914227687,21.1500203055984,10.560106477113132,25.170604846982332,13.019706469326088,1280
missing_value,drop,10,none,10,1,0.17265625,0.57421875,20.13807613968128,45.60429179512926,8.847468758555316,10.253900078289643,21.414674590019253,10.433880401738415,25.372396162937992,13.017091938615332,1280
missing_value,drop,10,none,10,2,0.17578125,0.56953125,19.9295749450384,44.981390705996006,8.791278079738042,10.605117270488215,21.211155589000356,10.461601256810589,25.241753840208272,12.936073455295116,1280
missing_value,drop,10,none,10,3,0.16875,0.5703125,19.560539681941005,45.36811776237424,9.422316960409347,11.202345199461181,21.348914178662653,10.632033966921307,25.498837662138804,13.221820133817067,1280
missing_value,drop,10,none,10,4,0.1640625,0.565625,20.095628486508378,45.885498714057135,9.169917051363697,10.94999934356795,21.53871645994684,10.577926511394862,25.622795526051505,12.947078982562772,1280
missing_value,drop,20,none,20,0,0.1671875,0.57265625,20.515734996027994,46.67233063822662,9.629437040971453,11.47336992498202,22.178843477026213,11.033373814813947,26.302017639700864,13.51514439082533,1280
missing_value,drop,20,none,20,1,0.16171875,0.57421875,21.42491037471999,46.9440087817911,9.304102529889633,11.110998521973592,22.538771988839287,10.934988361816783,26.551992121317188,13.554467115589743,1280
missing_value,drop,20,none,20,2,0.15625,0.56953125,20.85181556777117,47.25547118842705,9.120603874612243,10.857861744736681,22.332840411842174,10.770509815639556,26.335043619696247,13.324796211414174,1280
missing_value,drop,20,none,20,3,0.1671875,0.57734375,21.12215237993089,47.73846523214373,9.266807411898135,10.98263444295571,22.341606249735214,10.73342455607962,26.3614948260304,13.18991201733207,1280
missing_value,drop,20,none,20,4,0.16875,0.578125,20.86206604763229,46.84270007606122,9.85900383681389,11.804319152636815,22.072257977354532,11.085449849989107,25.98054943196461,13.553279709788262,1280
