polarity,final_stage,val_cls_acc,val_soc_medape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,input_shape,device,elapsed_sec
positive,finetune,0.9176470588235294,7.804580177869706,4.482907661171022,0.846875,0.4216829575048675,0.24505698320172087,102.90705582142414,22.20403989014158,0.6857697214509259,0.4615754007467331,236.77348120430452,57.31538270566604,9.374710302048083,5.448022463614689,13.667470853666606,7.28304671005939,0.07200265744724241,0.048463287932462254,6.010983494991343,3.5851548387873597,68162,510,1280,8,3x5x4,cpu,12740.180320739746
