polarity,checkpoint_stage,checkpoint_path,test_cls_acc,test_material_acc,test_soc_medae_raw,test_soc_mae_raw,test_soc_rmse_raw,test_soc_medape_raw,test_soc_mape_raw,test_soh_medae_raw,test_soh_mae_raw,test_soh_rmse_raw,test_soh_medape_raw,test_soh_mape_raw,n_test,num_classes,n_mc,device,elapsed_sec,predictions_path
positive,finetune,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_polarity/positive_only/checkpoints/finetune/best.pt,0.846875,0.93046875,2.759003533079607,5.340786568823336,9.30650965644975,6.982805401344301,13.274343646315819,2.8659076321084527,4.784270519517963,7.129045834307479,3.4603890962933983,5.936363740002295,1280,8,500,cpu,18.88162636756897,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_polarity/positive_only/metrics/retrospective_test_predictions.csv
