config,c_rate_indices,c_rates,num_c_rates,final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
C3_2p5C,5,2.5C,1,finetune,0.9784313725490196,0.3169119793920972,0.21058498410800217,118.24412516453174,24.947871407077706,0.536858708937665,0.37631715769313423,150.60228327868836,40.218737787283146,7.052635469575309,4.686408923793067,11.320837860045716,8.319498663014208,0.056961394079103576,0.03992773063233604,5.369543387102852,3.3717061749349995,0.9,0.40943444194763984,0.23534958628806635,160.4336041874509,19.76714750136336,0.6150452704837048,0.40252352303359656,204.56734259716083,42.14354448311871,9.1116526212884,5.2375263415065545,13.37157694114552,7.094412513461618,0.06525708802942967,0.04270825943570199,5.364553128922769,2.813892539925039,68163,510,1280,8,cpu,16163.682312488556
