label,count,mape_pct
LFP_68Ah,90,108.02038532720763
LMO_24Ah,10,95.4930481617427
NMC_21Ah,10,91.7528161611643
LFP_35Ah,40,83.30594225813049
LMO_25Ah,40,82.76602060089235
LMO_10Ah,20,73.99949608275554
LMO_26Ah,40,61.13558516530819
