label,count,mape_pct
LMO_10Ah,30,164.17602269943816
LFP_35Ah,30,150.0088498319416
LMO_24Ah,30,137.19869561533415
LFP_68Ah,30,115.19047740559674
LMO_25Ah,10,103.29754888481182
NMC_15Ah,10,78.63682405507822
