label,count,mape_pct
LMO_10Ah,40,323.5539906718901
NMC_15Ah,30,279.90525542642433
LMO_25Ah,30,232.50696704742305
LFP_35Ah,10,221.53352740776504
LFP_68Ah,20,194.16761072051145
LMO_24Ah,10,181.68723690918972
