label,count,mape_pct
NMC_15Ah,10,3132.6693082948127
LFP_35Ah,10,2843.551702148442
LMO_26Ah,20,1432.9186046444522
LFP_68Ah,10,1304.7055871204143
LMO_25Ah,20,1272.2604582703855
