label,count,mape_pct
LMO_25Ah,20,112.90701026534839
NMC_21Ah,20,109.75475057425356
NMC_15Ah,20,73.62972975868283
LFP_68Ah,30,66.63301240450214
LMO_26Ah,20,63.502075577611116
LFP_35Ah,20,50.754313482904244
LMO_10Ah,80,41.941350351958626
LMO_24Ah,10,20.788460581344665
