label,count,mape_pct
NMC_15Ah,40,161.84706318622062
LMO_24Ah,90,130.22379624508392
LMO_25Ah,10,126.86117499382925
LFP_68Ah,70,114.34628814154158
NMC_21Ah,10,99.17905449467794
LFP_35Ah,10,83.10868421513649
LMO_10Ah,10,69.76188343211889
LMO_26Ah,30,57.262624341460565
