label,count,mape_pct
LMO_10Ah,20,640.5902506503533
NMC_21Ah,10,638.5742987184191
LFP_35Ah,10,547.1136527630849
LFP_68Ah,10,535.0441085093859
NMC_15Ah,20,513.4369834233613
LMO_24Ah,10,448.04621184709265
LMO_25Ah,10,125.31751246417402
