config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,n_test,test_cls_acc,test_material_acc,test_soc_mae_raw,test_soc_medae_raw,test_soc_rmse_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_rmse_raw,test_soh_mape_raw,test_soh_medape_raw,n_mc_soc,n_mc_soh,checkpoint_path,predictions_path
P5_1000_3000_5000,"1000,3000,5000",3,9000,384,0.9140625,0.96875,4.058195982297877,2.242586011571568,7.81102637063691,9.87474214269444,5.806169166476644,3.2365260142239394,2.044705564396345,4.740734798686285,4.008995876018788,2.5607974790852093,500,500,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P5_1000_3000_5000/checkpoints/finetune/best.pt,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P5_1000_3000_5000/metrics/retrospective_test_predictions.csv
