final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
finetune,1.0,0.2865175377016218,0.18933324839651974,92.76250239017011,24.538974826929362,0.4954593590459148,0.32007680561856117,67.56631486524057,36.110823215005105,6.3759023407055055,4.213250997856505,10.910880605593224,6.5060778254594,0.05257875292719976,0.03396694193597036,4.349874266532822,2.765075663662853,0.9140625,0.3595974778383655,0.18852002604641407,86.08410601216785,17.80895238861144,0.4640996361906144,0.31800826756686246,168.2636008295003,42.504035623043194,8.002157281726678,4.1951542826357,10.17737543285863,6.359557859266687,0.04925082079761112,0.0337474261489435,4.185127767377633,2.646711854523966,20450,153,384,8,cpu,10807.56399846077
