final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
finetune,0.984313725490196,0.26182392019051876,0.17007940977391806,112.16537730165503,19.715939782694164,0.539293696993673,0.36807638697061396,136.09870555362616,37.76523031436936,5.826692540499637,3.7849881229383397,9.39769663366207,5.900782376857515,0.05721974941902281,0.03905337434300644,5.220524538562846,3.256875688546737,0.91875,0.3553096928833349,0.1757608876170707,74.20210689695597,13.487973816853442,0.5749177338168604,0.38242727608994753,202.7713538694316,42.61008975528313,7.907147427874751,3.9114250983820766,9.376147659783033,4.984569693435155,0.06099950518416524,0.040576021991080256,5.080067514301969,2.76686189256431,68163,510,1280,8,cpu,3042.5050361156464
