epoch,train_loss,train_cls_loss,train_soc_nll,train_soh_nll,train_joint_nll,train_cls_acc,train_soc_rmse,train_soc_medape,train_soh_rmse,train_soh_medape,test_loss,test_cls_loss,test_soc_nll,test_soh_nll,test_joint_nll,test_cls_acc,test_soc_rmse_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_medape_raw,train_selection_score,best_score_so_far,epoch_duration_sec
12,0.34809485971577414,0.3717728236700567,-0.5811041200049064,0.5574261565134013,-0.023677963491505073,0.8733445129600043,0.29717766167648313,17.95792798451139,0.4897345775178649,43.638995034832654,3.2360174655914307,0.7407909244298935,0.38468292988836766,2.110543590784073,2.4952265206724404,0.7578125,9.78745339465248,10.333573180552513,0.07985630232254713,4.640793346419457,0.011346034779929529,0.011346034779929529,275.5222408771515
13,0.21463040246670786,0.34992254073575485,-0.6557547863310998,0.5204626473285348,-0.13529213900256512,0.8819008886482775,0.2870161049274088,17.164295500136948,0.4749632913307486,41.92230636565219,2.9144050002098085,0.6855968207120895,0.4505997091531754,1.7782084465026855,2.228808155655861,0.77265625,10.074993887387805,10.724135747338988,0.0730231633612486,4.2103880035494345,-0.10318924380916326,-0.10318924380916326,276.1192886829376
14,0.16207875657965917,0.3399008287908177,-0.6872536068651587,0.5094315345784447,-0.177822072286714,0.8853340023503624,0.2799091623150914,16.61051205041259,0.46890919555270905,41.313080230367376,2.7030108690261843,0.69992216527462,0.4790490627288818,1.524039626121521,2.003088688850403,0.75859375,11.84098389332513,9.694478568640513,0.06747682686359742,4.495228165877327,-0.1472069366174521,-0.1472069366174521,280.894579410553
15,0.10764969703445433,0.3253482829230871,-0.7018439920438776,0.4841454065161011,-0.2176985855277765,0.8904704686200203,0.27755885941281594,16.406377607169418,0.458445088892064,40.02704191711329,3.301707649230957,0.7533784598112107,0.4792964026331902,2.069032782316208,2.548329184949398,0.7390625,11.027342647802032,9.666292135299422,0.07479794982587319,4.160698725911976,-0.1886217141282895,-0.1886217141282895,269.15423250198364
16,0.06082187466919654,0.3195026427499137,-0.7324633939547366,0.47378262689401895,-0.25868076706071763,0.8927019925263756,0.27412993632226684,15.845696651819127,0.45392096213585403,39.57108169738825,2.723911762237549,0.6046305477619172,0.32483687400817873,1.7944442868232726,2.1192811608314512,0.81328125,9.04549927724391,9.071300313455144,0.06968169317931594,3.7658763269516298,-0.23051077684122434,-0.23051077684122434,264.8958258628845
17,-0.051074964473813975,0.31058199358400745,-0.8061499823906323,0.44449302316484846,-0.3616569592257838,0.8939696037394531,0.26494208691522503,15.36191830103775,0.4426894459613735,38.33358790031717,2.9387850403785705,0.6767711907625198,0.2510183654725552,2.0109954833984376,2.2620138488709927,0.7703125,10.61174745329273,8.281598019177078,0.06985442444290008,4.231362308444236,-0.33559228612509656,-0.33559228612509656,268.3979744911194
18,-0.06709408779294171,0.2878023484688109,-0.7850102243404825,0.43011378885947016,-0.3548964354810123,0.9042953534126471,0.2672205741173538,15.252545678837315,0.4342057902839385,37.368775661808314,2.9003573179244997,0.591569858789444,0.2983086697757244,2.0104788064956667,2.308787476271391,0.80625,8.846420094644328,8.13699219798752,0.07127750761958065,4.171983882061667,-0.3299685667115154,-0.33559228612509656,268.7706732749939
19,-0.13057424511755603,0.28377866165185234,-0.8353048113007479,0.4209519058409685,-0.41435290545977943,0.9047310947671424,0.26152489136573076,14.79194543007408,0.43197196022216516,37.13473170760789,2.1287442088127135,0.5217279523611069,0.05620415881276131,1.5508121073246002,1.6070162661373615,0.825,8.87786986583551,7.052205870419387,0.06417511239583913,3.616898275387907,-0.390239775039347,-0.390239775039347,274.5505051612854
20,-0.12742667207672814,0.27336128905065105,-0.8113061599296183,0.41051819949069934,-0.4007879604389189,0.9078341013824884,0.2598573001171711,14.834883141288799,0.42613635786204423,36.714590718579984,3.5239710330963137,0.6011048257350922,0.6896796524524689,2.233186584711075,2.922866237163544,0.784375,11.081551782602737,10.742078210869138,0.07045864606270287,4.1943967256517265,-0.3775802997101218,-0.390239775039347,296.9569368362427
21,-0.23671072584025377,0.263953285780221,-0.8899807013834822,0.3893166891251142,-0.5006640122583679,0.9115313007539646,0.25533431213023844,14.205141558741008,0.4191037605641233,35.74899429598774,3.033838629722595,0.7561397463083267,0.33504432514309884,1.9426545739173888,2.277698899060488,0.75859375,9.568951635596683,9.290616310377922,0.07421442092747149,4.32521415805647,-0.47879677002662996,-0.47879677002662996,285.87745118141174
22,-0.23521106387798746,0.25784123623700733,-0.8694946010234312,0.3764423011718969,-0.4930522998515343,0.9120198592423382,0.25787320605097985,14.377435458235707,0.4146623612581931,35.04524084604548,2.7949002981185913,0.49637420773506163,0.2212906502187252,2.0772354125976564,2.2985260628163813,0.80859375,9.24835152088537,8.588726672479826,0.07142256961430721,3.978131535658114,-0.4713997360827339,-0.47879677002662996,281.2710289955139
23,-0.2684706218867584,0.24330055937703216,-0.8790936383410487,0.3673224567352908,-0.511771181605758,0.9173543897640395,0.2507183008814793,13.789222397416706,0.4117584856845564,34.73694677807533,3.7724586009979246,0.6206731200218201,0.5149127203971148,2.636872720718384,3.1517854411154986,0.78359375,11.366481607801408,9.359392746938642,0.07261516461867575,3.7064380900852134,-0.49139122243735633,-0.49139122243735633,267.3317165374756
24,-0.2916750515253247,0.24273561630604387,-0.8985338784651863,0.3641232094375221,-0.5344106690276642,0.9167205841575007,0.24750421424787872,13.519043786180534,0.4079710213813254,34.17572058856291,2.9282575488090514,0.5829005658626556,0.30374711006879807,2.0416098713874815,2.3453569814562796,0.81640625,9.480776119642995,8.913697833384177,0.07069492770027688,3.8589416111734,-0.5146991746726188,-0.5146991746726188,278.1553966999054
25,-0.34228778777464325,0.22953960466756843,-0.9240449071788351,0.352217514598105,-0.5718273925807301,0.9222531789312453,0.24284890523467711,13.323804779995504,0.40502327557554246,34.05119459216143,2.883443570137024,0.5182249873876572,0.33819968029856684,2.0270188987255096,2.3652185790240763,0.81171875,9.989126092717973,8.111516664193658,0.06769433557110005,3.2960977430015053,-0.5531528334462704,-0.5531528334462704,275.95820474624634
26,-0.3918869555261722,0.22382516602137048,-0.956843896056387,0.34113177513630927,-0.6157121209200778,0.9238773057980009,0.2448670350203622,13.201744759185921,0.40249375460881504,33.644206874866875,3.036345636844635,0.5011999309062958,0.4187954470515251,2.1163502812385557,2.535145728290081,0.8359375,8.949344483620518,7.529414891185144,0.06582012324122756,3.4108337386312213,-0.5971699072470602,-0.5971699072470602,268.91186451911926
27,-0.4514715038384082,0.21409783610428498,-0.9838952748085377,0.31832593432751144,-0.6655693404810262,0.9281951064925462,0.24223214792144956,12.966224997099648,0.3929806545336367,32.68016733699026,3.657159686088562,0.5488932728767395,0.5303514488041401,2.5779149413108824,3.1082663901150225,0.8265625,10.650708956023994,8.3598167896436,0.06816417759947953,3.219081675168256,-0.6484578155601449,-0.6484578155601449,289.99960350990295
28,-0.4979022020762107,0.20733219645420106,-1.0247215301161634,0.3194871315794553,-0.7052343985367081,0.9298588462097104,0.23832854581328689,12.716902560161117,0.3917120741458598,32.59507144601262,3.7469241619110107,0.4941646605730057,0.29925518929958345,2.9535042881965636,3.2527594774961472,0.83515625,9.806677162379692,8.361053323138425,0.07557094976089196,3.5530001439907073,-0.6887232788512789,-0.6887232788512789,285.6328752040863
29,-0.49029540920550974,0.20167350586725935,-1.0039741777585738,0.3120052639651327,-0.691968913793441,0.9323148429350482,0.2382937842539908,12.718302518641195,0.39231345496453884,32.355044321346924,2.912809705734253,0.3894564867019653,0.2083812303841114,2.314972013235092,2.5233532436192037,0.86015625,9.682672624427084,6.674610936599354,0.06428738092723583,3.326180245969373,-0.6755239320183405,-0.6887232788512789,282.8129723072052
30,-0.5859170003844172,0.19261666036665234,-1.0620648068771161,0.28353114596627826,-0.778533660910838,0.9361572894246893,0.23625010883218667,12.266669537513666,0.38067291644294887,31.26936701480865,2.517703902721405,0.46639379262924197,0.3404547117650509,1.7108554005622865,2.051310112327337,0.8375,9.103868007334839,7.23315027923627,0.06633929846588003,3.301998839751125,-0.7636492228545588,-0.7636492228545588,277.0904974937439
31,-0.5920535574723342,0.1871267449817948,-1.065135326264672,0.2859550227903469,-0.7791803034743253,0.9366590521965326,0.23516729428959088,12.169275147464234,0.3835254385413774,31.443410171128217,3.0234059572219847,0.4220645189285278,0.38308092281222345,2.2182605266571045,2.601341449469328,0.86328125,9.76353315664859,7.385611956124584,0.06531251544410323,3.534855352024972,-0.7641439828010551,-0.7641439828010551,265.5492699146271
32,-0.6698870051274366,0.1738841498299333,-1.107862093527248,0.26409093950802587,-0.8437711540192223,0.9420992169859903,0.2248703172290469,11.664708387812711,0.375323742538555,30.718362449456304,3.4215504109859465,0.536796110868454,0.4807034328579903,2.4040508449077604,2.884754277765751,0.8171875,9.58066832915552,8.126601866926297,0.06560367805427483,3.3233918289131728,-0.8308567088917617,-0.8308567088917617,278.32286500930786
33,-0.6200582442083975,0.1733408669700208,-1.060419959967069,0.2670208486733498,-0.7933991112937192,0.9425349583404856,0.23599755098826822,12.032229166378352,0.37683240307745325,30.676835805789487,3.148291563987732,0.5450229853391647,0.47235176265239714,2.130916839838028,2.603268602490425,0.83359375,10.30581414530186,7.859063919773075,0.0625023056580811,3.169679078083222,-0.7792428638041714,-0.8308567088917617,292.14659118652344
34,-0.6535760020347282,0.17599377514790018,-1.094528024691167,0.2649582469629256,-0.8295697777282415,0.9411353042927125,0.2311239582395832,11.92376561178987,0.3754357971366168,30.427678722160046,3.5544930577278135,0.5880519807338714,0.6234630897641182,2.342978036403656,2.966441126167774,0.7984375,10.580733519258791,8.083284396632147,0.07139052784573746,3.8355704967866204,-0.8159705674052571,-0.8308567088917617,293.83699679374695
