order,description,evaluation_mode,checkpoint_path,best_epoch,best_score,test_cls_acc,test_material_acc,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
PARALLEL,"Material, SOC and SOH predicted in parallel",summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_order_ablation/PARALLEL/checkpoints/best.pt,66,0.8138152877069019,0.89765625,0.96640625,8.602504570643497,4.542305736067216,2.274675436619397,11.351401785015522,6.107417145335653,6.325955084235278,4.150667684150456,2.240507130341129,5.224075302989827,2.8036223949728596,68162,1280,8,cpu,17.234700441360474
