stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soc_medape,train_soh_rmse,train_soh_mae,train_soh_mape,train_soh_medape,train_score,val_loss,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,val_score,test_loss,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,test_score,score,best_score_so_far
stage2_soh,0,0.9208357732356268,0.9635189984840334,0.20874703236953465,0.12781826889935674,242.3819097523225,10.508314071163706,0.8481268254548738,0.6578603026812053,219.16479690589568,80.73715861902892,-0.8481268254548738,0.8311242457308801,0.9673202614379085,0.3748083961229159,0.23085697851101167,125.51521839042651,24.624722129125118,0.7574019513538462,0.5834535127931756,148.01752240168128,62.94470749898821,8.340810775304723,5.137383243910765,13.651212445718551,6.9496573263865855,0.08037073055610013,0.061912416498123006,7.639779662625324,6.084436940874234,-0.7574019513538462,0.7277364134788513,0.875,0.445656841542812,0.24506830390782852,122.19609660436292,19.207739311725174,0.7166420938641431,0.5780080827316851,212.74267066792007,89.28200667895786,9.917438948751684,5.453635433635616,14.253764478329506,6.526600982436815,0.0760455508837289,0.06133458171508366,7.541084962142944,5.7918487855245395,-0.7166420938641431,-0.7574019513538462,-0.7574019513538462
stage2_soh,1,0.47978845906902384,0.962834368428774,0.2081517432789839,0.12713400376232392,239.57511384287596,10.537226231679394,0.6772411023235687,0.5078415553248506,206.27571774788655,60.295389070359704,-0.6772411023235687,1.0014269305210488,0.9673202614379085,0.38528665368985043,0.24193897826925798,125.78162804772174,22.626629006779766,0.6622574172174011,0.49216126717529657,148.76632275849602,60.11312643749177,8.57398901924151,5.383996884244458,14.597810340851616,7.419724575686468,0.07027459111085935,0.052225057677221284,6.847752253931669,4.584295402535674,-0.6622574172174011,0.8194247285525004,0.875,0.44607903208659677,0.24726688624711338,122.66168374813049,19.314517822742744,0.6763405559686577,0.507751849747971,222.33380873324097,65.91373187918427,9.926834179683695,5.502561656888865,14.305658340225257,6.946191017412417,0.07176900520358542,0.053879432225532486,6.883848124879061,4.460492275528164,-0.6763405559686577,-0.6622574172174011,-0.6622574172174011
stage2_soh,2,0.35028077560629123,0.9640080199520759,0.20873409683329236,0.1276426199916971,246.25925398645046,10.502120962398179,0.6070601243643611,0.4384364450863772,192.90639399863772,50.133662279972604,-0.6070601243643611,1.1496169216492598,0.9673202614379085,0.3696762981532209,0.2289206598294911,118.04155817272982,22.008599756392602,0.6493403497349033,0.4861766918337131,128.90917621433903,54.56005649175477,8.226603467015094,5.094293313454793,13.378164453771735,7.392190043657404,0.06890391316587241,0.051590012188612054,6.624449549599428,4.960591928575278,-0.6493403497349033,0.9933648904164633,0.875,0.44710614363566736,0.2431156276973828,118.36643584624814,19.075350692292215,0.6342766496902162,0.4739036918666291,166.01531492734608,66.30529906382176,9.949691039787538,5.410181490380232,13.936364054312683,6.167361588957677,0.06730544807701783,0.050287678636782185,6.343752972907063,4.114980808891178,-0.6342766496902162,-0.6493403497349033,-0.6493403497349033
stage2_soh,3,0.2603008394064492,0.9634211941904249,0.2091393003471562,0.1281063139571423,242.13131309163748,10.673748819890237,0.5668874217419904,0.40237051870522145,185.33190328940924,45.274746665223944,-0.5668874217419904,0.8410391628352645,0.9673202614379085,0.3807884238441627,0.23326867589958353,122.61755605842339,22.784847810147866,0.6144725929643405,0.45193814180693986,139.01410076330438,50.422102940813275,8.473887515767174,5.191052029811649,13.856237415971414,6.748577834029771,0.06520396615689866,0.04795683264119396,6.202559610055697,3.9532983238182196,-0.6144725929643405,0.9186299641927084,0.875,0.44404192437824364,0.24140073303654694,125.97052706575202,19.360829080771115,0.6032666250266058,0.44827688888714573,177.28670292655352,62.62707499828963,9.881501337356662,5.372019026535848,13.95756447167138,6.19099122713159,0.06401485933173916,0.04756832351286583,5.927106018415834,3.9925458004918735,-0.6032666250266058,-0.6144725929643405,-0.6144725929643405
stage2_soh,4,0.1936075513253084,0.9634700963372292,0.20660190647900614,0.1267435841355853,244.9451180974547,10.58631211588735,0.5281370622057754,0.3728646503722152,177.15847031970617,41.77796740259305,-0.5281370622057754,1.094082197332694,0.9673202614379085,0.37707733741975397,0.23378684921981463,126.12154490522809,24.721980629076835,0.5920168193194916,0.4369353877343968,94.81487646535443,51.31647592493815,8.391302733897332,5.202583216566178,13.653698473365385,7.784033128621005,0.06282110071825953,0.04636483475551586,6.076497823348716,4.003840049150114,-0.5920168193194916,1.033552388350169,0.875,0.4408055729618113,0.23956915983520352,113.43216281464218,18.839117017484675,0.5840381684662821,0.4325352864883219,168.80507717973174,59.224078252423546,9.809481086353536,5.331260053013509,13.532945367965437,6.893090848121643,0.06197445648031127,0.04589792369061074,5.6945266046225,3.706336339522388,-0.5840381684662821,-0.5920168193194916,-0.5920168193194916
stage2_soh,5,0.14014939498434126,0.9640080199520759,0.20888617129595694,0.1282413544730292,246.46572052197567,10.69498855161018,0.5043100646024616,0.3531109298703911,168.74320488257072,38.53729804555099,-0.5043100646024616,0.640817731034522,0.9673202614379085,0.37418191292267494,0.23948521057776864,119.20416113939268,26.552830960856795,0.5525533509161251,0.4067570798744271,104.32791252543484,45.629080876296506,8.326869311129508,5.329391885495827,14.169037082856573,7.359253776966561,0.058633485700649995,0.043162502565432116,5.526342014586662,3.5768155839216482,-0.5525533509161251,0.7991741299629211,0.875,0.4422297716466592,0.23930858366960214,110.61992415316975,18.166977788789083,0.5994830998739947,0.42970825983502436,184.59480408810717,55.52230149315882,9.841174537886728,5.325461312877701,13.604206841810813,6.593030195752572,0.06361337544323165,0.04559793740588971,5.613106331013706,3.8878865545103465,-0.5994830998739947,-0.5525533509161251,-0.5525533509161251
stage2_soh,6,0.07025839645674051,0.963812411364859,0.2090335250954226,0.1274622807579954,241.6240285909326,10.666486605963,0.475228432449767,0.33113430244194125,164.70617222998925,35.78481193409796,-0.475228432449767,0.9076163110390209,0.9673202614379085,0.3664596413723606,0.22983704551177866,127.21972396743537,23.718274857969735,0.5508149453913687,0.40310876704813314,81.23289515982292,45.95140612914662,8.155021491222167,5.114686131898095,13.35483684419703,7.369843804691632,0.05844901704199693,0.04277536655842512,5.53610918268854,3.826773598125749,-0.5508149453913687,0.8941071828206381,0.875,0.4435165718080458,0.24019040176487275,111.76411464342443,18.589734857043766,0.5609978957064469,0.4061749772614955,169.5846176859542,50.199459425407184,9.869810386930613,5.3450848804044,13.720391232108701,6.4993270913803425,0.059529567672446736,0.04310073349792931,5.301962456073632,3.447438080717644,-0.5609978957064469,-0.5508149453913687,-0.5508149453913687
stage2_soh,7,0.0517872440595415,0.9649371607413565,0.20705550563871,0.1274263185237827,237.53745780848857,10.584946661083437,0.4618502564078139,0.3194717577274615,158.0840470033931,34.086355135925594,-0.4618502564078139,0.7465846600875355,0.9673202614379085,0.3771884567814809,0.23133190705447026,121.03673023354163,21.19410691270771,0.5731042994995653,0.4128368705681531,94.31040352358697,53.590584004122675,8.393775532210348,5.147952081625596,13.54485587525963,6.762924833749982,0.06081422308628723,0.04380765170824791,5.584650124318074,3.4012555622629814,-0.5731042994995653,0.8455779751141866,0.875,0.4431141318205997,0.2427679528900626,116.01559468105044,19.409354737516022,0.566367818886881,0.3987792408297537,146.02147596214687,51.84387858543281,9.86085467564339,5.402444497801636,13.728716764322812,7.013256592484858,0.06009939014025288,0.042315944471498945,5.156674603067512,3.410599302348983,-0.566367818886881,-0.5731042994995653,-0.5508149453913687
stage2_soh,8,0.022966887126017493,0.9629321727223825,0.208814808892006,0.12796438668647175,247.57530602635893,10.580014336179108,0.44921707196465344,0.31209059660575506,156.0074318126686,33.622698688791566,-0.44921707196465344,0.9589632593728359,0.9673202614379085,0.3925638244348963,0.2379625637352077,127.90034612015201,23.21751430515437,0.5849138888319015,0.4190315186940864,67.8828958983027,48.0655988478325,8.735931773971332,5.295507614698298,13.961350993202055,7.29046753514245,0.06206738241669403,0.04446498879924602,5.771364066639034,3.4431258976875427,-0.5849138888319015,0.9092243711153666,0.875,0.44578892475317056,0.23997374570596244,117.08553486468831,18.27584185093947,0.5575189313554999,0.40043836532762117,151.47667224639218,59.39664505299015,9.920378266748802,5.340263517784493,13.879665695343425,6.642237611118434,0.059160401860338066,0.04249200032630467,5.141708803139064,3.506749824370837,-0.5575189313554999,-0.5849138888319015,-0.5508149453913687
stage2_soh,9,-0.005274541974173349,0.9642036285392929,0.20856791694628513,0.1270329781344985,238.24486655933995,10.467176519739741,0.43786913687442425,0.3026549853750666,149.882718455859,32.54711460739293,-0.43786913687442425,0.8727630407981624,0.9673202614379085,0.38140827810995087,0.23060721206460513,120.58693936722503,24.302263336369844,0.5565011819761628,0.4080702171849659,81.2055080970025,48.846475094245825,8.48768146273497,5.131825058210961,13.531120078719194,6.971256732274668,0.059052404698468966,0.043301844436389576,5.549541499582951,3.5498080997773886,-0.5565011819761628,1.0227144360542297,0.875,0.4437143071778016,0.2445848197767191,119.16067036393189,19.251813379842147,0.552741411614794,0.3887794380595248,166.6548735398657,50.92596482838298,9.874210697381974,5.442876203874062,14.209931723953638,7.128312009373282,0.05865344151897589,0.04125482830639846,4.988623862502027,3.444877145952633,-0.552741411614794,-0.5565011819761628,-0.5508149453913687
