final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
finetune,0.984313725490196,0.26314224011074344,0.17406314881335871,88.72805915917264,21.1971896713888,0.5026475940777718,0.34656309451834827,131.9700301517263,35.41062158563221,5.856030749321717,3.8736432104013785,9.501709700587416,6.496746783906476,0.053331551137231654,0.03677078656169357,4.770025723835171,2.974852929792591,0.91015625,0.3769128785247774,0.19326839599816595,84.28108665629387,16.7581852437966,0.599364919182176,0.39245342288595564,140.6980268846749,45.76117615707415,8.387909920990076,4.301041403922966,10.009344944123004,5.459018346645443,0.06359338274735912,0.04163980896004357,5.126352608911295,2.759323289746491,68163,510,1280,8,cpu,6.374244689941406
