config,c_rate_indices,c_rates,num_c_rates,final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
C2_1p5C,3,1.5C,1,finetune,0.9470588235294117,0.31780688086902975,0.20259501016424858,117.96298594722862,24.307973458794876,0.5946422180789811,0.4225920968259886,155.53253232906172,45.57184379569314,7.072550822444255,4.508598120475406,11.166494101979163,6.939600722322336,0.06309229813388749,0.04483756072366291,5.895589983819882,3.934788519850839,0.8734375,0.3862496171498605,0.21560828133733595,176.76846379764652,18.7601473718791,0.5606183011569822,0.3820783362560178,192.53510712005664,44.79337541082198,8.595691949690055,4.7981985894339045,11.419909075263817,6.439818395905405,0.05948231713210088,0.040538999029434156,5.045617962089346,2.7369423202032195,68163,510,1280,8,cpu,15944.232026100159
