stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soc_medape,train_soh_rmse,train_soh_mae,train_soh_mape,train_soh_medape,val_loss,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,val_score,best_score_so_far
stage1_soc,0,2.096823561622141,0.411930401103254,0.5708510986027917,0.42507277901991014,779.9707794563856,44.46001016732585,1.17209886082005,0.9212934796885087,243.1834608340135,119.4773765063504,1.9473912669163125,0.5196078431372549,0.555807206797582,0.37696002222707164,116.43630668812813,53.25857308622304,1.268033217732721,1.0573067958813671,170.83196489120687,111.58440455888486,12.356514425788042,8.380445405578458,20.529254548166346,14.178597022599886,0.133137638703209,0.1110123364435176,13.831465719922686,12.794010137531217,0.35286568109798033,0.35286568109798033
stage1_soc,1,1.2842446436016237,0.6171327132419824,0.4825775005945404,0.35358921638379365,739.7730693055549,34.95441960183288,1.1694885275676368,0.9310127102013043,238.81206472126854,122.64354574810022,2.0398344077315986,0.6392156862745098,0.6884739984738241,0.452255009140308,173.45993260094997,52.05557933806513,1.2830197206609788,1.0808157295463423,173.55193010068803,120.00542398887313,15.305916853683355,10.054377626327371,21.48991573620603,16.405680180010123,0.13471115238122966,0.11348066603679242,14.051148722637139,13.388327795688207,0.4326734867323625,0.4326734867323625
stage1_soc,2,0.9406551417706736,0.6895630996743053,0.4341698482970579,0.31382769763155766,668.3327865590987,30.41604652463747,1.168574762925394,0.9309234523720983,244.1271586476323,123.10154487278808,1.7297347106185614,0.7803921568627451,0.5970241046669785,0.42199370571978245,175.1643314569802,57.200186594976834,1.2848072841723541,1.0801661098412438,172.3318579668466,117.40056859893491,13.272834305920341,9.381618749353951,24.552126196216857,15.250383872818013,0.1348988383042862,0.1134124589643101,14.050901572316402,13.323526234229094,0.6012849254626516,0.6012849254626516
stage1_soc,3,0.6592176629814134,0.7456647398843931,0.39021447935503845,0.27725099650587676,624.6849222001947,25.941649077751414,1.1638646965952384,0.9227890736188942,238.49844481234135,122.46672780337657,1.60024472545175,0.7607843137254902,0.646698813124087,0.3981363534982152,134.51267847787182,44.92802143259059,1.2845860969307759,1.068324600832135,166.29969946587264,114.0733616352495,14.377185318537956,8.851230310194575,19.186246860056816,13.198612729575974,0.13487561466420867,0.11216915514063389,13.952796381252128,13.051388619293702,0.5667746697882641,0.6012849254626516
stage1_soc,4,0.4239905952650009,0.7922742877262992,0.3599699719597134,0.25242019831195683,578.3954109055569,23.08336616892877,1.1529371371115853,0.9082861926264605,233.21829506386356,121.29693674367334,1.7698837916056316,0.7568627450980392,0.7065417746166515,0.45764393232324546,187.10706873555588,46.120792654012625,1.255263763647061,1.0504553125915574,183.01124614597867,110.81057887204085,15.707593431137417,10.174182310820566,22.47236915003377,15.096676232154287,0.13179690492690177,0.11029296230247514,13.63482818119494,13.352062725187135,0.5449002127130438,0.6012849254626516
stage1_soc,5,0.22561646948827935,0.8210293125201725,0.34311612974540096,0.23670074423014614,535.8791402759182,21.214315226068535,1.1592924255486634,0.9108021703268302,235.9472656866636,121.59206053860656,1.6211597573523429,0.8490196078431372,0.6468236406400248,0.42388391369113737,159.53917070582912,41.95046540403611,1.3064958325285334,1.0793599025437646,171.37420595774657,120.3329594782774,14.37996044088714,9.423641202068016,20.968998243348228,13.40004246378625,0.13717603583717505,0.11332781091693196,13.884977382645348,13.243466234096108,0.6549725156511298,0.6549725156511298
stage1_soc,6,0.05720367188472003,0.8388544937061706,0.3231096624422837,0.21992238409249396,521.6621010106668,19.060451138871116,1.1557753148905991,0.9059073808014234,232.18949580680766,121.11721160690075,1.2863652811330908,0.8647058823529412,0.6216979287643215,0.3938374626559808,146.01288143065437,43.88091650234305,1.2776252095262763,1.0591038877728816,160.55485893439356,115.25375440974331,13.821374266664696,8.75565884934034,18.806469873783044,13.091154834824154,0.13414475359578093,0.11120102280253641,13.811965927680294,13.227713087146354,0.6781965037236448,0.6781965037236448
stage1_soc,7,-0.07291325281432444,0.8539215398609196,0.30865503460453253,0.2084225838243103,496.96328761170173,18.075253149573665,1.1537831215845866,0.9059122381542425,231.82901732511542,120.86035331795644,1.4067344069480896,0.8392156862745098,0.608123776959153,0.39603013373253976,149.09496257051927,40.58805243498932,1.244596214478413,1.0293011185767895,186.12286433502913,108.67028663915639,13.519598398077433,8.804405557654212,19.14875172263478,13.941915036160186,0.13067686147125504,0.10807186951057528,13.347618887956084,13.040709306241544,0.6567785531867639,0.6781965037236448
stage1_soc,8,-0.13583669868042617,0.8660103870191602,0.299207196791241,0.20068758752583893,482.0653830694514,17.220707946505776,1.1503532777609602,0.9012523961944434,231.61273361093487,119.6408717558333,2.380911250675426,0.8549019607843137,0.7485414042313971,0.505014412053952,226.15514637178939,52.336318834103615,1.2639919335866943,1.0428664557051426,190.12750397247297,110.99416083080335,16.641314733893687,11.227306503868585,24.918846182594848,14.616203637730612,0.13271332250943235,0.1094961673351316,13.511726185386319,12.654012027937947,0.6303395395148945,0.6781965037236448
stage1_soc,9,-0.21991419209700397,0.8736686130101816,0.28764939967060116,0.19247199620357983,463.19716280133144,16.303587770447063,1.1473234868681437,0.9007192747916071,227.43224507453368,118.83205333713708,1.2334779040486206,0.8509803921568627,0.6001830619652874,0.38378049231262185,148.6170054353982,40.21240511465836,1.2622331520280068,1.049828239113969,189.68097312425675,114.56190561603951,13.343063156769368,8.532075747848289,18.469904194525586,12.924240831975547,0.13252865855864318,0.11022712247988058,13.65649323879256,13.475444502027578,0.6709254735672765,0.6781965037236448
