split,n,cls_acc,soc_mae,soc_rmse,soc_mape,soc_medape,soc_ape_p25,soc_ape_p50,soc_ape_p75,soc_ape_p90,soc_ape_p95,soc_ae_p25,soc_ae_p50,soc_ae_p75,soc_ae_p90,soc_ae_p95,soh_mae,soh_rmse,soh_mape,soh_medape,soh_ape_p25,soh_ape_p50,soh_ape_p75,soh_ape_p90,soh_ape_p95,soh_ae_p25,soh_ae_p50,soh_ae_p75,soh_ae_p90,soh_ae_p95
E3,1280,0.91875,3.8442172186159715,7.864401414996508,9.179883688510216,4.502518451807658,1.598286268413947,4.502518451807658,11.469959829978446,21.955896918201894,30.348450675693787,0.6843604913264141,1.7849191374117837,4.837766168540569,9.076367667857047,12.074944687123011,0.04020841319875618,0.06067975101840744,5.0337128938662214,2.6152357012085554,1.2287046313541559,2.6152357012085554,6.629111695293971,14.220164966095226,18.067008167381882,0.010167052970803586,0.021991272765390757,0.05681888029303497,0.11077290182869119,0.136762027362605
