channel_mode,input_channels,channels,final_stage,final_eval_scheme,final_eval_n_mc_used,evaluation_mode,checkpoint_path,test_cls_acc,test_material_acc,test_soc_rmse,test_soc_mae,test_soc_medae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_medae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
ch1_only,1,ch1,finetune,predicted_soc_to_soh,500,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/channel_ablation/ch1_only/checkpoints/finetune/best.pt,0.87421875,0.9375,0.38903537356915174,0.2138701086983133,0.11437477171421051,87.80453353070938,17.43105573287311,0.6488144402115853,0.418914433604732,0.2210855782032013,239.01236193373614,46.057701511431056,8.648900458391783,4.75468660905291,2.5427405390724864,11.58330838682284,6.075262058830883,6.812252338370727,4.398408316822366,2.3212965892122384,5.442389400697625,2.8042238145181972,68162,1280,8,cpu,19.898346185684204
