order,epoch,train_loss,train_cls_acc,val_loss,val_cls_acc,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,val_score,elapsed_sec
SOC_M_SOH,0,3.4703136909064343,0.3430650509081306,1.2353069805631451,0.5411764705882353,16.81415968075681,11.621090078241489,33.1142175281762,18.540350801599153,0.10755541802357123,0.08928632349051584,11.53633327526712,9.578147531565655,0.16421001194093063,109.19112062454224
SOC_M_SOH,1,2.0770161623882157,0.5730465655350488,1.01137736825382,0.5705882352941176,16.833022343166657,11.739997340392708,29.825907448102416,18.760437780013934,0.09808714738109746,0.07823657916439786,10.216986097627597,8.264160549503128,0.2177006465039157,220.65601301193237
SOC_M_SOH,2,1.4103769534231825,0.6719286405915319,0.903821629636428,0.592156862745098,14.574282469758986,9.48050979950264,29.466629814147584,13.533935418194513,0.09974832515489059,0.07963671402776884,10.429487175892488,8.157731894567062,0.2936628706718116,331.36838936805725
SOC_M_SOH,3,0.9079967455413294,0.7276341656641531,0.7046739304766936,0.7549019607843137,15.050440806983495,9.792726004290431,31.546803553211507,13.10758127125141,0.10829614326854507,0.08363205276151255,11.204307071008664,7.351433414472812,0.4767974797823433,445.28050923347473
SOC_M_SOH,4,0.6111783718094608,0.7593087057304656,0.6742306103893355,0.7705882352941177,15.393237886426553,10.003206117364424,30.480919635868016,13.412122413195029,0.09621717322991401,0.07440975520192765,9.582748400080071,6.282339124731477,0.5108202286675378,557.6335203647614
SOC_M_SOH,5,0.4856109331549657,0.7786449928112438,1.3349501184388703,0.5862745098039216,19.03590883155366,12.685281076331426,27.865373294545062,17.88933923877115,0.10985447931330698,0.08740294510879124,11.585625923511113,8.54453293721878,0.2364904586718345,669.0894701480865
SOC_M_SOH,6,0.2677326925357516,0.7980399636160911,0.5373056703922795,0.803921568627451,14.357030757574218,9.683034908365705,30.936908223328274,12.854087888534876,0.09491343326207112,0.07321030951996894,9.702860253853036,6.646978479274441,0.5424411201566134,854.0374431610107
SOC_M_SOH,7,0.14078202281041324,0.8177136821102667,0.6326925256673027,0.7686274509803922,15.88429590001126,10.277973559909613,26.396003593683403,12.849054962423274,0.08772218694859041,0.06696310973154256,8.717607415035916,5.498421252965496,0.5301684762968496,971.6507377624512
SOC_M_SOH,8,0.08036286286168709,0.83383703529826,0.4983698283924776,0.8392156862745098,15.10096673846741,9.155513980214884,21.534271438200847,12.035787697938442,0.08638258713999601,0.06693306259931804,8.576793060020199,6.165953066891936,0.5955387479572867,1148.3683574199677
SOC_M_SOH,9,-0.19883881070720824,0.8515301781051026,0.5249133015380186,0.8,13.840666571709908,8.791828053964139,20.41343421150136,12.995012621316885,0.092932206241889,0.07246782996807466,8.799261724707238,7.065803286324424,0.5287338080603428,1270.425047636032
SOC_M_SOH,10,-0.476584547231855,0.8630762008157038,0.4564234367772645,0.8215686274509804,14.992281498692456,9.768406377190901,24.71926695926035,12.886421268236937,0.09389593815277329,0.07028055381611777,9.256026811387024,5.835342086677,0.575997573035071,1399.1776766777039
SOC_M_SOH,11,-0.6097937432719468,0.8712185675302955,0.6927360662058288,0.7470588235294118,15.695636686571605,9.990575750841145,23.31647029381716,13.783459798619305,0.08688559742677993,0.0666483832292895,8.59168262103966,5.7452714652154135,0.4943187962389105,1510.794320344925
