expected_confidence,observed_confidence,calibration_error_obs_minus_exp,absolute_calibration_deviation,is_core_10_90
0.5353535353535354,0.70390625,0.1685527146464646,0.1685527146464646,1
0.5454545454545455,0.715625,0.17017045454545443,0.17017045454545443,1
0.5555555555555556,0.73046875,0.17491319444444442,0.17491319444444442,1
0.5656565656565657,0.74609375,0.18043718434343425,0.18043718434343425,1
0.5757575757575758,0.7578125,0.1820549242424242,0.1820549242424242,1
0.5858585858585859,0.771875,0.18601641414141412,0.18601641414141412,1
0.595959595959596,0.7828125,0.186852904040404,0.186852904040404,1
0.6060606060606061,0.79453125,0.18847064393939394,0.18847064393939394,1
0.6161616161616162,0.8046875,0.18852588383838376,0.18852588383838376,1
0.6262626262626263,0.81484375,0.18858112373737368,0.18858112373737368,1
0.6363636363636365,0.82734375,0.19098011363636358,0.19098011363636358,1
0.6464646464646465,0.83984375,0.19337910353535348,0.19337910353535348,1
0.6565656565656566,0.8453125,0.18874684343434345,0.18874684343434345,1
0.6666666666666667,0.85703125,0.19036458333333328,0.19036458333333328,1
0.6767676767676768,0.8640625,0.18729482323232316,0.18729482323232316,1
0.686868686868687,0.87109375,0.18422506313131304,0.18422506313131304,1
0.696969696969697,0.88125,0.18428030303030296,0.18428030303030296,1
0.7070707070707072,0.88828125,0.18121054292929284,0.18121054292929284,1
0.7171717171717172,0.89453125,0.17735953282828276,0.17735953282828276,1
0.7272727272727273,0.89765625,0.17038352272727275,0.17038352272727275,1
0.7373737373737375,0.90390625,0.16653251262626256,0.16653251262626256,1
0.7474747474747475,0.91015625,0.16268150252525249,0.16268150252525249,1
0.7575757575757577,0.91796875,0.16039299242424232,0.16039299242424232,1
0.7676767676767677,0.91953125,0.1518544823232323,0.1518544823232323,1
0.7777777777777778,0.92109375,0.14331597222222225,0.14331597222222225,1
0.787878787878788,0.925,0.1371212121212121,0.1371212121212121,1
0.797979797979798,0.928125,0.13014520202020197,0.13014520202020197,1
0.8080808080808082,0.9328125,0.12473169191919187,0.12473169191919187,1
0.8181818181818182,0.93671875,0.11853693181818181,0.11853693181818181,1
0.8282828282828284,0.94140625,0.1131234217171716,0.1131234217171716,1
0.8383838383838385,0.94921875,0.11083491161616155,0.11083491161616155,1
0.8484848484848485,0.95234375,0.10385890151515154,0.10385890151515154,1
0.8585858585858587,0.95625,0.09766414141414137,0.09766414141414137,1
0.8686868686868687,0.96015625,0.09146938131313131,0.09146938131313131,1
0.8787878787878789,0.96484375,0.0860558712121211,0.0860558712121211,1
0.888888888888889,0.9671875,0.07829861111111103,0.07829861111111103,1
0.8989898989898991,0.96953125,0.07054135101010084,0.07054135101010084,1
0.9090909090909092,0.97578125,0.06669034090909087,0.06669034090909087,0
0.9191919191919192,0.97890625,0.05971433080808075,0.05971433080808075,0
0.9292929292929294,0.9796875,0.05039457070707065,0.05039457070707065,0
0.9393939393939394,0.98046875,0.04107481060606055,0.04107481060606055,0
0.9494949494949496,0.98125,0.03175505050505034,0.03175505050505034,0
0.9595959595959597,0.98203125,0.022435290404040353,0.022435290404040353,0
0.9696969696969697,0.98203125,0.012334280303030298,0.012334280303030298,0
0.9797979797979799,0.9859375,0.006139520202020132,0.006139520202020132,0
0.98989898989899,0.9859375,-0.003961489898989923,0.003961489898989923,0
1.0,1.0,0.0,0.0,0
