best_epoch,best_score,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec,gaussian_soc_best_T,gaussian_soc_mean_calibration_deviation_10_90_pct,gaussian_soh_best_T,gaussian_soh_mean_calibration_deviation_10_90_pct
398,0.9192016571976838,0.9171875,0.5650623141721584,0.3769310434345243,218.21725418227697,38.66476403744927,0.5988628074275534,0.39388702127071157,881.9270992661366,38.82396229555881,12.573660014266933,8.38739846933878,26.070400470191498,11.801447643881621,0.06379355926832843,0.04195861677300478,5.2364266701193305,2.90741917325642,75733,1280,8,cpu,13623.81037735939,1.8260869565217392,10.51334635416666,2.31371237458194,10.423334911616159
