stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soh_rmse,train_soh_mae,train_soh_mape,test_loss,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_score,best_score_so_far
stage2_soh,0,0.5411425753260144,0.9607832780954142,0.18537222655249685,0.11439073304228464,200.0796569249405,0.6774892952610639,0.4886655354292005,787.6146389155973,0.9456743001937866,0.89453125,0.38625532436278576,0.21667533027157332,101.95026751972864,0.674706376530606,0.47668783079934657,654.1682449130456,8.594880602579298,4.821418576993166,12.224894321152243,0.07187275722750716,0.05077893134948713,6.438923123779518,-0.674706376530606,-0.674706376530606
stage2_soh,1,0.1592417618015634,0.960519192426023,0.18622418620653747,0.1147476785240289,201.8755959438012,0.494736932782368,0.3430281813175919,927.8927413422648,1.057424932718277,0.89453125,0.3862250960590251,0.2173445172235006,100.6321384070116,0.6590139937269449,0.44669622348446864,506.4163310481696,8.594207969613462,4.836309199062382,12.41047917194483,0.07020113399378604,0.047584090441996706,5.9695370808835815,-0.6590139937269449,-0.6590139937269449
stage2_soh,2,0.06041429006687246,0.9606248266937795,0.18638334300911177,0.11511214813674125,201.81153627520055,0.454983099581786,0.31073732295330353,900.8113634490554,1.0560140430927276,0.89453125,0.3862470455955488,0.21636032148016965,97.68197874458589,0.6225415664990152,0.4171741606092837,426.1751765360186,8.594696399915682,4.814409062206806,12.28213826909618,0.06631592734310232,0.04443926764967233,5.537940103824386,-0.6225415664990152,-0.6225415664990152
stage2_soh,3,-0.01289981721540199,0.9611133851821531,0.185924459055043,0.11459146906290854,202.75504579253635,0.4325252991474386,0.29257395259729896,833.5351613163317,1.3247487664222717,0.89453125,0.38771880511401163,0.21804843333011376,100.59166911492494,0.6670055104575826,0.4485275728405213,387.0407684083719,8.627445709831266,4.851972605621119,12.404504173305849,0.0710524263097712,0.04777917400759556,6.063808085117075,-0.6670055104575826,-0.6225415664990152
stage2_soh,4,-0.06530923273059666,0.9602947196070405,0.18595091621684348,0.11478087473787495,203.22064269167353,0.4138225974167839,0.27892555260530644,874.5243302263782,1.2737375378608704,0.89453125,0.38737205370779204,0.21707787807899875,103.2220085973942,0.590448385119128,0.3987941861523723,370.8974532823505,8.619729850465083,4.8303759932390715,12.308634126652743,0.06289721713612444,0.04248135004030083,5.253077787698626,-0.590448385119128,-0.590448385119128
stage2_soh,5,-0.10034607799056226,0.9611529980325617,0.1863662502075043,0.11482147903829208,204.1639759471081,0.4054687222797475,0.2712846276738341,860.5153835764004,1.4110003113746643,0.89453125,0.38754483193807227,0.21787187645240919,98.22401628962261,0.6215004805519904,0.41441024672603816,432.85925265131226,8.62357457446658,4.848043907550589,12.382774873334162,0.06620502616447392,0.044144843128107805,5.533978513656222,-0.6215004805519904,-0.590448385119128
stage2_soh,6,-0.11877861873700395,0.9608625037962315,0.18604457946873923,0.11486149735230812,202.1558825170499,0.3989822925394647,0.26649663053106454,860.5506572979762,1.3537546157836915,0.89453125,0.38771967300798105,0.21865009041212033,99.82555593042747,0.6446130892777685,0.42909745740471406,436.1664179431197,8.627465044040704,4.8653605702331,12.39064238773066,0.06866708504787374,0.045709390784565714,5.727025657013003,-0.6446130892777685,-0.590448385119128
stage2_soh,7,-0.1614488022894786,0.9608889123631706,0.1862248611353496,0.11490223112256519,201.03045198323204,0.38884361118820554,0.2584420173214264,809.9456349408829,1.6978460788726806,0.89453125,0.38825403326250735,0.21973797209357143,97.61415140129616,0.6284404278070455,0.41636617918193225,404.5262681772682,8.639355492106441,4.889567903270956,12.546718159986922,0.0669443004532764,0.04435319777823975,5.555723962029411,-0.6284404278070455,-0.590448385119128
stage2_soh,8,-0.18541241280605958,0.9609549337805184,0.18643373013922812,0.11470646316206082,200.4080401700071,0.3834824061106733,0.2539723410234142,845.5394796686063,1.682067048549652,0.89453125,0.3873867159643098,0.2169418199417123,101.13058720498951,0.6490564514364676,0.4319290660077968,392.57060279028974,8.620056079202087,4.827348449050748,12.151024333629818,0.0691404122100404,0.04601102657136665,5.784537540717515,-0.6490564514364676,-0.590448385119128
stage2_soh,9,-0.2023113545171481,0.9603079238905101,0.18640796412339514,0.1150122660111515,201.1226641737677,0.37966533428307936,0.2507961024022001,868.4762253729888,1.6788191199302673,0.89453125,0.38581988454945576,0.21743221296565024,101.8058713957514,0.6361520348312414,0.4202197150014399,437.8477668003895,8.585191255856673,4.838260583279107,12.180011231590377,0.06776577548133059,0.04476369374741397,5.600259189953971,-0.6361520348312414,-0.590448385119128
