struct_mode,description,final_stage,test_cls_acc,test_material_acc,test_soc_mae,test_soc_medae,test_soc_rmse,test_soc_mape,test_soc_medape,test_soh_mae,test_soh_medae,test_soh_rmse,test_soh_mape,test_soh_medape,test_soc_mae_raw,test_soc_medae_raw,test_soc_rmse_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_rmse_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,n_mc_soc,n_mc_soh,checkpoint_path,predictions_path
independent,"Independent parallel prediction: z->M, z->SOC, z->SOH",finetune,0.90625,0.97109375,4.036564243799199,2.152922743996477,8.11542586075035,10.227260454572969,5.2452659192875455,3.7770402003180665,2.3789399349829665,5.515499747172415,4.731868239854028,2.825728005056791,4.036564243799199,2.152922743996477,8.11542586075035,10.227260454572969,5.2452659192875455,3.7770402003180665,2.3789399349829665,5.515499747172415,4.731868239854028,2.825728005056791,68162,1280,8,cpu,500,500,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_ablation/independent/checkpoints/finetune/best.pt,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_ablation/independent/metrics/retrospective_test_predictions.csv
