struct_mode,description,final_stage,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
independent,"Independent parallel prediction: z->M, z->SOC, z->SOH",finetune,0.90625,0.3656734009714979,0.1822313349342494,87.36425814216126,16.238273759053147,0.5239980907447797,0.35895922165614136,167.1761985364263,45.64082146902685,8.129525128444136,4.051304285742595,10.259881105457174,5.228075388462869,0.0550173824400985,0.03768906247384599,4.722753496413228,2.7995031068096825,68162,1280,8,cpu,20.410764694213867
