channel_mode,input_channels,channels,final_stage,final_eval_scheme,final_eval_n_mc_used,evaluation_mode,checkpoint_path,test_cls_acc,test_material_acc,test_soc_rmse,test_soc_mae,test_soc_medae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_medae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
full,3,ch1+ch2+ch3,stage1_soc,predicted_soc_to_soh,500,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/channel_ablation/full/checkpoints/stage1_soc/best.pt,0.48203125,0.7109375,0.6589940247105222,0.47057993236919626,0.3173005282878876,165.84075188864773,50.3187662530467,2.0582127582065985,1.9011995471002592,1.9230367243289948,1255.7781205278386,335.8431286310668,14.650528228593512,10.461771009248508,7.054116080447528,38.411676636234446,15.700097056665843,21.610284552829846,19.96171826295898,20.190998550850477,23.290334379672267,24.676157429928814,68162,1280,8,cpu,17.12642741203308
