config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,n_test,test_cls_acc,test_material_acc,test_soc_mae_raw,test_soc_medae_raw,test_soc_rmse_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_rmse_raw,test_soh_mape_raw,test_soh_medape_raw,n_mc_soc,n_mc_soh,checkpoint_path,predictions_path
P8_300_500_3000_5000,"300,500,3000,5000",4,8800,512,0.8984375,0.95703125,4.389167567586598,2.443066796356181,8.112563230908094,10.581732858539631,6.210663531867695,3.5842431640675945,2.2165688649481368,5.29184587268666,4.503578205788553,2.7399083449288137,500,500,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P8_300_500_3000_5000/checkpoints/finetune/best.pt,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P8_300_500_3000_5000/metrics/retrospective_test_predictions.csv
