final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
finetune,0.9764705882352941,0.3284703818349863,0.23484240246607976,144.88564935166517,27.716314897451536,0.5282576838127714,0.3588019291171804,116.09590832073314,40.49465638089434,7.309858939627505,5.226239350653767,13.48832957313234,8.980533925370722,0.056048814337978016,0.03806934253004612,4.98784538202536,2.6913049176527117,0.88203125,0.4256679448404123,0.2535759403981501,129.9116937620973,23.87218669694435,0.613030526808867,0.39176178839697967,198.64705000359734,45.3309393739835,9.472916902041161,5.643140012925319,14.129437112853958,7.191795261536974,0.06504332115460722,0.041566425658200123,5.089771047961737,2.6768742437691744,68163,510,1280,8,cpu,17715.943930864334
