epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soc_medape,train_soh_rmse,train_soh_mae,train_soh_mape,train_soh_medape,test_loss,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,train_selection_score,best_score_so_far,epoch_duration_sec
21,0.02784210454239754,0.8739122971491952,0.6193609441088791,0.4682852455783005,624.6259351863467,51.37453881480604,0.6278008022078565,0.4469964249762001,1207.9546411599488,50.42982588839329,1.2411526978015899,0.7125,0.7248959769717483,0.5294358308594382,204.24867492421726,64.30675156768338,0.7259999232874652,0.5282238676181805,2095.8417098881414,65.50361767107745,16.130248525785913,11.78090622863468,34.633906541824246,19.388410768784837,0.07733677657155823,0.05626878174417693,7.1199248661421946,4.060457240064344,0.7491961225175215,0.7491961225175215,35.05138540267944
22,0.028121701431830376,0.8713242575891619,0.6209030168579212,0.4689890820415326,623.25379322531,51.51339871697898,0.6237105046291348,0.44340950175469646,1234.423783994573,50.163404588862484,1.4318970084190368,0.71875,0.6858282589339005,0.5111155215334293,259.28144986004565,61.814764285422484,0.6948472626403367,0.5110889347468401,1102.2696437435775,59.96792874927557,15.260921034249323,11.373246161693361,33.34538132311774,20.686723887211706,0.07401825506928722,0.05444349164078557,6.753237420604859,4.174057406033716,0.7468629054404563,0.7491961225175215,34.72564458847046
23,0.0018866321776207999,0.8769888951976021,0.6140959900350892,0.4633870834979964,625.4925406184176,50.620982526875544,0.6184818778461862,0.4395245184464158,1246.2114411285906,49.52917750240865,1.0126720905303954,0.7703125,0.649663098706106,0.5036198364585289,330.1144728117368,71.16311347744136,0.7160603818246091,0.524800801857964,878.8627639070264,63.521699355041164,14.456180711525848,11.206453591490035,36.74109099214805,22.016460896067617,0.076277971917894,0.05590414138624291,6.98966237665522,4.2958385397399805,0.7537311084094747,0.7537311084094747,34.59631633758545
24,-0.0037625560104676166,0.8771341423157673,0.6149713663064109,0.462942135520759,615.6778801901194,50.809218795357246,0.6217731180329775,0.44104873651603566,1251.649013286455,49.80775331978835,1.8211475133895874,0.7140625,0.74291709711242,0.586316402625016,264.54931926604024,79.83022925580386,0.8160526952985653,0.5985914944691103,1810.8477890033723,75.37707515650145,16.531251091418042,13.046601980872703,44.606723103846456,25.93901110532769,0.0869296028037372,0.06376465779193011,8.069147561095539,4.661244648843387,0.7534596938818284,0.7537311084094747,34.58680582046509
25,-0.0715832317318402,0.8847926267281107,0.6063864292427781,0.4556728367810093,610.3319356353599,49.633209753582996,0.6094194635578108,0.43220030171773455,1167.1247550766352,48.96088692875266,1.619208389520645,0.75234375,0.7013778545355969,0.5435506457535666,391.7558300937104,77.3842271112442,0.7777545591148256,0.5508235728677391,1229.084684399178,61.828592010144405,15.60692770210066,12.094986426856874,38.14767078854466,22.811444888053057,0.08284991311487726,0.058676203975785254,7.326672750028429,4.140301360959783,0.7632120374480518,0.7632120374480518,34.46623396873474
26,-0.10419422513923939,0.888899158887143,0.6000073521285222,0.45032228473118674,609.0732262074782,49.035265328603074,0.6069653005477642,0.42899481098788333,1249.1038324136614,48.38421749626685,1.3138869166374207,0.7734375,0.6535118801066506,0.5037168503229623,285.08256302182826,68.05959182554403,0.7567354856241361,0.5553457953059479,772.8623410879395,69.59802547358692,14.54182306916667,11.208612325699454,40.97527270580607,19.774720479528177,0.08061086688615339,0.05915793144584748,7.4278133256706385,4.681071942130374,0.7682018936195143,0.7682018936195143,34.65262579917908
27,-0.10457021317656025,0.8895989859110295,0.5996216163875262,0.44873469310022285,610.9099255186405,48.783588970367404,0.6018566089611105,0.4250376281402622,1191.0569202709778,48.0321514419,0.6807444095611572,0.81875,0.6345595995122852,0.49624764959989986,250.66995243815646,67.02720805052023,0.6750288732938629,0.4767685753840851,775.3995285403851,61.09584512644265,14.120100496785145,11.042409080296876,36.991677306212026,21.32166787453385,0.0719071111149517,0.0507875326265282,6.3710403817712695,3.647812606004987,0.7694511633761658,0.7694511633761658,34.66698408126831
28,-0.11945981126686767,0.8903384257853247,0.5943002247950022,0.4447747789151264,603.8649503459831,48.201111480821965,0.6030138986738413,0.425048144528491,1208.3797651968857,47.71566269050612,1.4530458986759185,0.76015625,0.6895365454792948,0.5472367546670285,406.0528324390956,81.71902040011145,0.7553938192279269,0.5312664670022059,1045.5039818403602,63.51439934273678,15.343437126878113,12.177009027003777,40.14158751887923,23.731618801208715,0.08046794654830079,0.05659289311280302,7.103686660374763,3.8571328723784815,0.7706070134384404,0.7706070134384404,34.59640169143677
29,-0.14931081830349444,0.8919361440851412,0.5882658707551712,0.43923112232611256,602.9005194312202,47.89197690710288,0.5971644078112793,0.4217052747135723,1252.2681104880471,47.54653078796612,1.880008375644684,0.73515625,0.7110730050640433,0.5640129513023566,425.9889368267104,85.0308866465311,0.8070096236072466,0.5850502126459105,1425.3665345666423,67.01129718905729,15.822662362640562,12.550309789653541,42.57992355367051,24.928070717233926,0.08596629414146455,0.06232217955844597,7.773932451441158,4.482117015878559,0.7733931162284962,0.7733931162284962,34.79438066482544
30,-0.16325043718602003,0.8943525279600703,0.5854563775385264,0.4368545460055009,606.0652067016711,47.032064442293155,0.5934130505775931,0.4183607817897277,1221.6065858991283,46.81394994616369,1.3015450835227966,0.78671875,0.6512728923168464,0.48599042540845405,214.18578044920937,65.48683199373662,0.7108190084351845,0.4962613100213275,1810.3222850405632,52.258427528285985,14.492001535259673,10.814167262644778,33.72590638303712,19.68697375704688,0.07571963725456438,0.052863986376802466,6.525498586697937,3.630632422407942,0.7764655851484583,0.7764655851484583,34.78651714324951
31,-0.19235453725533275,0.897283878890312,0.582910897528501,0.43395551843553065,608.2145311205696,46.798346735646405,0.5897897662901663,0.4155889915616491,1198.2777010344366,46.60376934129412,0.9733307033777236,0.77421875,0.6447850946590576,0.4899152819569281,218.03039425984176,62.16992800322831,0.7514283403020084,0.5183558574432027,829.3690123820925,56.98375643221603,14.347636285720949,10.901502430125522,36.71495172449376,20.751404793579507,0.08004552590078297,0.05521759692496595,6.906108411270753,3.7906908331700873,0.7800138125084453,0.7800138125084453,34.74313950538635
32,-0.2091460365817741,0.9001624126866755,0.5806127222443224,0.4318678276423113,595.4221745967902,46.63423859806721,0.589359395116874,0.41393638457318666,1233.7941596419848,46.042656998947265,1.3063094675540925,0.76640625,0.6604224831419124,0.501611699931891,264.8335622074422,63.99466068393899,0.7048826344256025,0.5035857676974047,728.3014898377274,60.76292695352285,14.695596504201427,11.16176891634024,36.8866934440415,19.703767755268856,0.0750872679998331,0.0536442205457506,6.704216829187478,3.862669606939572,0.7831652009505559,0.7831652009505559,34.57010269165039
33,-0.24877869586077705,0.9039916548928473,0.5732186364815733,0.4249256299152799,582.9398315772428,45.65928773058177,0.5816913739612323,0.4085754400017756,1182.7882078872606,45.76465393362199,1.726036673784256,0.759375,0.6893415654165975,0.5279251639105496,266.93592047205993,71.05614481616644,0.8552157738202415,0.5840065037851673,2214.2806149664993,56.61335245580397,15.339098467306545,11.747291152679841,37.18609571966738,21.099811829619807,0.09110143003998611,0.06221099899715397,7.781972008670456,3.8609928718174844,0.7885006538485667,0.7885006538485667,35.300580739974976
34,-0.20480854052882985,0.8967028904176515,0.5802506738880446,0.430518992869096,597.0911345612387,46.386741814313474,0.5874125020105632,0.4127180664520592,1159.51981126352,46.17175135742767,1.7277600526809693,0.70625,0.7385333391820843,0.5728336262687662,309.5669768266397,82.31485155455152,0.7678142018081875,0.549975295531658,1118.9226318192484,67.8860857379722,16.43370453696123,12.746585784959429,45.736668662379216,23.600390085582596,0.0817910215538646,0.05858584165933465,7.274872122420104,4.14835662345657,0.7799365728277907,0.7885006538485667,34.53906965255737
35,-0.27919780988219,0.9068173715553326,0.5704771093481624,0.4229026532354185,589.5670521768328,45.580000878123464,0.573007277185037,0.4016711548709983,1174.4540237764054,44.877249530235815,1.526415753364563,0.79921875,0.6640127984970845,0.4953124145817128,286.27799586283317,66.52363512445774,0.7491244506730298,0.5222668465892639,1451.8861110531884,64.54507102015509,14.775487524161012,11.021598407107055,34.558476256449026,19.967801616411265,0.0798001052171622,0.05563421307609874,6.965593919315447,3.934277345548625,0.7924689329020127,0.7924689329020127,39.67265200614929
36,-0.28506714330265687,0.9076888542643233,0.5667701670264526,0.4195212947816802,590.2991985754434,44.98504182286758,0.5744916371399367,0.4027342162426438,1136.0260372364587,45.35345284870822,1.5228735327720642,0.75859375,0.6904993837605626,0.5445676291103154,410.55451558469883,82.05358170858682,0.7192303752178286,0.5089612059095089,1310.5788723453256,57.22889415006888,15.364862022670572,12.117616148654303,43.69091259774134,24.293783449873207,0.07661565386925649,0.05421683639686705,6.645039535337554,4.223933419711687,0.7935626738476844,0.7935626738476844,36.41896200180054
37,-0.26789322881698735,0.9010206911121968,0.5692016138686185,0.4213672472185211,593.6328204410885,45.10205892949726,0.5761225512481694,0.4045431580973605,1145.4951637235226,45.26472113801107,1.0381614685058593,0.821875,0.6179995256748014,0.472098167112199,255.15389550008157,58.4512507121058,0.716881050363919,0.505309031496654,459.0985764080742,62.35989415239709,13.751608857860809,10.5050393518525,35.104307196886126,19.272668206274325,0.07636539322115878,0.05382779035497719,6.675289149442878,3.746437746880166,0.7864882746005181,0.7935626738476844,34.59511971473694
38,-0.2724255595327253,0.9026316136954828,0.5678110918678709,0.4197185166239063,591.8502479143358,44.814917475388974,0.5767121268884617,0.4041467391198432,1208.0508581155632,45.12325267748735,2.491573715209961,0.72421875,0.698697670525016,0.515679587192426,290.1323152824952,65.46279469026288,0.8457016271646793,0.5941040083207554,2103.034305680355,65.72759372810785,15.547288753121922,11.474804889712747,35.54583311262078,19.61304973695801,0.09008794035414917,0.06328663058766842,7.966664617422651,4.462282220537949,0.7881792918198496,0.7935626738476844,34.82493019104004
39,-0.32574568294190287,0.9088244226427052,0.5580528089964453,0.4108478411533441,584.912268578004,43.53926107961062,0.5709705299456227,0.39899584631287494,1189.3941539018588,44.40900684636656,1.4396231949329377,0.78046875,0.6654865171210158,0.5091871530337813,341.8288023646279,68.87507120282933,0.7451528506254276,0.5132012084281087,1037.542025831022,61.61471993357378,14.808280432959313,11.330336469631664,39.25386285337254,20.03452016662585,0.07937703252023659,0.054668500531980135,6.806720210784496,3.616234184163706,0.7959220887484985,0.7959220887484985,35.02294993400574
40,-0.32614384234087723,0.9090092826112791,0.5593287220953749,0.41237052036147903,589.5795054152278,43.58708513795192,0.5696995047397228,0.3989560049650526,1193.406258082155,44.638189110311366,1.5998819947242737,0.71875,0.6857197979532204,0.5371085260077961,362.6708985691861,74.8501616692688,0.7774385476999917,0.540564866236491,1059.7331966010265,60.277887584625155,15.258507580968717,11.951637593599106,44.916775097949674,23.557550540449505,0.08281625015790006,0.05758340041313274,7.1646849711924485,3.6662290962865787,0.7961064599277693,0.7961064599277693,34.32709240913391
41,-0.361490737897145,0.9152020915585016,0.5550355684366544,0.4089378045172055,582.6693463277027,43.46137310951166,0.55869051310457,0.391474527353023,1195.0386043749731,43.92568179770994,0.7874917984008789,0.83515625,0.6034399196729548,0.44120790353772465,227.65234721062097,56.65175637140045,0.6278688225188537,0.43879452405417396,965.6136445931859,49.86947455641507,13.427631251820843,9.817675034333707,30.808352364519305,16.823475462017335,0.06688341043276017,0.04674236591367252,5.826819231368866,3.3523136192390064,0.8038294834043792,0.8038294834043792,34.38205409049988
42,-0.3381946225374445,0.9112804193680429,0.5610000022214979,0.4131834448959085,593.7882692495313,43.582727208342455,0.5653241425650802,0.39577313302170736,1158.8379597380715,44.25828224782487,1.4746314406394958,0.75,0.6620902195477669,0.5083084578134731,342.8310411272254,69.80903657316853,0.8010659308392929,0.5583547277034085,1361.7001670562483,59.581329844898875,14.732706660081053,11.310783909357843,37.428627120957735,21.241101094396157,0.08533314525967987,0.059478456455667905,7.4132917516100125,3.974973470013547,0.7986480048893851,0.8038294834043792,34.6017382144928
43,-0.3608642820295776,0.9136043732586852,0.5559744601931366,0.40897762497929246,579.0409520340955,43.39838651355677,0.5620716441184124,0.39212259311388753,1154.7506096569857,43.793236994185996,1.525617516040802,0.78203125,0.6465124868802509,0.4809026488022937,222.92658228933084,58.444156715717,0.7288482998594761,0.5129745449359688,710.3340149342009,62.178676945738864,14.386073891549241,10.70095501742874,35.009771255545914,18.026144714145538,0.07764019845284958,0.054644355317516234,6.808702882008424,3.851828674067808,0.8017997628275303,0.8038294834043792,34.30437207221985
44,-0.41391643381399906,0.9190445380481428,0.5453779818427412,0.3996696815019815,579.3058979546541,42.07233494731847,0.5513411774839602,0.38570562773906236,1151.4378388249474,43.01896463527742,1.0860003173351287,0.78515625,0.6128604528460297,0.4655224959846237,256.697427718268,60.44435816857202,0.6934541087630004,0.4862723194470163,1006.6550455293251,53.931814354677826,13.637255178776408,10.358718758441675,36.57482217736015,19.230741063075815,0.07386985005341133,0.05179991418141874,6.386739854129971,3.684161997614145,0.8093726221154727,0.8093726221154727,34.40977907180786
45,-0.41067414359040366,0.9168130141417876,0.5479818977070423,0.40162456955067094,575.3930561423747,41.93654490012918,0.5529365413858613,0.3861535471943824,1146.6839279771216,43.06040419361056,1.4777985155582427,0.78828125,0.6306419116178801,0.47073931039922173,290.3372364409055,60.665900124301224,0.7159013722846037,0.4989130836675031,1126.0286863765732,56.54557485461139,14.032924844842356,10.474802328627703,33.10810811968746,19.060532668896734,0.07626103350664397,0.0531464652303318,6.6133786928030105,3.5016230020784986,0.8067211702324972,0.8093726221154727,34.47278308868408
46,-0.3937132045971559,0.9151624787080929,0.550181654671778,0.4037523552431153,571.2724277637307,42.59222064453602,0.554903562717219,0.3870278177316918,1155.370321325175,42.929794680163546,1.776404571533203,0.790625,0.6795223668595816,0.5113601379809551,306.07014954735644,68.34030505017012,0.7916244934810144,0.5393964431679705,1689.8425616079749,63.92801246888044,15.120603513436938,11.378689320736083,36.497352393625384,21.37900680104375,0.08432740089515542,0.05745893473360203,7.244527395176564,3.813931510941282,0.8046539569691932,0.8093726221154727,34.27908492088318
47,-0.4144943738085074,0.9171035083781178,0.5444924521051329,0.39906958295629175,575.5788888649477,41.95293141963123,0.5516292588975533,0.3850869653762226,1176.7188258443434,42.57666727556051,1.4078469932079316,0.8375,0.6328659286753534,0.47675935206498254,334.8984573838908,65.248144674207,0.6683707603417063,0.4647178147386512,862.8970857243636,50.1439309674238,14.0824132528378,10.608759160075385,34.50169350504065,19.651527658443975,0.07119785898247556,0.0495038314116119,6.126979561652293,3.443623105880942,0.8074913372778492,0.8093726221154727,34.130229234695435
48,-0.42932162650799494,0.9189653123473255,0.5416019914178345,0.39680945400930306,575.8767186579013,41.58835470179355,0.5526031312029676,0.384297207069686,1149.3081567430913,42.436611630236534,1.2945055097341538,0.775,0.644312100266884,0.476080970519979,323.1780590328586,62.577955468183276,0.7796328840078276,0.5372939354310802,1110.94594912008,55.07830383547972,14.337111303738105,10.59366394191467,34.93481906419519,19.01052592689284,0.08305000072910332,0.05723496615471903,7.140240176199834,4.04904711887602,0.8095448000852452,0.8095448000852452,34.431841135025024
49,-0.4446742095770088,0.9212760619544981,0.5426030602055456,0.39606170576776717,569.6797828547363,41.452935525255334,0.5477283403724459,0.3820803088604513,1151.706785837848,42.56105413329896,1.2782186627388001,0.803125,0.6378199401098309,0.46606460295515717,251.37865402615625,59.44707931394681,0.6918237854823819,0.49286483990435953,1010.7490693090019,57.481966667820956,14.19264898068875,10.370781620479887,30.33852382722638,18.62619779107203,0.07369618068617276,0.052502179106384994,6.566251548445251,3.8190257139573704,0.8122429218966989,0.8122429218966989,34.60620999336243
50,-0.4506977159070639,0.9216457818916457,0.5395667932049436,0.39419095177936986,573.9457266639904,41.1136727291363,0.5472566732421581,0.3807643175708623,1165.691907880084,42.357759840202945,1.5828617095947266,0.79375,0.6196325575059598,0.44927475443837467,240.636103783197,56.697407216420004,0.8036054618705202,0.5455109314971196,1700.9116708210342,59.902020627841274,13.787946774091415,9.997177078739474,31.873131577446816,17.96075185523311,0.08560366752512204,0.058110277526614365,7.304135557373502,3.9385755097547097,0.8129634352469355,0.8129634352469355,34.54468059539795
