config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
P1_70,70,1,70,finetune,0.9607843137254902,0.4555276198516474,0.3257378452256614,153.76581826120196,46.51602701446759,0.5826764328410451,0.41310143554765805,146.12001937975398,46.8390670164147,10.137969515066468,7.2494404310251666,19.252535498943217,9.299964509397295,0.061813433660473274,0.04382401062072383,5.841653907314453,2.9417943855440996,0.8671875,0.43966520876801574,0.2663581761134992,188.61942239045436,25.187802908697954,0.6333005835319271,0.44085442952928133,226.88266731160073,48.58252977742416,9.78494451066897,5.9279195198016374,15.555781726200774,9.327907856089308,0.0671839144350103,0.04676819671728179,5.860536214214722,3.162685065781472,6816,51,128,8,cpu,2948.884665250778
