struct_mode,description,final_stage,test_cls_acc,test_material_acc,test_soc_mae,test_soc_medae,test_soc_rmse,test_soc_mape,test_soc_medape,test_soh_mae,test_soh_medae,test_soh_rmse,test_soh_mape,test_soh_medape,test_soc_mae_raw,test_soc_medae_raw,test_soc_rmse_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_rmse_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,n_mc_soc,n_mc_soh,checkpoint_path,predictions_path
soc_to_soh,"Partial hierarchy: z->M, z->SOC, z+SOC->SOH",finetune,0.91328125,0.96328125,4.24256877564455,2.3634538982476805,8.126027109134755,10.280435593659295,5.798572975838634,3.93048390780566,2.3316072541842345,5.803697811123596,4.869562122615688,2.7697705995145134,4.24256877564455,2.3634538982476805,8.126027109134755,10.280435593659295,5.798572975838634,3.93048390780566,2.3316072541842345,5.803697811123596,4.869562122615688,2.7697705995145134,68162,1280,8,cpu,500,500,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_ablation/soc_to_soh/checkpoints/finetune/best.pt,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_ablation/soc_to_soh/metrics/retrospective_test_predictions.csv
