struct_mode,description,final_stage,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
soc_to_soh,"Partial hierarchy: z->M, z->SOC, z+SOC->SOH",finetune,0.91328125,0.36598983295479814,0.19149359748298594,84.94852765827495,16.353215560632304,0.5528473342351314,0.3745505141873472,247.0567491625986,43.149334423020036,8.136559935331507,4.257219717207269,10.301841057416805,5.7284859596226925,0.05804641993136157,0.039326076270414574,4.8739269962535765,2.7242962671482176,68162,1280,8,cpu,18.958528995513916
