config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,n_test,test_cls_acc,test_material_acc,test_soc_mae_raw,test_soc_medae_raw,test_soc_rmse_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_rmse_raw,test_soh_mape_raw,test_soh_medape_raw,n_mc_soc,n_mc_soh,checkpoint_path,predictions_path
P3_30_50_70_100,"30,50,70,100",4,250,512,0.87890625,0.939453125,4.970161577696164,2.4872429460811425,8.960240551201927,12.392972519801607,6.314697432169653,4.095580180370298,2.1857849053783696,6.159545456659166,5.100618057989344,2.6164899058329345,500,500,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P3_30_50_70_100/checkpoints/finetune/best.pt,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P3_30_50_70_100/metrics/retrospective_test_predictions.csv
