group,material,material_acc,soc_medae,soh_medae,sample_count
LFP_35Ah,LFP,100.0,2.8058552657160014,2.812969200953482,90
LFP_68Ah,LFP,98.18181818181819,3.8492655399185374,2.654567363610518,220
LMO_10Ah,LMO,100.0,0.8458837152603422,1.4230478892438185,260
LMO_24Ah,LMO,97.5,2.36325847884563,2.41980783248934,160
LMO_25Ah,LMO,93.33333333333333,2.598473137864832,4.483769912782385,150
LMO_26Ah,LMO,99.33333333333333,4.916106334875856,5.74431407849778,150
NMC_15Ah,NMC,96.0,0.5724904990168831,1.6389403681754402,150
NMC_21Ah,NMC,92.0,0.9979801472233554,0.9234366492559758,100
