channel_mode,input_channels,final_stage,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,n_test
ch1_only,1,finetune,0.86953125,0.3861582167115838,0.2123206579090037,113.153364177259,0.5924939570041774,0.3945617518671497,537.8447466638374,8.592719787095083,4.724519228050836,11.163541080786402,0.0631151205798291,0.042030492098256,5.257450873801641,1280
ch12,2,finetune,0.86953125,0.4160881012065442,0.235639961223751,142.47675654077946,0.5787646066414922,0.3900563816278918,359.39199231350256,9.258713945009532,5.24341597357769,13.696244710122263,0.0616526087451978,0.041550559888014,5.235552807432252,1280
ch13,2,finetune,0.88984375,0.3837811413451108,0.2194115222084292,105.13105333421608,0.620966844331949,0.4091803360905032,540.7766131023262,8.539825515669556,4.882303800527055,12.887984973567995,0.0661481809061023,0.0435877295573142,5.414825395464203,1280
