final_stage,n_train,n_test,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw
finetune,22720,384,0.9036458333333334,0.43987052467296334,0.24865807624397954,133.23240866356926,0.507339919966402,0.35430297619798995,1245.9669712252867,9.787635416060002,5.532934082514405,13.99609204570886,0.054049820640104114,0.03774592053550021,4.704764640598192
