order,description,evaluation_mode,checkpoint_path,best_epoch,best_score,test_cls_acc,test_material_acc,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
SOC_M_SOH,SOC -> Material -> SOH,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_order_ablation/SOC_M_SOH/checkpoints/best.pt,65,0.8027690971424095,0.8828125,0.93671875,8.703951118985724,4.814023480023215,2.724683765195987,12.4673342001609,6.53775286556086,5.637359593902475,3.797788097511787,2.0835461477932355,4.796252502726977,2.5714564586968973,68162,1280,8,cpu,16.196065664291382
