channel_mode,input_channels,channels,final_stage,final_eval_scheme,final_eval_n_mc_used,evaluation_mode,checkpoint_path,test_cls_acc,test_material_acc,test_soc_rmse,test_soc_mae,test_soc_medae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_medae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
ch13,2,ch1+ch3,finetune,predicted_soc_to_soh,500,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/channel_ablation/ch13/checkpoints/finetune/best.pt,0.9,0.96640625,0.36794658366383415,0.1947009843629731,0.10962135344743729,82.24004197311106,18.534790543351697,0.6155208117690278,0.4082090434213114,0.226081982254982,170.18285339019715,49.17041223785564,8.180061743275282,4.328525237839135,2.4370641810353,10.405073461204136,5.831864070375436,6.462684597343425,4.286006658057812,2.37375652702449,5.400242880649799,2.916970316828746,68162,1280,8,cpu,16.88707184791565
