config,input_representation,pulse_widths_ms,num_pulse_widths,final_stage,final_eval_scheme,final_eval_n_mc_used,evaluation_mode,checkpoint_path,test_cls_acc,test_material_acc,test_soc_rmse,test_soc_mae,test_soc_medae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_medae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec,fine_acc_pct,material_acc_pct,soc_medae_pct,soh_medae_pct,soc_medape_pct,soh_medape_pct
raw_1d,raw_1d,"30,50,70,100,300,500,700,1000,3000,5000",10,finetune,predicted_soc_to_soh,500,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/input_representation/raw_1d/checkpoints/finetune/best.pt,0.9109375,0.97109375,0.3875892697465036,0.2011670165303258,0.09003007411956787,108.81878938894558,13.629473413272661,0.6433576707367737,0.41102046463957365,0.21115512400865555,191.17811012802278,44.68501734180474,8.616751176181689,4.472275838364545,2.001517605399367,10.979964824970082,5.207772731374545,6.7549587759731144,4.315525284002706,2.2170314008699137,5.426297042953665,2.6942876928508723,68162,1280,8,cpu,19.14348864555359,91.09375,97.109375,2.001517605399367,2.2170314008699137,5.207772731374545,2.6942876928508723
