bin,left,right,mid,label,count,medae,mae,q25_ae,q75_ae,medae_ci_lo,medae_ci_hi
"(-0.001, 10.0]",-0.001,10.0,4.9995,-0.0-10.0,70,1.4520635465988843,2.054311022997186,0.3434088756365472,2.6552507652644666,0.906798691917573,2.1829103555833225
"(10.0, 20.0]",10.0,20.0,15.0,10.0-20.0,60,0.840839202668036,1.351982388765731,0.24674802910228877,2.2460957608439287,0.3898985094348504,1.4760916358319172
"(20.0, 30.0]",20.0,30.0,25.0,20.0-30.0,170,1.132579959846714,1.870090897990381,0.4684247112397877,2.0115531176522508,0.9347131649118943,1.2706269002900186
"(30.0, 40.0]",30.0,40.0,35.0,30.0-40.0,160,2.6624184366703485,4.473203791840494,0.8146073724126506,5.839836111569928,2.0957115764621705,3.2520586867537276
"(40.0, 50.0]",40.0,50.0,45.0,40.0-50.0,290,1.5830417506089347,3.3845785668518173,0.6797666421980235,4.849772254420413,1.2902932121817297,1.9678947950974512
"(50.0, 60.0]",50.0,60.0,55.0,50.0-60.0,210,1.9980371931034107,4.344090637271093,0.8103028565235828,7.045960767294581,1.6671251092044765,3.4510866282072143
"(60.0, 70.0]",60.0,70.0,65.0,60.0-70.0,190,1.8311408270755507,3.3166928037459624,0.792040208779488,4.774963445868142,1.476406669158422,2.2534370156127004
"(70.0, 80.0]",70.0,80.0,75.0,70.0-80.0,90,3.7797804629700593,10.407394695602997,1.4452402563609752,5.58793977468461,2.6013794032052786,4.598759337305408
"(80.0, 90.0]",80.0,90.0,85.0,80.0-90.0,40,5.3740440840975765,5.0356323002473395,4.572460023595333,5.9425976613753235,4.994526420191875,5.6594642779046325
