polarity,checkpoint_stage,checkpoint_path,test_cls_acc,test_material_acc,test_soc_medae_raw,test_soc_mae_raw,test_soc_rmse_raw,test_soc_medape_raw,test_soc_mape_raw,test_soh_medae_raw,test_soh_mae_raw,test_soh_rmse_raw,test_soh_medape_raw,test_soh_mape_raw,n_test,num_classes,n_mc,device,elapsed_sec,predictions_path
negative,finetune,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_polarity/negative_only/checkpoints/finetune/best.pt,0.87578125,0.9484375,3.1641360319898837,5.613660613983931,9.486181387037883,7.282667636544699,14.589845233082224,2.1645747772187462,4.19474337977501,6.397546148046652,2.6120854961825346,5.241121666846737,1280,8,500,cpu,19.701055765151978,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_polarity/negative_only/metrics/retrospective_test_predictions.csv
