polarity,final_stage,val_cls_acc,val_soc_medape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,input_shape,device,elapsed_sec
negative,finetune,0.9215686274509803,9.627711911364637,4.02413874933575,0.87578125,0.4291776376984223,0.2555640240901994,117.77612930174169,21.926593526631493,0.6145692656413387,0.40665951310220405,190.08488980359493,47.43873320879018,9.541329451270547,5.6816113784811915,14.657936567631822,7.325037729878852,0.06452693801930016,0.04269737304471487,5.324588762504407,2.8301377987087086,68162,510,1280,8,3x5x4,cpu,12702.49775671959
