U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH,material_capacity,pulse_ms
3.6375,3.6682,3.6744,3.6461,3.6391,3.6085,3.6022,3.631,3.6384,3.6998,3.7114,3.6549,3.6398,3.5787,3.5671,3.6243,3.6384,3.7293,3.7456,3.663,3.6403,3.5494,3.5329,3.618,3.638,3.7576,3.7776,3.6717,3.641,3.5209,3.4999,3.6126,3.638,3.785,3.8076,3.6798,3.6412,3.4932,3.4679,3.6064,3.6375,20.0,0.8326076923076923,LMO_26Ah,100
3.6347,3.6633,3.6705,3.6456,3.6361,3.6077,3.5999,3.6261,3.6356,3.6926,3.7067,3.6563,3.637,3.5801,3.5655,3.6177,3.6354,3.7197,3.7407,3.6673,3.6375,3.5525,3.5313,3.6098,3.6352,3.7462,3.7729,3.6775,3.638,3.5255,3.4979,3.6038,3.635,3.7727,3.8032,3.6872,3.6387,3.4988,3.4655,3.5966,3.6347,20.0,0.8285538461538462,LMO_26Ah,100
3.6368,3.6631,3.67,3.647,3.6386,3.612,3.605,3.6289,3.638,3.6909,3.704,3.6575,3.6394,3.5866,3.5731,3.6214,3.638,3.716,3.7355,3.6679,3.6401,3.5613,3.5415,3.6145,3.6379,3.7407,3.7651,3.6767,3.6405,3.536,3.5102,3.6078,3.6377,3.7651,3.7922,3.6851,3.6412,3.5111,3.4797,3.6022,3.6373,20.0,0.8229153846153847,LMO_26Ah,100
3.6321,3.6582,3.6631,3.64,3.6338,3.6078,3.6026,3.6263,3.6331,3.6851,3.6944,3.648,3.6345,3.5829,3.5731,3.6201,3.6329,3.71,3.7241,3.6551,3.6349,3.558,3.5436,3.6145,3.6326,3.7346,3.7525,3.6626,3.6356,3.5334,3.5151,3.6087,3.6324,3.7585,3.7797,3.6689,3.6359,3.5092,3.4867,3.6045,3.6322,20.0,0.841,LMO_26Ah,100
3.6382,3.6637,3.6675,3.6442,3.6398,3.6145,3.6105,3.6342,3.6393,3.6898,3.6972,3.65,3.6405,3.5901,3.5824,3.6298,3.6391,3.7144,3.7255,3.6559,3.641,3.5659,3.5548,3.6257,3.6391,3.7383,3.753,3.6616,3.6415,3.5422,3.5276,3.6217,3.6389,3.7623,3.7795,3.6668,3.6419,3.5185,3.5009,3.6178,3.6387,20.0,0.8181076923076923,LMO_26Ah,100
3.6435,3.674,3.6789,3.6503,3.6445,3.614,3.6092,3.638,3.644,3.7049,3.7139,3.657,3.6452,3.5845,3.5755,3.6329,3.6438,3.7342,3.7474,3.6638,3.6456,3.5557,3.5429,3.6277,3.6435,3.7627,3.7787,3.6696,3.6461,3.528,3.5114,3.6235,3.6433,3.7901,3.8083,3.6758,3.6466,3.5007,3.4813,3.6187,3.6429,20.0,0.7960499999999999,LMO_26Ah,100
3.6099,3.6331,3.6364,3.6147,3.6108,3.588,3.5845,3.6061,3.6103,3.6565,3.663,3.6196,3.6115,3.5657,3.559,3.6022,3.6101,3.6791,3.6884,3.6238,3.6117,3.5436,3.5339,3.598,3.6099,3.7012,3.7135,3.628,3.6122,3.522,3.5092,3.5941,3.6098,3.723,3.7377,3.6322,3.6126,3.5007,3.4855,3.5903,3.6096,20.0,0.9458576923076923,LMO_26Ah,100
3.631,3.6549,3.6605,3.6401,3.6328,3.6092,3.6031,3.6243,3.6322,3.6796,3.6905,3.6489,3.6335,3.5864,3.575,3.6173,3.6319,3.7021,3.7183,3.6575,3.6342,3.5638,3.5469,3.6112,3.6319,3.7246,3.7453,3.6656,3.6349,3.5411,3.519,3.6048,3.6315,3.7465,3.7716,3.6698,3.6347,3.5181,3.4907,3.598,3.6308,20.0,0.8518576923076923,LMO_26Ah,100
3.6415,3.6673,3.6728,3.6494,3.6429,3.617,3.6115,3.6354,3.6424,3.694,3.7042,3.6579,3.6438,3.592,3.5817,3.6296,3.6422,3.7188,3.7339,3.6656,3.6442,3.5673,3.5522,3.6236,3.6419,3.743,3.7618,3.6726,3.6447,3.5425,3.523,3.6189,3.6417,3.7667,3.7881,3.6796,3.6452,3.5185,3.4946,3.6138,3.6414,20.0,0.8239692307692308,LMO_26Ah,100
3.6075,3.6356,3.6398,3.6131,3.6087,3.581,3.5769,3.6036,3.6082,3.6644,3.6721,3.6187,3.6096,3.5543,3.5467,3.5992,3.6082,3.6918,3.7025,3.6236,3.6099,3.5285,3.5176,3.5948,3.6082,3.7177,3.7316,3.628,3.6103,3.5037,3.4899,3.5903,3.6078,3.7427,3.759,3.6308,3.6103,3.4797,3.4628,3.5855,3.6073,20.0,0.9633307692307693,LMO_26Ah,100
3.6393,3.67,3.6747,3.6461,3.6408,3.6105,3.6057,3.6343,3.6403,3.7012,3.71,3.6535,3.6417,3.5815,3.5727,3.6293,3.6403,3.7304,3.7434,3.6602,3.6424,3.5529,3.5401,3.625,3.6403,3.759,3.7753,3.6665,3.6428,3.5251,3.509,3.6201,3.64,3.7867,3.8053,3.6721,3.6433,3.4983,3.479,3.6161,3.6398,20.0,0.7872769230769231,LMO_26Ah,100
3.5968,3.6198,3.6242,3.6024,3.598,3.5752,3.5711,3.5929,3.5977,3.6435,3.6514,3.608,3.5987,3.5532,3.5452,3.5882,3.5975,3.6656,3.6775,3.6129,3.5989,3.5315,3.5197,3.584,3.5973,3.6874,3.7028,3.618,3.5994,3.5102,3.4949,3.5799,3.5973,3.7086,3.7274,3.6231,3.5998,3.4895,3.4709,3.5752,3.5971,20.0,1.005915384615385,LMO_26Ah,100
3.5996,3.6233,3.6291,3.6082,3.601,3.5776,3.5717,3.5933,3.6006,3.6477,3.6586,3.6173,3.6019,3.5552,3.5439,3.5866,3.6005,3.6703,3.6865,3.6245,3.6024,3.5327,3.516,3.5801,3.6003,3.6923,3.7132,3.6326,3.6029,3.5106,3.489,3.5741,3.5999,3.7142,3.7388,3.6396,3.6033,3.4888,3.4628,3.569,3.5998,20.0,0.9821653846153846,LMO_26Ah,100
3.6036,3.6294,3.6328,3.6085,3.6047,3.5794,3.5761,3.6003,3.6043,3.6554,3.6617,3.6133,3.6054,3.5552,3.5485,3.5968,3.6043,3.6802,3.6895,3.6175,3.6059,3.5315,3.522,3.5929,3.6041,3.704,3.716,3.6219,3.6063,3.5085,3.4965,3.5889,3.6038,3.727,3.7413,3.6254,3.6064,3.4862,3.4718,3.585,3.6036,20.0,0.985826923076923,LMO_26Ah,100
3.6066,3.6285,3.6322,3.6124,3.6082,3.5868,3.5829,3.6031,3.6078,3.6512,3.6582,3.6184,3.6091,3.5662,3.5587,3.5989,3.608,3.6723,3.6828,3.6233,3.6096,3.5457,3.5346,3.5947,3.6077,3.6928,3.7065,3.6284,3.6101,3.5251,3.5111,3.5908,3.6075,3.7132,3.7297,3.6333,3.6105,3.5055,3.4881,3.5869,3.6075,20.0,0.964076923076923,LMO_26Ah,100
3.6106,3.6328,3.6375,3.6175,3.6119,3.5899,3.585,3.6052,3.6112,3.6552,3.6642,3.624,3.6124,3.5685,3.559,3.5998,3.611,3.6765,3.6898,3.6298,3.6126,3.5474,3.5334,3.5941,3.6106,3.6972,3.7144,3.6364,3.6131,3.5267,3.5085,3.5892,3.6105,3.7177,3.7385,3.6426,3.6136,3.5062,3.4842,3.5845,3.6103,20.0,0.9569500000000001,LMO_26Ah,100
3.6143,3.6417,3.647,3.6224,3.6159,3.5889,3.5833,3.6085,3.6154,3.6696,3.6796,3.6303,3.6166,3.5627,3.5525,3.6024,3.6152,3.6954,3.7102,3.6382,3.6173,3.5373,3.5225,3.5971,3.615,3.7205,3.7393,3.6452,3.6177,3.5122,3.4937,3.5919,3.6147,3.7448,3.7664,3.6519,3.6182,3.4879,3.466,3.5873,3.6145,20.0,0.8962346153846154,LMO_26Ah,100
3.6135,3.64,3.6442,3.6194,3.6145,3.5887,3.5843,3.6089,3.614,3.6668,3.6745,3.6249,3.615,3.5631,3.555,3.6043,3.614,3.6923,3.7035,3.6301,3.6154,3.5381,3.5264,3.5996,3.6136,3.7172,3.7316,3.6352,3.6159,3.5139,3.4988,3.5957,3.6136,3.7414,3.7588,3.6405,3.6164,3.4904,3.4723,3.5903,3.6131,20.0,0.9238999999999999,LMO_26Ah,100
3.6082,3.6384,3.6431,3.6145,3.6094,3.5797,3.575,3.6034,3.6089,3.6691,3.6777,3.6205,3.6101,3.5511,3.5423,3.5985,3.6089,3.6981,3.7102,3.6259,3.6105,3.5234,3.5111,3.5938,3.6087,3.7258,3.7411,3.6308,3.6108,3.4971,3.4816,3.5889,3.6085,3.752,3.7699,3.6357,3.6112,3.4723,3.4537,3.5841,3.6082,20.0,0.9550461538461538,LMO_26Ah,100
3.6127,3.6382,3.6419,3.618,3.6138,3.5887,3.5848,3.6087,3.6133,3.6642,3.6712,3.6231,3.6143,3.5643,3.5571,3.6045,3.6131,3.6888,3.6989,3.6277,3.6147,3.5404,3.5301,3.6003,3.6129,3.7128,3.7258,3.6326,3.6152,3.5172,3.5039,3.5966,3.6127,3.7362,3.7518,3.637,3.6157,3.4948,3.4788,3.5927,3.6126,20.0,0.9264346153846154,LMO_26Ah,100
3.6217,3.6496,3.654,3.6278,3.6228,3.595,3.5905,3.6168,3.6222,3.6779,3.6861,3.6342,3.6233,3.5683,3.5599,3.6122,3.6219,3.7044,3.7165,3.6398,3.6236,3.542,3.5302,3.6075,3.6217,3.7302,3.7455,3.6452,3.624,3.5162,3.5014,3.6034,3.6214,3.7551,3.7729,3.6515,3.6245,3.492,3.4746,3.5996,3.6212,20.0,0.8827846153846154,LMO_26Ah,100
3.6419,3.6647,3.6693,3.6491,3.6431,3.6203,3.6154,3.6361,3.6424,3.6881,3.6968,3.6563,3.6438,3.5982,3.5892,3.6305,3.6422,3.71,3.723,3.6628,3.6442,3.5762,3.5629,3.6249,3.6419,3.7316,3.7485,3.6696,3.6445,3.5545,3.5371,3.6201,3.6417,3.753,3.7727,3.676,3.6451,3.5329,3.5116,3.6164,3.6414,20.0,0.8155538461538462,LMO_26Ah,100
3.6203,3.6465,3.6508,3.6266,3.6217,3.5959,3.5915,3.6161,3.6214,3.673,3.6812,3.6328,3.6224,3.571,3.5627,3.6112,3.6212,3.6977,3.71,3.6387,3.6229,3.5464,3.5346,3.6068,3.621,3.7223,3.7379,3.6436,3.6233,3.5223,3.5071,3.6022,3.6205,3.7458,3.7643,3.6493,3.6235,3.4988,3.4804,3.5985,3.6203,20.0,0.8794307692307692,LMO_26Ah,100
3.6226,3.6522,3.6577,3.6303,3.6238,3.5943,3.5885,3.6164,3.6231,3.6821,3.6926,3.638,3.6243,3.5657,3.5552,3.6105,3.6229,3.7102,3.7251,3.6456,3.6247,3.5381,3.5232,3.6048,3.6224,3.7374,3.7562,3.6528,3.625,3.5111,3.4927,3.5999,3.6222,3.7634,3.7846,3.6593,3.6254,3.4855,3.4637,3.5945,3.6217,20.0,0.878776923076923,LMO_26Ah,100
3.6331,3.6626,3.6689,3.6424,3.6347,3.6057,3.5992,3.6261,3.6342,3.6926,3.7047,3.6514,3.6354,3.5775,3.565,3.6191,3.634,3.7209,3.7386,3.6598,3.6361,3.5497,3.5318,3.6119,3.6338,3.7485,3.7709,3.6679,3.6364,3.5225,3.4995,3.6056,3.6335,3.7753,3.8015,3.6754,3.637,3.496,3.4683,3.5994,3.6335,20.0,0.8557,LMO_26Ah,100
3.6273,3.6522,3.6589,3.6368,3.6289,3.604,3.5971,3.6198,3.6284,3.6779,3.6907,3.6466,3.6296,3.5803,3.5669,3.6122,3.6282,3.7016,3.7209,3.6561,3.6303,3.5564,3.5366,3.6054,3.6282,3.7248,3.7497,3.6656,3.6308,3.5327,3.5069,3.5982,3.6278,3.7476,3.7772,3.6744,3.6312,3.5092,3.4776,3.592,3.6277,20.0,0.8728192307692308,LMO_26Ah,100
3.6127,3.6373,3.6421,3.6196,3.6138,3.5894,3.5845,3.6075,3.6133,3.6623,3.6712,3.6263,3.6143,3.5657,3.5566,3.6022,3.6129,3.6856,3.6989,3.6329,3.6147,3.5425,3.5294,3.5975,3.6129,3.7084,3.7258,3.6391,3.615,3.5195,3.5028,3.5936,3.6127,3.7307,3.7513,3.6454,3.6154,3.4972,3.4774,3.5894,3.6124,20.0,0.8976615384615385,LMO_26Ah,100
3.6245,3.6542,3.6605,3.6338,3.6259,3.5966,3.5901,3.6175,3.6252,3.684,3.696,3.6426,3.6266,3.5682,3.5564,3.6108,3.625,3.7119,3.729,3.6507,3.627,3.5402,3.5241,3.6048,3.6247,3.739,3.7597,3.6589,3.6275,3.5136,3.4935,3.6001,3.6247,3.7648,3.7878,3.6665,3.628,3.4879,3.4646,3.5952,3.6243,20.0,0.8570692307692307,LMO_26Ah,100
3.6171,3.6421,3.648,3.6259,3.6187,3.5938,3.5876,3.6105,3.6182,3.6677,3.6789,3.6345,3.6194,3.5701,3.5585,3.604,3.618,3.6912,3.7079,3.6429,3.6198,3.5464,3.5299,3.5987,3.618,3.714,3.7356,3.651,3.6203,3.523,3.502,3.5931,3.6177,3.7367,3.762,3.6598,3.621,3.5006,3.4753,3.5889,3.6175,20.0,0.8976846153846154,LMO_26Ah,100
3.6263,3.6537,3.661,3.638,3.6282,3.6012,3.5931,3.6171,3.6275,3.6819,3.6958,3.6494,3.6291,3.575,3.5601,3.6084,3.6273,3.7072,3.7283,3.6605,3.6298,3.5485,3.5271,3.6003,3.627,3.733,3.7588,3.6693,3.6301,3.5227,3.4953,3.5938,3.6268,3.7574,3.7871,3.6779,3.631,3.4978,3.4644,3.5871,3.6264,20.0,0.8521076923076923,LMO_26Ah,100
3.6303,3.6605,3.6677,3.641,3.6322,3.6022,3.5947,3.6224,3.6317,3.6916,3.7053,3.6519,3.6331,3.5734,3.5594,3.6147,3.6315,3.72,3.7402,3.6621,3.6336,3.5448,3.525,3.6078,3.6314,3.7476,3.773,3.6723,3.6343,3.5171,3.4921,3.6017,3.631,3.7748,3.8032,3.6798,3.6347,3.4897,3.4602,3.5959,3.6307,20.0,0.8619346153846154,LMO_26Ah,100
3.6178,3.6435,3.648,3.6247,3.6192,3.594,3.5892,3.6131,3.6187,3.6698,3.6784,3.631,3.6199,3.5694,3.5608,3.6082,3.6187,3.694,3.7067,3.6373,3.6203,3.5455,3.5332,3.6036,3.6184,3.7177,3.7339,3.6435,3.6208,3.5222,3.5065,3.5992,3.6182,3.7407,3.7595,3.6498,3.6212,3.4995,3.4809,3.5959,3.6182,20.0,0.8787307692307693,LMO_26Ah,100
3.6321,3.6621,3.6682,3.641,3.6338,3.6038,3.5977,3.6254,3.6331,3.6926,3.7042,3.6501,3.6345,3.5752,3.5638,3.6191,3.6329,3.7209,3.7379,3.6584,3.6349,3.5471,3.5309,3.6131,3.6326,3.7485,3.7692,3.6668,3.6354,3.5199,3.4997,3.6075,3.6324,3.7748,3.7983,3.6744,3.6359,3.4937,3.4698,3.6031,3.6322,20.0,0.8184423076923076,LMO_26Ah,100
3.6135,3.6375,3.6426,3.6212,3.6152,3.5913,3.5859,3.6078,3.6145,3.6623,3.6717,3.6287,3.6159,3.5683,3.5583,3.6017,3.6142,3.6849,3.6991,3.6356,3.6164,3.5455,3.5311,3.5961,3.614,3.7072,3.7255,3.6433,3.617,3.5234,3.5046,3.5917,3.614,3.729,3.7509,3.6505,3.6177,3.5014,3.479,3.5868,3.6136,20.0,0.9417423076923076,LMO_26Ah,100
3.5971,3.6229,3.6275,3.6033,3.5984,3.5731,3.5683,3.5926,3.598,3.6493,3.658,3.6098,3.5992,3.5487,3.5397,3.5878,3.598,3.6744,3.687,3.6156,3.5998,3.5248,3.512,3.5829,3.598,3.6984,3.7146,3.621,3.6001,3.5014,3.4851,3.5778,3.5978,3.7218,3.7407,3.6266,3.6006,3.4793,3.4593,3.5732,3.5975,20.0,1.029492307692308,LMO_26Ah,100
3.5992,3.6247,3.63,3.6066,3.6006,3.5755,3.5699,3.5938,3.6001,3.651,3.661,3.6142,3.6013,3.5511,3.5409,3.5882,3.6003,3.6752,3.69,3.6205,3.6017,3.5271,3.5123,3.5827,3.5999,3.6989,3.7177,3.6277,3.6022,3.5037,3.4851,3.5773,3.5996,3.7218,3.7442,3.6347,3.6026,3.4809,3.4584,3.5731,3.5996,20.0,1.003103846153846,LMO_26Ah,100
3.6045,3.6308,3.6373,3.6136,3.6059,3.5799,3.5731,3.5973,3.6054,3.6575,3.6698,3.6231,3.6064,3.5548,3.5422,3.5899,3.6052,3.6823,3.7004,3.6312,3.6068,3.5302,3.512,3.5836,3.605,3.7068,3.7295,3.6396,3.6073,3.506,3.483,3.5768,3.6045,3.7302,3.7565,3.6473,3.6078,3.4827,3.4551,3.5706,3.6041,20.0,0.9745576923076923,LMO_26Ah,100
3.6013,3.6277,3.6312,3.6061,3.6024,3.5768,3.5731,3.598,3.6022,3.6544,3.6609,3.611,3.6031,3.5518,3.5452,3.5943,3.6019,3.6798,3.6889,3.6149,3.6034,3.5274,3.5181,3.5906,3.6019,3.704,3.7156,3.6192,3.604,3.5044,3.4923,3.5868,3.6017,3.7274,3.7414,3.6228,3.6043,3.4821,3.4677,3.5831,3.6015,20.0,0.9898192307692307,LMO_26Ah,100
3.6005,3.6298,3.6338,3.6061,3.6017,3.5731,3.5689,3.5962,3.6012,3.6589,3.6665,3.6119,3.6022,3.5455,3.5381,3.592,3.601,3.6868,3.6974,3.6166,3.6026,3.519,3.5088,3.5878,3.6008,3.713,3.7263,3.6215,3.6031,3.4941,3.4811,3.584,3.6008,3.7381,3.7537,3.6257,3.6033,3.4702,3.4547,3.5797,3.6003,20.0,1.002438461538462,LMO_26Ah,100
3.6029,3.6277,3.6315,3.6082,3.604,3.5796,3.5757,3.5991,3.6036,3.653,3.66,3.6131,3.6045,3.5557,3.5485,3.5947,3.6033,3.6768,3.6872,3.6177,3.6047,3.5323,3.522,3.5906,3.6031,3.7005,3.7137,3.6226,3.6052,3.5097,3.4962,3.5866,3.6029,3.7234,3.739,3.6264,3.6056,3.4874,3.4716,3.5824,3.6026,20.0,0.9904884615384616,LMO_26Ah,100
3.6092,3.6319,3.6389,3.6196,3.611,3.5883,3.581,3.601,3.6103,3.6556,3.6686,3.6301,3.6117,3.5668,3.5529,3.5929,3.6101,3.6768,3.696,3.6394,3.6122,3.545,3.5246,3.5855,3.6098,3.6975,3.7223,3.6491,3.6126,3.5237,3.4972,3.5785,3.6096,3.7179,3.7476,3.6587,3.6133,3.5027,3.4704,3.5731,3.6094,20.0,0.9382,LMO_26Ah,100
3.6143,3.6368,3.641,3.6201,3.6154,3.5931,3.5887,3.6099,3.615,3.66,3.6679,3.6261,3.6161,3.5713,3.5631,3.6054,3.615,3.6817,3.6935,3.6317,3.6164,3.5499,3.5378,3.601,3.6147,3.703,3.7186,3.637,3.6168,3.5287,3.513,3.5969,3.6145,3.7239,3.7427,3.6433,3.6173,3.5078,3.4888,3.5931,3.6145,20.0,0.9196384615384615,LMO_26Ah,100
3.6089,3.6324,3.638,3.6171,3.6105,3.5875,3.5815,3.6031,3.6101,3.6565,3.6675,3.6259,3.6113,3.5652,3.5539,3.5966,3.6099,3.6788,3.6949,3.6333,3.6119,3.5431,3.5264,3.5906,3.6098,3.7002,3.7214,3.6414,3.6124,3.5213,3.4997,3.5855,3.6096,3.7216,3.7469,3.6494,3.6129,3.4999,3.4739,3.5803,3.6094,20.0,0.9420038461538461,LMO_26Ah,100
3.6417,3.6686,3.6752,3.6526,3.6438,3.617,3.6096,3.6331,3.6428,3.6965,3.7095,3.6638,3.6445,3.5908,3.5773,3.6247,3.6426,3.7216,3.7409,3.6747,3.6452,3.5652,3.5455,3.6166,3.6424,3.7464,3.7704,3.6824,3.6459,3.5397,3.5139,3.6089,3.6419,3.7706,3.7976,3.6891,3.6463,3.5144,3.4828,3.6024,3.6415,20.0,0.7907192307692308,LMO_26Ah,100
3.612,3.6368,3.6431,3.621,3.6136,3.5889,3.5822,3.6052,3.6129,3.6624,3.6742,3.6296,3.614,3.5648,3.5527,3.5984,3.6126,3.6858,3.7033,3.6384,3.6145,3.5413,3.5236,3.5917,3.6124,3.7086,3.7313,3.6468,3.615,3.5179,3.4953,3.5866,3.6122,3.7313,3.7574,3.6552,3.6154,3.4951,3.4681,3.5813,3.6119,20.0,0.927873076923077,LMO_26Ah,100
3.6019,3.6361,3.6424,3.6105,3.6033,3.5701,3.5636,3.5954,3.6027,3.67,3.6816,3.6187,3.6038,3.5383,3.5272,3.5892,3.6026,3.7016,3.7174,3.6268,3.6043,3.5085,3.4937,3.5836,3.6024,3.7311,3.7497,3.6335,3.6047,3.4804,3.4628,3.5787,3.6022,3.7588,3.7795,3.6407,3.6052,3.4542,3.4342,3.5738,3.6017,20.0,0.9536269230769231,LMO_26Ah,100
3.6096,3.6336,3.6386,3.6173,3.6112,3.5876,3.5824,3.6043,3.6106,3.6584,3.6677,3.6247,3.6119,3.5648,3.5548,3.5984,3.6105,3.6812,3.6953,3.6317,3.6124,3.5422,3.5278,3.5933,3.6105,3.7037,3.7219,3.6382,3.6129,3.5199,3.5013,3.5882,3.6101,3.7258,3.7476,3.6454,3.6135,3.4981,3.4753,3.5829,3.6098,20.0,0.9302961538461538,LMO_26Ah,100
3.6077,3.6366,3.6438,3.6175,3.6091,3.5806,3.5734,3.6001,3.6085,3.6661,3.6793,3.6275,3.6098,3.5529,3.5397,3.5931,3.6082,3.693,3.7123,3.6368,3.6103,3.5257,3.5072,3.5871,3.6082,3.7193,3.7427,3.6452,3.6105,3.499,3.4763,3.5813,3.6078,3.7444,3.7704,3.6542,3.6108,3.4737,3.4472,3.5757,3.6073,20.0,0.9303807692307693,LMO_26Ah,100
3.6135,3.6363,3.6424,3.6233,3.6152,3.5927,3.5859,3.6064,3.6147,3.66,3.6717,3.6331,3.6161,3.571,3.5585,3.5982,3.6145,3.6812,3.6988,3.6422,3.6166,3.5494,3.5309,3.5915,3.6143,3.7021,3.7249,3.6507,3.6171,3.5278,3.5034,3.5848,3.614,3.7228,3.7502,3.6596,3.6175,3.5064,3.4763,3.5783,3.6136,20.0,0.9283,LMO_26Ah,100
3.6152,3.6386,3.6433,3.6226,3.6168,3.5938,3.5887,3.6096,3.6163,3.6626,3.6719,3.6303,3.6177,3.5715,3.5618,3.6038,3.6161,3.6851,3.6986,3.6372,3.6182,3.5494,3.5355,3.5982,3.6159,3.707,3.7244,3.6436,3.6187,3.5278,3.5095,3.5929,3.6156,3.7286,3.7493,3.6505,3.6194,3.5067,3.4844,3.5873,3.6154,20.0,0.9421076923076923,LMO_26Ah,100
