model,target,n_test,nll_normalized,crps_raw,coverage_50_pct,coverage_error_50_pp,mean_interval_width_50_raw,coverage_80_pct,coverage_error_80_pp,mean_interval_width_80_raw,coverage_90_pct,coverage_error_90_pp,mean_interval_width_90_raw,coverage_95_pct,coverage_error_95_pp,mean_interval_width_95_raw
Gaussian baseline,SOC,1280,2.9026591777801514,6.286157629371267,40.9375,9.0625,9.873381465706979,66.40625,13.59375,18.759732777136172,75.625,14.375,24.077856349073265,83.4375,11.5625,28.690535434801312
Conditional flow,SOC,1280,0.8631839752197266,3.1638100733994796,32.34375,17.65625,3.1432986435858896,56.484375,23.515625,6.035777720318963,65.9375,24.0625,8.037135141728717,72.1875,22.8125,9.928416130037201
Gaussian baseline,SOH,1280,2.1896121501922607,0.03263387299739036,36.015625,13.984375,0.04189380811001446,61.01562499999999,18.984375000000007,0.07959954225309739,71.015625,18.984375,0.10216490642968794,76.953125,18.046875,0.12173699459034024
Conditional flow,SOH,1280,2.783332109451294,0.03492118636638943,18.90625,31.09375,0.02114234003682044,35.546875,44.453125,0.04028711265640539,45.546875,44.453125,0.05253051814277352,53.20312499999999,41.79687500000001,0.06404868194047823
