order,description,evaluation_mode,checkpoint_path,best_epoch,best_score,test_cls_acc,test_material_acc,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec,material_acc_pct,cls_acc_pct,soc_medae_pct,soh_medae_pct,soc_medape_pct,soh_medape_pct
SOH_M_SOC,SOH -> Material -> SOC,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_order_ablation/SOH_M_SOC/checkpoints/best.pt,73,0.8203020249446077,0.90390625,0.9625,8.247964538895074,4.380729288946192,2.37482028886161,9.943657443334462,5.355799398674263,6.1808162109554665,4.217510346185508,2.4406485292786115,5.256685267465288,2.910199591422293,68162,1280,8,cpu,16.21223497390747,96.25,90.390625,2.37482028886161,2.4406485292786115,5.355799398674263,2.910199591422293
