order,best_epoch,best_score,cls_acc,soc_rmse_raw,soc_mae_raw,soc_mape_raw,soc_medape_raw,soh_rmse_raw,soh_mae_raw,soh_mape_raw,soh_medape_raw
M_SOC_SOH,28,0.6788036222109434,0.821875,10.165417911152236,6.021249889454339,16.650886084693866,7.827843293182954,0.08220012302443135,0.05557593500707299,6.902342766362891,3.4673448418707626
M_SOH_SOC,28,0.6599983193868381,0.75546875,11.06034364169243,6.824751840213139,17.301956974948375,9.14793948534812,0.08866354523643719,0.06414761482737959,8.137222939289439,4.919275198015989
SOC_M_SOH,18,0.6697210140882159,0.77890625,10.556947774051496,6.49663979410434,18.084109289419867,9.506084799754982,0.08756510222430806,0.06010963546577841,7.48379786999978,4.276390682534044
SOH_M_SOC,27,0.7116268220292042,0.7484375,11.845177967409935,7.506314946233488,19.06517805810773,10.737947336039888,0.08693648361943157,0.06118736527860165,7.717131993093012,4.357728199069219
PARALLEL,23,0.6721832291233601,0.784375,10.393044089540119,6.277707424451364,15.800877147381048,8.144711673044844,0.08396103610368681,0.05839691781438887,7.360613651989755,4.35517148042116
