run,seed,E0__soc_rmse_raw,E0__soc_mae_raw,E0__soc_mape_raw,E0__soc_median_ae_raw,E0__soc_median_ape_raw,E0__soh_rmse_raw,E0__soh_mae_raw,E0__soh_mape_raw,E0__soh_median_ae_raw,E0__soh_median_ape_raw,E1__soc_rmse_raw,E1__soc_mae_raw,E1__soc_mape_raw,E1__soc_median_ae_raw,E1__soc_median_ape_raw,E1__soh_rmse_raw,E1__soh_mae_raw,E1__soh_mape_raw,E1__soh_median_ae_raw,E1__soh_median_ape_raw,E2__soc_rmse_raw,E2__soc_mae_raw,E2__soc_mape_raw,E2__soc_median_ae_raw,E2__soc_median_ape_raw,E2__soh_rmse_raw,E2__soh_mae_raw,E2__soh_mape_raw,E2__soh_median_ae_raw,E2__soh_median_ape_raw,E3__soc_rmse_raw,E3__soc_mae_raw,E3__soc_mape_raw,E3__soc_median_ae_raw,E3__soc_median_ape_raw,E3__soh_rmse_raw,E3__soh_mae_raw,E3__soh_mape_raw,E3__soh_median_ae_raw,E3__soh_median_ape_raw
0,42,7.5966237071762235,3.6542222240884166,8.465042682097195,1.75414402916725,4.63781471225953,0.03772195073488692,0.02421448944795948,3.0675320858304636,0.013649699355649969,1.6389911744051306,7.873017644127719,3.855071418163779,9.192905083484238,1.8228405279573963,4.633177610753059,0.04470171566243879,0.02874031863382017,3.5938787893076856,0.015432156658530205,1.9220425722780432,7.5966237071762235,3.6542222240884166,8.465042682097195,1.75414402916725,4.63781471225953,0.0548443368768839,0.03579831485997611,4.534231999097522,0.020330287353544252,2.4807011830911425,7.873017644127719,3.855071418163779,9.192905083484238,1.8228405279573963,4.633177610753059,0.060686633027508846,0.04027857096349381,5.041464140623086,0.022331745286592153,2.6367488485329877
