config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,n_test,test_cls_acc,test_material_acc,test_soc_mae_raw,test_soc_medae_raw,test_soc_rmse_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_rmse_raw,test_soh_mape_raw,test_soh_medape_raw,n_mc_soc,n_mc_soh,checkpoint_path,predictions_path
P2_3000,3000,1,3000,128,0.875,0.9296875,5.040239121343748,3.8092310782722016,7.915924577997305,16.021685296317735,8.6163384843082,4.208050900015952,3.170067684403101,5.671212239125795,5.242233922943286,3.70670461393878,500,500,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P2_3000/checkpoints/finetune/best.pt,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/measurement_sensitivity/pulse_width/P2_3000/metrics/retrospective_test_predictions.csv
