material,n,soc_rmse,soc_mae,soh_rmse,soh_mae
LFP_35Ah,90,17.964776083078263,13.438465726316814,0.03367907583912841,0.027411273207938045
LFP_68Ah,220,9.216795623261264,7.305157580971351,0.06127686640320613,0.04441889658906772
LMO_10Ah,260,8.95596335158859,5.5121368384652385,0.029963641830102267,0.020484564075567646
LMO_24Ah,160,18.24581519632277,10.337820076263597,0.07289997265345644,0.049795043967405306
LMO_25Ah,150,14.759779492342384,12.330042102685082,0.07264885083894294,0.05652707925770778
LMO_26Ah,150,9.602200294685224,7.22510313736596,0.06580556770441849,0.05188983291958993
NMC_15Ah,150,7.938275350093027,5.847666106421587,0.0368745956998436,0.023334412352142585
NMC_21Ah,100,8.548139056647212,6.63468022677067,0.05683386957874022,0.03570461049987837
