config,material_condition_mode,source,final_stage,test_cls_acc,test_material_acc,test_soc_rmse,test_soc_mae,test_soc_medae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_medae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec,cls_acc_pct,material_acc_pct,mat_acc_pct,soc_medae,soh_medae,soc_medape_pct,soh_medape_pct
material_hard,hard,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/material_conditioning_ablation/material_hard/checkpoints/finetune/best.pt,finetune,0.90703125,0.9515625,0.38744364632725276,0.20177409400305352,0.09438449144363403,84.95897755873636,16.3610202641433,0.6448807893355047,0.41564169830849096,0.22630637884140015,147.18323193699638,46.42995345038989,8.61351372647125,4.48577217568725,2.0983235118767922,10.271000642466808,5.212022031339135,6.770950818678634,4.364046105852746,2.376112587672658,5.37872468872416,2.8264945708259344,68162,1280,8,cpu,,90.703125,95.15625,95.15625,2.0983235118767922,2.376112587672658,5.212022031339135,2.8264945708259344
