U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH,material_capacity,pulse_ms
3.2708,3.3171,3.3203,3.2759,3.2727,3.2267,3.2235,3.2677,3.2718,3.364,3.3701,3.282,3.2737,3.1819,3.1758,3.2641,3.2719,3.4098,3.4188,3.2864,3.2743,3.137,3.1284,3.2597,3.2715,3.4546,3.4663,3.2909,3.275,3.0926,3.0813,3.2562,3.2713,3.4992,3.5134,3.2953,3.2755,3.049,3.0353,3.2514,3.2706,20.0,0.8559142857142857,LFP_35Ah,100
3.2704,3.3101,3.3122,3.2746,3.2719,3.2327,3.2304,3.2685,3.2713,3.3501,3.3543,3.2787,3.2727,3.194,3.1898,3.2655,3.2711,3.3893,3.3956,3.282,3.2734,3.1554,3.149,3.2623,3.2706,3.4281,3.4365,3.2852,3.2736,3.1168,3.1085,3.2593,3.2704,3.4667,3.4772,3.2883,3.274,3.0785,3.0682,3.2564,3.2698,20.0,0.8499714285714285,LFP_35Ah,100
3.2725,3.3173,3.3203,3.2778,3.2746,3.2302,3.2274,3.2702,3.274,3.3633,3.3689,3.2832,3.2759,3.187,3.1814,3.2671,3.2743,3.4077,3.4161,3.2883,3.2769,3.1438,3.1357,3.263,3.274,3.4516,3.4625,3.2923,3.2774,3.101,3.0903,3.2595,3.2737,3.4948,3.5083,3.2967,3.2781,3.0587,3.0457,3.2557,3.2734,20.0,0.8482771428571428,LFP_35Ah,100
3.2743,3.3115,3.3136,3.2783,3.2755,3.2386,3.2365,3.2718,3.2746,3.3485,3.3526,3.2815,3.2758,3.2021,3.1979,3.2688,3.274,3.385,3.3912,3.285,3.2764,3.1658,3.1596,3.2655,3.2736,3.4214,3.4296,3.2881,3.2767,3.1296,3.1214,3.2625,3.2734,3.4577,3.4681,3.2915,3.2772,3.0936,3.0834,3.2595,3.273,20.0,0.845277142857143,LFP_35Ah,100
3.2704,3.3074,3.3096,3.2743,3.2718,3.2353,3.2332,3.2685,3.2713,3.3448,3.3489,3.2783,3.273,3.1993,3.1953,3.2658,3.2711,3.3815,3.3875,3.2813,3.2734,3.1633,3.1573,3.2634,3.2709,3.4179,3.4258,3.2844,3.2738,3.1269,3.1194,3.2604,3.2704,3.4544,3.4642,3.2871,3.274,3.0908,3.0811,3.2569,3.2697,20.0,0.8210257142857144,LFP_35Ah,100
3.2785,3.3143,3.3164,3.2822,3.2799,3.2444,3.2423,3.2767,3.2792,3.3505,3.3543,3.2857,3.2806,3.2094,3.2056,3.2737,3.2788,3.3856,3.3914,3.2888,3.2811,3.1747,3.1689,3.2713,3.2788,3.421,3.4286,3.292,3.2815,3.1398,3.1322,3.2683,3.2783,3.4558,3.4653,3.2952,3.282,3.1052,3.0957,3.2653,3.2778,20.0,0.88986,LFP_35Ah,100
3.2716,3.311,3.3134,3.2759,3.2732,3.2344,3.2317,3.2692,3.2725,3.3506,3.3554,3.2804,3.274,3.1963,3.1916,3.2665,3.2725,3.3896,3.3966,3.2843,3.2748,3.1582,3.1511,3.2627,3.2719,3.4277,3.4372,3.2878,3.2753,3.1203,3.1112,3.2597,3.2718,3.466,3.4774,3.2911,3.2757,3.0827,3.0713,3.2562,3.2713,20.0,0.8941942857142857,LFP_35Ah,100
3.2743,3.3124,3.3145,3.2787,3.2759,3.2386,3.2363,3.2725,3.2755,3.3508,3.355,3.2829,3.2769,3.2019,3.1974,3.2697,3.2753,3.3882,3.3947,3.2864,3.2776,3.1649,3.1584,3.2667,3.275,3.4254,3.4339,3.2901,3.2783,3.128,3.1196,3.2637,3.2748,3.4625,3.473,3.2927,3.2785,3.0912,3.0806,3.2604,3.2743,20.0,0.8878885714285715,LFP_35Ah,100
3.2653,3.3036,3.3057,3.2693,3.2671,3.2291,3.227,3.2636,3.2664,3.3422,3.3464,3.2732,3.2677,3.1919,3.1879,3.2606,3.266,3.38,3.3861,3.2764,3.2683,3.1547,3.1486,3.2578,3.2657,3.4175,3.4256,3.2795,3.2686,3.1175,3.1094,3.2548,3.2655,3.4546,3.4647,3.2829,3.2692,3.0804,3.0706,3.2517,3.265,20.0,0.8744714285714286,LFP_35Ah,100
3.2719,3.318,3.3215,3.278,3.274,3.2288,3.2253,3.269,3.2736,3.3647,3.3714,3.2843,3.2755,3.1847,3.1782,3.265,3.2736,3.41,3.4196,3.2894,3.2761,3.1407,3.1314,3.2611,3.2736,3.4544,3.4669,3.2934,3.2765,3.0971,3.085,3.2567,3.273,3.4978,3.5129,3.2988,3.2772,3.0548,3.04,3.2519,3.2725,20.0,0.9035257142857143,LFP_35Ah,100
3.2725,3.3131,3.3155,3.2767,3.274,3.2341,3.2317,3.2704,3.2736,3.354,3.3587,3.2811,3.275,3.1947,3.19,3.2671,3.2734,3.394,3.401,3.285,3.2757,3.1554,3.1486,3.2641,3.273,3.4337,3.443,3.2885,3.2761,3.1163,3.1073,3.2613,3.273,3.4734,3.4848,3.2925,3.2767,3.0775,3.0661,3.2576,3.2725,20.0,0.7685371428571429,LFP_35Ah,100
3.2697,3.3152,3.3183,3.2753,3.2718,3.2272,3.2241,3.2669,3.2713,3.3612,3.3675,3.2815,3.273,3.1839,3.1777,3.2634,3.2713,3.4056,3.4149,3.286,3.2738,3.1407,3.1317,3.2595,3.2711,3.4493,3.4611,3.2904,3.2743,3.098,3.0865,3.2555,3.2709,3.4921,3.5065,3.2952,3.275,3.0564,3.0425,3.2516,3.2706,20.0,0.9061085714285714,LFP_35Ah,100
3.2674,3.3039,3.306,3.2715,3.2692,3.2334,3.2313,3.2657,3.2686,3.341,3.345,3.2757,3.2702,3.1981,3.1942,3.2632,3.2686,3.377,3.3831,3.2792,3.2709,3.1629,3.1568,3.2604,3.2683,3.4126,3.4209,3.2823,3.2713,3.1275,3.1194,3.2578,3.2681,3.4482,3.4584,3.2862,3.2719,3.0926,3.0827,3.2548,3.2679,20.0,0.9109142857142858,LFP_35Ah,100
3.266,3.3034,3.3055,3.27,3.2676,3.2307,3.2286,3.2641,3.2669,3.3412,3.3454,3.2743,3.2685,3.1944,3.1902,3.2614,3.2669,3.3782,3.3843,3.2771,3.269,3.1577,3.1517,3.2583,3.2664,3.4147,3.423,3.2806,3.2695,3.1215,3.1133,3.255,3.266,3.4514,3.4616,3.2843,3.27,3.0852,3.075,3.2519,3.2655,20.0,0.85786,LFP_35Ah,100
3.2722,3.3127,3.3152,3.2767,3.274,3.2342,3.2317,3.2704,3.2737,3.354,3.3587,3.2815,3.2753,3.1951,3.1905,3.2676,3.2737,3.394,3.4008,3.2853,3.2759,3.1561,3.1493,3.2648,3.2736,3.4339,3.4428,3.2892,3.2769,3.1171,3.1082,3.2616,3.2734,3.4732,3.4842,3.2922,3.2771,3.0782,3.0671,3.2583,3.273,20.0,0.8830285714285714,LFP_35Ah,100
3.2655,3.299,3.3008,3.2688,3.2667,3.2334,3.2314,3.2636,3.266,3.3327,3.3364,3.2719,3.2674,3.2005,3.1967,3.2609,3.2657,3.3659,3.3712,3.2748,3.2677,3.1675,3.1621,3.2585,3.2655,3.3989,3.4063,3.278,3.2683,3.1347,3.1275,3.2555,3.2651,3.4319,3.4409,3.2815,3.2688,3.102,3.0931,3.253,3.2648,20.0,0.907,LFP_35Ah,100
3.2748,3.3122,3.3143,3.2788,3.2764,3.2395,3.2374,3.273,3.2759,3.3501,3.3543,3.283,3.2774,3.2035,3.1993,3.2706,3.2758,3.387,3.3933,3.2867,3.2783,3.1673,3.1612,3.2676,3.2757,3.4237,3.4321,3.2897,3.2787,3.1309,3.1229,3.2646,3.2753,3.4602,3.4705,3.2932,3.2792,3.0952,3.085,3.2616,3.275,20.0,0.8835542857142856,LFP_35Ah,100
3.2715,3.3145,3.3176,3.2764,3.2729,3.2302,3.2272,3.2683,3.2719,3.358,3.3636,3.2811,3.2736,3.1882,3.1826,3.2648,3.2719,3.4003,3.4089,3.2855,3.2743,3.1466,3.1384,3.2609,3.2716,3.4421,3.4532,3.2897,3.2746,3.1057,3.095,3.2569,3.2713,3.4834,3.4969,3.2939,3.2751,3.0652,3.0522,3.2528,3.2708,20.0,0.8943057142857143,LFP_35Ah,100
3.2738,3.3159,3.3185,3.2783,3.2753,3.2335,3.2311,3.2711,3.2744,3.3578,3.3627,3.2822,3.2757,3.1923,3.1875,3.2676,3.2738,3.3991,3.4063,3.286,3.2761,3.1514,3.1443,3.2644,3.2736,3.44,3.4497,3.2899,3.2767,3.111,3.1017,3.2606,3.2732,3.4806,3.4925,3.2934,3.2771,3.071,3.0594,3.2574,3.2729,20.0,0.8922485714285714,LFP_35Ah,100
3.2677,3.3024,3.3043,3.2713,3.2688,3.2344,3.2325,3.2655,3.2681,3.3371,3.341,3.2743,3.2693,3.2004,3.1965,3.2627,3.2677,3.3712,3.377,3.2776,3.2698,3.1665,3.1609,3.2602,3.2674,3.4054,3.413,3.2806,3.2704,3.1326,3.125,3.2572,3.2671,3.4395,3.4488,3.2839,3.2709,3.0989,3.0896,3.2544,3.2667,20.0,0.8798314285714286,LFP_35Ah,100
3.274,3.3108,3.3127,3.2776,3.2753,3.239,3.2369,3.2723,3.2748,3.3478,3.3517,3.2815,3.2761,3.2032,3.1993,3.2698,3.2748,3.3843,3.3901,3.2848,3.2769,3.1673,3.1617,3.2669,3.2744,3.4205,3.4282,3.2876,3.2774,3.1317,3.1242,3.2646,3.2743,3.4567,3.4663,3.2908,3.278,3.0961,3.0865,3.2614,3.2738,20.0,0.8873885714285714,LFP_35Ah,100
3.2664,3.3069,3.3092,3.2706,3.2681,3.2281,3.2258,3.2644,3.2674,3.3478,3.3524,3.275,3.269,3.1888,3.1844,3.262,3.2676,3.388,3.3947,3.2787,3.2697,3.1496,3.1431,3.2586,3.2672,3.4277,3.4365,3.2825,3.2704,3.1105,3.1019,3.2555,3.2669,3.467,3.4781,3.2857,3.2709,3.0717,3.0608,3.2525,3.2665,20.0,0.7739171428571429,LFP_35Ah,100
3.2719,3.308,3.3101,3.2757,3.2732,3.2376,3.2355,3.2697,3.2725,3.3441,3.3482,3.2797,3.2738,3.2025,3.1984,3.2669,3.2723,3.3796,3.3859,3.2829,3.2744,3.1673,3.1612,3.2644,3.2722,3.4151,3.4233,3.286,3.275,3.1324,3.1243,3.2609,3.2716,3.4502,3.4604,3.2894,3.2753,3.0975,3.0873,3.2578,3.2713,20.0,0.8691085714285715,LFP_35Ah,100
3.2697,3.3092,3.3115,3.2743,3.2716,3.2327,3.2302,3.2676,3.2709,3.3489,3.3536,3.2787,3.2725,3.1946,3.1898,3.2646,3.2708,3.3875,3.3945,3.2825,3.273,3.1565,3.1496,3.2609,3.2702,3.4258,3.4351,3.2855,3.2732,3.1184,3.1092,3.2574,3.2697,3.4637,3.4753,3.2897,3.2738,3.0808,3.0694,3.2544,3.2695,20.0,0.8708857142857144,LFP_35Ah,100
3.2697,3.305,3.3071,3.2738,3.2718,3.2369,3.2351,3.2683,3.2713,3.3408,3.3448,3.2781,3.2729,3.2032,3.1993,3.266,3.2713,3.3757,3.3817,3.2815,3.2734,3.169,3.1631,3.2632,3.2711,3.4103,3.4182,3.2848,3.274,3.1349,3.1271,3.2606,3.2708,3.4447,3.4544,3.2881,3.2746,3.1008,3.0913,3.2578,3.2706,20.0,0.9147485714285714,LFP_35Ah,100
3.2746,3.3173,3.3203,3.2795,3.2761,3.2341,3.2313,3.2719,3.2757,3.3605,3.3659,3.2843,3.2772,3.1926,3.1871,3.2685,3.2755,3.4024,3.4105,3.2881,3.2776,3.1514,3.1435,3.2648,3.2751,3.4439,3.4544,3.2925,3.2783,3.1107,3.1004,3.2609,3.2748,3.4846,3.4976,3.2964,3.2787,3.0706,3.058,3.2571,3.2743,20.0,0.922802857142857,LFP_35Ah,100
3.2767,3.3143,3.3164,3.2804,3.2778,3.2404,3.2383,3.2744,3.2771,3.3519,3.3561,3.2843,3.2787,3.2037,3.1995,3.2718,3.2769,3.3893,3.3954,3.2874,3.2792,3.1669,3.1609,3.2688,3.2767,3.4263,3.4346,3.2909,3.2797,3.1305,3.1224,3.2657,3.2764,3.463,3.4732,3.2941,3.2801,3.0941,3.0841,3.2625,3.2759,20.0,0.9623314285714286,LFP_35Ah,100
3.2711,3.309,3.3113,3.2751,3.2729,3.2353,3.233,3.2692,3.2723,3.3475,3.3519,3.2794,3.2737,3.1986,3.1942,3.2665,3.2723,3.385,3.3914,3.2832,3.2744,3.1619,3.1554,3.2632,3.2719,3.4221,3.4307,3.286,3.2748,3.125,3.1164,3.2599,3.2713,3.459,3.4697,3.2899,3.2753,3.0886,3.078,3.2576,3.2713,20.0,0.9208057142857143,LFP_35Ah,100
3.2755,3.3115,3.3136,3.279,3.2767,3.2409,3.2388,3.2732,3.2758,3.3477,3.3515,3.2825,3.2772,3.2056,3.2018,3.2708,3.2757,3.3833,3.3891,3.2857,3.2778,3.1705,3.1647,3.2677,3.2753,3.4188,3.4263,3.2888,3.2783,3.1354,3.1277,3.2653,3.2751,3.454,3.4635,3.2922,3.279,3.1006,3.091,3.2625,3.2748,20.0,0.9578857142857143,LFP_35Ah,100
3.2737,3.3159,3.3187,3.2783,3.2753,3.2335,3.2307,3.2708,3.2743,3.3582,3.3635,3.2829,3.2759,3.1925,3.1871,3.2674,3.274,3.3998,3.4075,3.2869,3.2765,3.1517,3.144,3.2639,3.2738,3.4409,3.4512,3.2906,3.2771,3.111,3.101,3.2604,3.2734,3.4816,3.4942,3.2952,3.2776,3.0711,3.0589,3.2576,3.2734,20.0,0.7998028571428571,LFP_35Ah,100
3.2711,3.3153,3.3185,3.2764,3.273,3.2291,3.2262,3.2679,3.2722,3.3601,3.3661,3.282,3.2738,3.1865,3.1805,3.2643,3.2722,3.4035,3.4126,3.2867,3.2746,3.1442,3.1354,3.2606,3.2719,3.4465,3.4581,3.2915,3.2753,3.1024,3.091,3.2565,3.2716,3.4886,3.503,3.2964,3.2759,3.0613,3.0474,3.253,3.2715,20.0,0.8089914285714285,LFP_35Ah,100
3.2706,3.3108,3.3134,3.2751,3.2723,3.2327,3.2302,3.2685,3.2718,3.3517,3.3566,3.2799,3.2734,3.1937,3.1889,3.2655,3.2718,3.3914,3.3986,3.2839,3.274,3.1549,3.1477,3.2623,3.2715,3.4307,3.4403,3.2878,3.2748,3.1163,3.1067,3.259,3.2713,3.4697,3.4818,3.2911,3.2751,3.0778,3.0661,3.2555,3.2709,20.0,0.8004,LFP_35Ah,100
3.2725,3.3141,3.3166,3.2772,3.2746,3.2335,3.2311,3.2709,3.274,3.3566,3.3612,3.2818,3.2757,3.1932,3.1886,3.2677,3.2738,3.3977,3.4047,3.2855,3.2761,3.1528,3.1459,3.2646,3.2736,3.4384,3.4479,3.2899,3.2769,3.1128,3.1036,3.2613,3.2734,3.479,3.4907,3.2932,3.2774,3.0727,3.0613,3.2578,3.273,20.0,0.7848257142857143,LFP_35Ah,100
3.2713,3.3115,3.3138,3.2759,3.2732,3.2336,3.2314,3.2695,3.2727,3.3522,3.3568,3.2806,3.2743,3.1951,3.1905,3.2667,3.2727,3.3919,3.3989,3.2843,3.275,3.1565,3.1496,3.2637,3.2725,3.4312,3.4405,3.2883,3.2757,3.1177,3.1086,3.2604,3.2723,3.4702,3.4818,3.2922,3.2764,3.0796,3.0682,3.2576,3.2722,20.0,0.7780628571428571,LFP_35Ah,100
3.2713,3.3173,3.3231,3.2778,3.2727,3.2267,3.2211,3.2664,3.2719,3.364,3.3752,3.2846,3.2736,3.1816,3.1707,3.2609,3.2716,3.4096,3.4263,3.2904,3.2738,3.1368,3.1205,3.2553,3.2711,3.4544,3.4767,3.2966,3.2744,3.0926,3.0713,3.2498,3.2708,3.4986,3.5262,3.3024,3.2748,3.049,3.023,3.2446,3.2704,20.0,0.8049657142857143,LFP_35Ah,500
3.2716,3.3141,3.3199,3.2781,3.2734,3.2309,3.2253,3.2669,3.2725,3.3575,3.3687,3.2853,3.274,3.1894,3.1786,3.2614,3.2722,3.3994,3.4161,3.2911,3.2746,3.148,3.1319,3.2559,3.2718,3.441,3.4632,3.2969,3.275,3.1071,3.0859,3.2506,3.2713,3.4821,3.5097,3.3034,3.2757,3.0669,3.0408,3.2451,3.2709,20.0,0.8135085714285714,LFP_35Ah,500
3.2706,3.3071,3.3118,3.2761,3.2722,3.236,3.2313,3.2667,3.2715,3.3443,3.3536,3.2822,3.273,3.2005,3.1911,3.2625,3.2713,3.3803,3.3943,3.2874,3.2736,3.1647,3.1509,3.2578,3.2709,3.4163,3.4349,3.2925,3.274,3.1291,3.111,3.2532,3.2706,3.4521,3.4755,3.2974,3.2746,3.0936,3.0711,3.2483,3.27,20.0,0.8006771428571429,LFP_35Ah,500
3.2688,3.3062,3.3113,3.2746,3.2704,3.2332,3.2283,3.2648,3.2697,3.3443,3.354,3.2809,3.2713,3.1967,3.1871,3.2604,3.2695,3.3814,3.3959,3.2862,3.2718,3.1602,3.1459,3.2557,3.2692,3.4182,3.4377,3.2915,3.2723,3.1238,3.105,3.2504,3.2685,3.4546,3.479,3.2967,3.2729,3.0876,3.0642,3.2453,3.2681,20.0,0.7876828571428571,LFP_35Ah,500
3.2693,3.3096,3.315,3.2755,3.2709,3.2309,3.2256,3.2648,3.27,3.3503,3.361,3.2823,3.2718,3.1916,3.1812,3.2597,3.2697,3.3903,3.4061,3.288,3.2723,3.1522,3.1368,3.2548,3.2695,3.4298,3.4509,3.2938,3.2727,3.1131,3.0929,3.249,3.269,3.4688,3.4951,3.299,3.273,3.0745,3.0494,3.2439,3.2685,20.0,0.8206942857142857,LFP_35Ah,500
