U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH
3.6359,3.6642,3.67,3.6417,3.637,3.6087,3.6029,3.6312,3.6363,3.6933,3.7042,3.6479,3.6377,3.5808,3.5697,3.6263,3.6359,3.7214,3.7372,3.6531,3.638,3.5531,3.5366,3.6212,3.6357,3.7492,3.7695,3.6584,3.6384,3.5257,3.5041,3.6164,3.6354,3.7762,3.8006,3.6635,3.6387,3.499,3.4723,3.6115,3.6349,20.0,0.7584839999999999
3.5829,3.6041,3.6094,3.5885,3.5841,3.5629,3.5574,3.5785,3.5834,3.6259,3.6359,3.594,3.5845,3.5423,3.5316,3.5738,3.5833,3.647,3.6617,3.5989,3.585,3.5218,3.5058,3.5689,3.5831,3.6677,3.687,3.6036,3.5854,3.5016,3.4804,3.5638,3.5829,3.6881,3.7114,3.6084,3.5857,3.4816,3.4558,3.559,3.5826,20.0,0.9315439999999999
3.6196,3.6521,3.6593,3.6268,3.6206,3.5882,3.5806,3.6133,3.6199,3.6854,3.6993,3.6347,3.6214,3.5559,3.5418,3.6071,3.6196,3.7177,3.7381,3.6417,3.6219,3.5239,3.5028,3.6008,3.6194,3.7495,3.7755,3.6482,3.6222,3.4918,3.4644,3.595,3.6191,3.7809,3.8118,3.6547,3.6226,3.4604,3.4265,3.5892,3.6187,20.0,0.7956319999999999
3.6394,3.6758,3.6823,3.6461,3.6407,3.6045,3.5978,3.634,3.64,3.7125,3.7249,3.653,3.6414,3.5687,3.5562,3.6285,3.6396,3.7483,3.7662,3.6591,3.6419,3.5332,3.5146,3.6229,3.6393,3.7836,3.8064,3.6654,3.6421,3.4981,3.4741,3.6175,3.6389,3.8182,3.8455,3.6714,3.6426,3.4637,3.434,3.6124,3.6384,20.0,0.7521439999999999
3.6201,3.6491,3.6547,3.6259,3.621,3.5922,3.5864,3.6152,3.6205,3.6784,3.6893,3.6321,3.6217,3.5639,3.5525,3.6103,3.6201,3.707,3.7232,3.6375,3.6222,3.5355,3.5188,3.605,3.6199,3.7353,3.756,3.6426,3.6226,3.5076,3.4856,3.5999,3.6196,3.7632,3.788,3.6477,3.6229,3.48,3.453,3.5947,3.6191,20.0,0.80132
3.5875,3.608,3.6136,3.5933,3.5885,3.5683,3.5625,3.5829,3.588,3.6294,3.64,3.5991,3.5892,3.5485,3.5373,3.5778,3.588,3.6496,3.6652,3.6043,3.5896,3.5285,3.512,3.5724,3.5878,3.6698,3.6898,3.6092,3.5899,3.5093,3.4874,3.5673,3.5875,3.6895,3.7137,3.614,3.5903,3.4904,3.4635,3.5622,3.5871,20.0,0.8893080000000001
3.6779,3.7177,3.7265,3.687,3.6793,3.6394,3.6303,3.6703,3.6782,3.7585,3.7748,3.6961,3.68,3.5998,3.5826,3.6626,3.6777,3.7974,3.8208,3.704,3.6805,3.5604,3.5352,3.6556,3.6774,3.8361,3.8654,3.7123,3.6812,3.5213,3.4883,3.6493,3.6768,3.8742,3.9093,3.72,3.6816,3.4825,3.4426,3.6433,3.6761,20.0,0.657092
3.5996,3.6259,3.6324,3.6063,3.6006,3.5743,3.5675,3.5938,3.5999,3.6531,3.6656,3.6131,3.6012,3.5483,3.5353,3.5882,3.5998,3.6791,3.6979,3.6196,3.6017,3.5223,3.5032,3.5824,3.5994,3.7049,3.7295,3.6259,3.602,3.4965,3.4712,3.5769,3.5992,3.7304,3.7599,3.6319,3.6024,3.4711,3.44,3.5715,3.5989,20.0,0.858012
3.7147,3.756,3.7616,3.7205,3.716,3.6749,3.6693,3.7104,3.7151,3.798,3.8085,3.7265,3.7167,3.6342,3.6233,3.7056,3.7146,3.8387,3.854,3.7316,3.7172,3.5938,3.5776,3.7007,3.7142,3.8785,3.8987,3.7372,3.7177,3.5539,3.5329,3.696,3.7139,3.9182,3.9426,3.7418,3.7183,3.5148,3.4888,3.6912,3.7132,20.0,0.611424
3.5931,3.6177,3.624,3.5994,3.594,3.5696,3.5632,3.5878,3.5934,3.6431,3.6549,3.6057,3.5947,3.5455,3.5334,3.5824,3.5934,3.6675,3.6849,3.6117,3.595,3.5218,3.5039,3.5769,3.5929,3.6916,3.7142,3.6173,3.5954,3.4983,3.4749,3.5717,3.5929,3.7153,3.7425,3.6229,3.5959,3.4753,3.4467,3.5664,3.5926,20.0,0.886732
3.5968,3.6247,3.6312,3.6034,3.5978,3.5701,3.5634,3.5913,3.5971,3.6533,3.6658,3.6101,3.5985,3.5427,3.5302,3.5857,3.5969,3.681,3.6993,3.6166,3.5989,3.5157,3.4976,3.5801,3.5968,3.7077,3.7316,3.6226,3.5992,3.4893,3.4658,3.5748,3.5964,3.7341,3.7625,3.6284,3.5996,3.4635,3.4349,3.5697,3.5961,20.0,0.870684
3.7174,3.7595,3.7657,3.7237,3.7186,3.6767,3.6703,3.7121,3.7176,3.8022,3.8141,3.7304,3.7193,3.6354,3.6233,3.7068,3.7172,3.8434,3.8606,3.7365,3.7198,3.5943,3.5768,3.7018,3.7167,3.884,3.9061,3.7425,3.7204,3.5541,3.5315,3.6967,3.7162,3.9237,3.9504,3.7483,3.7209,3.5148,3.4874,3.6921,3.7156,20.0,0.59246
3.6024,3.6335,3.6396,3.6087,3.6033,3.5724,3.5662,3.5971,3.6026,3.6651,3.677,3.615,3.6041,3.542,3.5301,3.5919,3.6026,3.6958,3.7133,3.621,3.6045,3.5116,3.4941,3.5866,3.6022,3.7262,3.7488,3.6268,3.6048,3.4818,3.4588,3.5817,3.6019,3.756,3.7832,3.6326,3.6052,3.4526,3.4245,3.5764,3.6015,20.0,0.846124
3.6712,3.706,3.7116,3.6772,3.6724,3.6377,3.6319,3.6665,3.6717,3.7414,3.7521,3.683,3.6731,3.6033,3.5922,3.6617,3.6712,3.7757,3.7915,3.6884,3.6735,3.569,3.5525,3.6568,3.6709,3.8097,3.8301,3.6935,3.674,3.535,3.5132,3.6515,3.6703,3.8431,3.8677,3.6988,3.6744,3.5016,3.4749,3.647,3.67,20.0,0.665544
3.6837,3.7176,3.723,3.6895,3.6849,3.651,3.6454,3.6791,3.684,3.7518,3.7625,3.6953,3.6856,3.6178,3.607,3.6744,3.6837,3.7853,3.8006,3.7007,3.6861,3.5848,3.5687,3.6695,3.6833,3.8182,3.838,3.7056,3.6865,3.552,3.5309,3.6645,3.6828,3.8506,3.8745,3.7105,3.6868,3.5197,3.4939,3.6598,3.6823,20.0,0.646996
3.6214,3.6531,3.6589,3.6275,3.6222,3.5906,3.5848,3.6164,3.6217,3.6853,3.6967,3.6335,3.6229,3.5597,3.548,3.611,3.6214,3.7167,3.7335,3.6394,3.6233,3.5288,3.5118,3.6061,3.621,3.7476,3.7692,3.6449,3.6238,3.4983,3.4763,3.601,3.6208,3.7781,3.8039,3.6503,3.6243,3.4684,3.4416,3.5964,3.6203,20.0,0.788332
3.6665,3.7065,3.7119,3.6723,3.6677,3.6277,3.6222,3.6621,3.6668,3.7471,3.7576,3.6782,3.6684,3.5885,3.5778,3.6572,3.6665,3.7864,3.802,3.6835,3.6689,3.5495,3.5336,3.6524,3.6661,3.8252,3.8454,3.6888,3.6693,3.5109,3.4902,3.6479,3.6656,3.8633,3.8877,3.6939,3.6698,3.4734,3.4479,3.6433,3.6651,20.0,0.684388
3.7811,3.822,3.8276,3.7871,3.7825,3.7418,3.7362,3.7769,3.7813,3.8633,3.8738,3.7927,3.7832,3.7014,3.6907,3.772,3.7809,3.9035,3.9189,3.7978,3.7837,3.6616,3.6458,3.7671,3.7804,3.9432,3.9628,3.8027,3.7841,3.6219,3.6013,3.7625,3.7797,3.9821,4.0058,3.8078,3.7846,3.5833,3.558,3.7578,3.7792,20.0,0.53486
3.6398,3.6703,3.68,3.65,3.641,3.6103,3.6005,3.631,3.6401,3.7016,3.7205,3.6607,3.6417,3.5801,3.5611,3.6226,3.6398,3.7314,3.7585,3.6698,3.6422,3.5499,3.522,3.6143,3.6394,3.7611,3.7946,3.6779,3.6428,3.5199,3.4837,3.6071,3.6391,3.7902,3.8294,3.6863,3.6431,3.4902,3.4463,3.6006,3.6387,20.0,0.7467199999999999
3.697,3.7402,3.7464,3.7033,3.6982,3.6552,3.6491,3.6921,3.6974,3.7839,3.7955,3.71,3.6991,3.6129,3.6012,3.6868,3.697,3.8262,3.8431,3.7158,3.6997,3.571,3.5541,3.6817,3.6965,3.8678,3.8896,3.7218,3.7,3.5299,3.5078,3.6768,3.696,3.9084,3.9349,3.7274,3.7005,3.4897,3.4628,3.6721,3.6954,20.0,0.62786
3.6177,3.6484,3.6542,3.6236,3.6187,3.5882,3.5824,3.6129,3.6182,3.6798,3.6907,3.6298,3.6194,3.5581,3.5469,3.608,3.618,3.7102,3.7263,3.6352,3.6199,3.5283,3.5118,3.6029,3.6177,3.7402,3.7609,3.6403,3.6203,3.4988,3.4774,3.598,3.6173,3.7695,3.7946,3.6456,3.6206,3.47,3.444,3.5934,3.617,20.0,0.803888
3.5794,3.5984,3.6031,3.5845,3.5804,3.5617,3.5567,3.5755,3.5799,3.618,3.6271,3.5896,3.581,3.5432,3.5336,3.5713,3.5799,3.637,3.6503,3.594,3.5815,3.5248,3.5106,3.5669,3.5796,3.6556,3.673,3.5985,3.5818,3.5067,3.4877,3.5625,3.5794,3.674,3.6953,3.6026,3.5822,3.489,3.4656,3.558,3.5792,20.0,0.9224720000000001
3.578,3.6006,3.6071,3.5848,3.579,3.5566,3.5497,3.5722,3.5785,3.6238,3.6364,3.5919,3.5796,3.5346,3.5213,3.5664,3.5783,3.6461,3.6649,3.5982,3.5801,3.5127,3.493,3.5601,3.578,3.6681,3.6926,3.6043,3.5804,3.4911,3.4649,3.5539,3.5778,3.6898,3.7195,3.6103,3.581,3.47,3.4375,3.5485,3.5776,20.0,0.9456640000000001
3.5894,3.6159,3.6229,3.5964,3.5903,3.5639,3.5569,3.5834,3.5897,3.6433,3.6565,3.6036,3.591,3.5383,3.5248,3.5773,3.5896,3.6695,3.6889,3.6101,3.5915,3.5129,3.4932,3.5711,3.5894,3.6953,3.7202,3.6166,3.5919,3.4881,3.4625,3.5652,3.589,3.7202,3.7502,3.6226,3.5922,3.4639,3.433,3.5596,3.5887,20.0,0.895468
3.5996,3.6285,3.6342,3.6054,3.6006,3.5718,3.566,3.5948,3.6001,3.6579,3.6689,3.6113,3.6013,3.5436,3.5322,3.5899,3.5998,3.6868,3.7028,3.617,3.6017,3.5153,3.4985,3.5848,3.5996,3.7151,3.7362,3.6222,3.6022,3.4872,3.4651,3.5799,3.5992,3.743,3.7678,3.6273,3.6026,3.4598,3.4324,3.5752,3.5989,20.0,0.84966
3.6152,3.6496,3.6566,3.6226,3.6164,3.582,3.575,3.6092,3.6157,3.6847,3.6981,3.6301,3.6171,3.5483,3.5344,3.6033,3.6154,3.7186,3.7386,3.637,3.6177,3.5146,3.4941,3.5973,3.6152,3.7521,3.778,3.6438,3.6182,3.4809,3.4542,3.5917,3.6149,3.7853,3.8159,3.6501,3.6187,3.4479,3.4152,3.5864,3.6145,20.0,0.815804
3.6563,3.6779,3.6856,3.6644,3.6575,3.6359,3.6282,3.6496,3.6568,3.7002,3.7149,3.6728,3.6584,3.6149,3.5999,3.6429,3.6565,3.7212,3.742,3.6795,3.6587,3.5938,3.5722,3.6366,3.6561,3.742,3.7676,3.6856,3.6593,3.5729,3.5448,3.6305,3.6556,3.7623,3.7922,3.6914,3.6596,3.552,3.5181,3.6252,3.6552,20.0,0.663248
3.7128,3.7474,3.7525,3.7183,3.7142,3.6796,3.6744,3.7088,3.7132,3.7822,3.792,3.7235,3.7147,3.6458,3.6356,3.7044,3.7128,3.8164,3.8306,3.7283,3.7153,3.6117,3.5966,3.6997,3.7123,3.8501,3.8685,3.7328,3.7156,3.578,3.5583,3.6951,3.7118,3.8831,3.9056,3.7374,3.716,3.5448,3.5202,3.6909,3.7112,20.0,0.609108
3.785,3.8213,3.8264,3.7904,3.7864,3.7502,3.7451,3.7809,3.7853,3.8578,3.8675,3.796,3.7871,3.7147,3.7046,3.7764,3.7848,3.8933,3.9075,3.8006,3.7876,3.6793,3.6644,3.7718,3.7843,3.9284,3.947,3.8052,3.788,3.6445,3.6249,3.7674,3.7839,3.963,3.9851,3.8097,3.7883,3.6101,3.5861,3.763,3.7832,20.0,0.525944
3.7302,3.7771,3.7823,3.7358,3.7316,3.6847,3.6795,3.726,3.7306,3.8245,3.8343,3.7416,3.7325,3.6391,3.6291,3.7218,3.7302,3.8705,3.885,3.7467,3.733,3.594,3.5794,3.7174,3.7297,3.9156,3.9346,3.7518,3.7335,3.5497,3.5308,3.7132,3.7291,3.9593,3.983,3.7562,3.7339,3.5064,3.4835,3.7091,3.7286,20.0,0.632332
3.6745,3.7121,3.7186,3.6812,3.6758,3.6382,3.6317,3.6691,3.6749,3.7502,3.7627,3.6882,3.6765,3.6013,3.5885,3.6635,3.6745,3.7873,3.8053,3.6944,3.6772,3.5643,3.5455,3.658,3.674,3.8238,3.8469,3.7004,3.6777,3.5278,3.5032,3.6526,3.6737,3.8596,3.8875,3.7063,3.6782,3.4918,3.4616,3.6475,3.6731,20.0,0.66908
3.5813,3.6047,3.6117,3.5887,3.5824,3.5592,3.552,3.5752,3.5818,3.6285,3.6424,3.5962,3.5831,3.5367,3.5227,3.5689,3.5817,3.6515,3.6719,3.6031,3.5836,3.5143,3.4934,3.5624,3.5813,3.674,3.7005,3.6101,3.584,3.4921,3.4649,3.5564,3.5811,3.6963,3.7277,3.6161,3.5843,3.4702,3.4372,3.5506,3.5808,20.0,0.931276
3.6463,3.6823,3.6896,3.6538,3.6475,3.6115,3.604,3.6401,3.6468,3.7188,3.733,3.6619,3.6482,3.5759,3.5615,3.6335,3.6463,3.7544,3.7746,3.6686,3.6486,3.5404,3.5192,3.6271,3.6459,3.789,3.8148,3.6756,3.6491,3.5055,3.4776,3.621,3.6456,3.8236,3.8541,3.6821,3.6496,3.4711,3.437,3.6154,3.6452,20.0,0.73722
3.6881,3.7293,3.7346,3.6937,3.6895,3.6482,3.6428,3.6839,3.6886,3.7709,3.7813,3.6993,3.6902,3.6078,3.5969,3.6791,3.6881,3.8118,3.8269,3.7046,3.6907,3.5673,3.5515,3.6742,3.6877,3.8519,3.8717,3.7095,3.691,3.5271,3.5062,3.6693,3.6872,3.8914,3.9154,3.7142,3.6914,3.4877,3.4619,3.6644,3.6865,20.0,0.647664
3.604,3.6345,3.6414,3.611,3.605,3.5743,3.5673,3.5978,3.6043,3.6658,3.6791,3.6182,3.6056,3.5443,3.5304,3.5917,3.604,3.696,3.7158,3.6254,3.6059,3.5141,3.4935,3.5855,3.6038,3.7258,3.7514,3.6319,3.6064,3.4841,3.4572,3.5799,3.6033,3.7553,3.786,3.638,3.6068,3.4546,3.4217,3.5745,3.6031,20.0,0.852996
3.612,3.6382,3.6424,3.6164,3.6131,3.5869,3.5829,3.6089,3.6126,3.6649,3.6728,3.6208,3.6136,3.5615,3.5536,3.6056,3.6122,3.6907,3.7026,3.6247,3.6143,3.536,3.5243,3.6022,3.6119,3.7165,3.7318,3.6287,3.6145,3.5106,3.4953,3.5987,3.6117,3.7418,3.7604,3.6322,3.615,3.4858,3.467,3.5954,3.6113,20.0,0.822608
3.5794,3.6024,3.6092,3.5862,3.5804,3.5574,3.5506,3.5736,3.5797,3.6261,3.6391,3.5933,3.581,3.535,3.5218,3.5676,3.5796,3.6491,3.6681,3.5996,3.5815,3.5127,3.493,3.5618,3.5794,3.6716,3.6965,3.6063,3.5818,3.4907,3.4649,3.5559,3.5792,3.6935,3.7235,3.6122,3.5822,3.469,3.4375,3.5501,3.5789,20.0,0.938332
3.6133,3.64,3.6452,3.6187,3.6143,3.5876,3.5822,3.6087,3.6136,3.6672,3.6774,3.6243,3.615,3.5617,3.5511,3.604,3.6135,3.6937,3.7088,3.6294,3.6152,3.5355,3.5199,3.5992,3.6131,3.7197,3.7393,3.634,3.6157,3.5097,3.4893,3.5945,3.6127,3.7455,3.7688,3.6391,3.6161,3.4848,3.4593,3.5897,3.6124,20.0,0.8185800000000001
3.6449,3.6814,3.6879,3.6514,3.6459,3.6096,3.6031,3.6394,3.6452,3.7186,3.7307,3.6582,3.6466,3.5738,3.5617,3.6342,3.6449,3.7546,3.7722,3.6642,3.6472,3.5387,3.5209,3.6287,3.6447,3.7899,3.8122,3.6702,3.6477,3.5041,3.4811,3.6236,3.6442,3.8241,3.851,3.6758,3.648,3.4702,3.4426,3.6184,3.6438,20.0,0.7280800000000001
3.6912,3.7258,3.7307,3.6963,3.6923,3.6577,3.653,3.6875,3.6916,3.7609,3.7702,3.7016,3.6932,3.624,3.6147,3.6833,3.6912,3.7952,3.8087,3.706,3.6935,3.5901,3.5762,3.6791,3.6909,3.8287,3.8466,3.7105,3.694,3.5566,3.5381,3.6749,3.6903,3.8619,3.884,3.7155,3.6944,3.5232,3.5006,3.671,3.6898,20.0,0.668608
3.6354,3.6702,3.6754,3.641,3.6364,3.6017,3.5964,3.631,3.6357,3.7053,3.7156,3.6468,3.6372,3.5676,3.5573,3.6264,3.6354,3.7397,3.7548,3.6521,3.6377,3.5337,3.5185,3.6217,3.6352,3.7734,3.7932,3.6572,3.638,3.5,3.48,3.6175,3.6347,3.8066,3.8306,3.6626,3.6384,3.467,3.4423,3.6129,3.6343,20.0,0.7965800000000001
3.743,3.7932,3.7985,3.7486,3.7444,3.6944,3.6893,3.739,3.7434,3.844,3.8538,3.7544,3.7455,3.6454,3.6352,3.7348,3.743,3.8931,3.9077,3.7595,3.746,3.5966,3.5817,3.7304,3.7425,3.9414,3.9605,3.7646,3.7465,3.549,3.5294,3.7258,3.742,3.9885,4.0124,3.7693,3.7469,3.502,3.4779,3.7216,3.7414,20.0,0.596692
3.8943,3.9426,3.9486,3.9008,3.8959,3.848,3.8419,3.8896,3.8947,3.9911,4.0023,3.9072,3.8968,3.8008,3.7892,3.8845,3.8942,4.0382,4.0549,3.9131,3.8975,3.7541,3.737,3.8794,3.8935,4.0843,4.1062,3.9188,3.898,3.7081,3.6858,3.8745,3.8928,4.1297,4.1567,3.924,3.8984,3.6628,3.6356,3.8698,3.8921,20.0,0.426472
3.7272,3.7697,3.7758,3.7335,3.7284,3.686,3.6798,3.7221,3.7274,3.8129,3.8243,3.74,3.7291,3.6442,3.6324,3.7167,3.727,3.8545,3.871,3.7458,3.7297,3.6029,3.5854,3.7118,3.7267,3.8958,3.917,3.752,3.7302,3.5618,3.5392,3.707,3.7262,3.9361,3.9623,3.7576,3.7307,3.5216,3.4939,3.7021,3.7258,20.0,0.618108
3.6932,3.7249,3.7295,3.6979,3.6942,3.6626,3.6579,3.6895,3.6935,3.7572,3.7662,3.703,3.6949,3.6314,3.6222,3.6854,3.6933,3.7888,3.8018,3.7074,3.6953,3.5999,3.5864,3.6812,3.6928,3.8199,3.8369,3.7116,3.6958,3.569,3.551,3.6772,3.6923,3.8506,3.8712,3.7162,3.6963,3.5383,3.5162,3.6733,3.6921,20.0,0.657108
3.7077,3.7388,3.7437,3.713,3.709,3.6779,3.6728,3.7037,3.7081,3.7702,3.7797,3.7183,3.7095,3.6473,3.6375,3.6995,3.7077,3.8011,3.8148,3.7228,3.71,3.6168,3.6022,3.6951,3.7074,3.8315,3.8492,3.7272,3.7105,3.5866,3.5671,3.6907,3.707,3.8615,3.8831,3.7316,3.7111,3.5562,3.5327,3.6863,3.7065,20.0,0.629776
3.6398,3.6589,3.6631,3.6442,3.641,3.6217,3.6175,3.6366,3.6403,3.6786,3.6868,3.6489,3.6415,3.6033,3.595,3.6328,3.6401,3.6977,3.7095,3.653,3.6419,3.5848,3.5724,3.6291,3.64,3.7163,3.732,3.6568,3.6424,3.5664,3.5501,3.6254,3.6398,3.7348,3.7537,3.6607,3.6428,3.5483,3.5283,3.6217,3.6394,20.0,0.756136
3.664,3.693,3.6982,3.6695,3.6651,3.6363,3.6312,3.6598,3.6644,3.7228,3.7328,3.6751,3.6658,3.608,3.598,3.6554,3.6642,3.7514,3.7662,3.6802,3.6663,3.5799,3.5652,3.651,3.6638,3.7797,3.7985,3.6851,3.6666,3.5522,3.5334,3.6466,3.6635,3.8073,3.8301,3.69,3.6672,3.5253,3.5021,3.6426,3.6633,20.0,0.718388
3.6663,3.6997,3.704,3.671,3.6673,3.634,3.6294,3.6626,3.6666,3.7335,3.7423,3.676,3.6682,3.6013,3.5924,3.6587,3.6665,3.7665,3.7794,3.6803,3.6686,3.5687,3.5555,3.6549,3.6661,3.7992,3.8159,3.6846,3.6691,3.536,3.5188,3.651,3.6656,3.8317,3.8519,3.6888,3.6693,3.5041,3.4827,3.647,3.6652,20.0,0.70686
3.5934,3.6168,3.6231,3.5999,3.5945,3.5713,3.565,3.5882,3.5938,3.6407,3.6528,3.6066,3.5952,3.5487,3.5364,3.5829,3.5938,3.6637,3.6816,3.6127,3.5957,3.526,3.5078,3.5776,3.5936,3.6863,3.71,3.6191,3.5961,3.5034,3.4795,3.5725,3.5934,3.7088,3.7376,3.625,3.5966,3.4811,3.4516,3.5676,3.5931,20.0,0.877192
3.5987,3.621,3.627,3.605,3.5998,3.5776,3.5715,3.5936,3.5992,3.6438,3.6554,3.6115,3.6005,3.5559,3.5441,3.5885,3.5989,3.6658,3.6833,3.6177,3.6008,3.5343,3.5167,3.5834,3.5987,3.6872,3.7105,3.6236,3.6013,3.5127,3.4897,3.5782,3.5985,3.7086,3.7367,3.6294,3.6017,3.4914,3.4632,3.5736,3.5982,20.0,0.87466
3.7311,3.7688,3.7736,3.7362,3.7325,3.6949,3.69,3.7272,3.7314,3.8069,3.8164,3.7418,3.7332,3.6582,3.6482,3.723,3.7313,3.8441,3.858,3.7464,3.7337,3.621,3.6066,3.7188,3.7307,3.881,3.8987,3.7511,3.7342,3.5843,3.5655,3.7146,3.7302,3.9172,3.9389,3.7557,3.7346,3.5483,3.5251,3.7105,3.7297,20.0,0.6063839999999999
3.5954,3.6217,3.627,3.601,3.5964,3.5701,3.5645,3.5908,3.5957,3.6484,3.6589,3.6068,3.5971,3.5443,3.5336,3.5861,3.5955,3.6744,3.6902,3.6122,3.5975,3.5185,3.5025,3.5815,3.5952,3.7,3.7209,3.6177,3.598,3.4928,3.4718,3.5769,3.595,3.7253,3.7507,3.6229,3.5984,3.4674,3.4414,3.5725,3.5947,20.0,0.887828
3.7093,3.7437,3.7511,3.717,3.7105,3.6761,3.6686,3.7028,3.7097,3.7787,3.7922,3.7246,3.7112,3.6422,3.6275,3.6963,3.7095,3.8125,3.8315,3.7311,3.7118,3.6085,3.5869,3.69,3.709,3.8459,3.8701,3.7377,3.7123,3.575,3.5467,3.6842,3.7086,3.8789,3.9079,3.7444,3.7126,3.5418,3.5074,3.6789,3.7083,20.0,0.652444
3.5978,3.6198,3.6263,3.6043,3.5989,3.5769,3.5704,3.5924,3.5982,3.6426,3.6547,3.611,3.5996,3.5553,3.5429,3.5869,3.598,3.6644,3.6826,3.6173,3.5999,3.5337,3.5153,3.5815,3.5978,3.686,3.7098,3.6236,3.6003,3.5123,3.4881,3.5761,3.5975,3.7072,3.7362,3.6294,3.6008,3.4911,3.4609,3.571,3.5973,20.0,0.893192
3.6823,3.7149,3.7225,3.6902,3.6835,3.6508,3.6431,3.6758,3.6826,3.7483,3.7625,3.6982,3.6842,3.6185,3.6036,3.6691,3.6823,3.7806,3.8006,3.7049,3.6847,3.5862,3.5643,3.6628,3.6819,3.8122,3.8378,3.7114,3.6853,3.5541,3.5255,3.6565,3.6816,3.8436,3.874,3.7181,3.6856,3.5222,3.4874,3.6508,3.681,20.0,0.687936
3.6017,3.6294,3.6349,3.6071,3.6026,3.575,3.5696,3.5971,3.602,3.6579,3.6684,3.6129,3.6033,3.5478,3.5373,3.5926,3.6019,3.6856,3.7011,3.6182,3.6038,3.5209,3.5053,3.588,3.6017,3.7128,3.7328,3.6233,3.604,3.4944,3.4739,3.5836,3.6013,3.7393,3.7639,3.6284,3.6045,3.4681,3.4435,3.5789,3.601,20.0,0.85848
3.5978,3.6275,3.6324,3.6029,3.5989,3.5694,3.5643,3.5938,3.5982,3.6575,3.667,3.6082,3.5994,3.5404,3.5308,3.5896,3.598,3.6868,3.7011,3.6129,3.5999,3.5116,3.4972,3.5852,3.5978,3.7158,3.7342,3.6175,3.6003,3.483,3.4644,3.581,3.5975,3.7444,3.7669,3.6222,3.6008,3.4549,3.4321,3.5771,3.5971,20.0,0.866456
3.6271,3.6558,3.6621,3.6335,3.6282,3.5999,3.5934,3.6219,3.6275,3.6849,3.6972,3.6405,3.6289,3.5717,3.5596,3.6166,3.6275,3.713,3.7314,3.647,3.6294,3.5438,3.5257,3.6113,3.627,3.7409,3.7643,3.6528,3.6298,3.516,3.4923,3.6063,3.6268,3.7681,3.7962,3.6586,3.6303,3.4886,3.4598,3.6017,3.6264,20.0,0.807436
3.6087,3.6359,3.6424,3.6154,3.6098,3.5827,3.5761,3.6031,3.6092,3.6637,3.6763,3.6224,3.6105,3.5562,3.5434,3.5978,3.6089,3.6905,3.7093,3.6289,3.611,3.5297,3.5109,3.5922,3.6087,3.7165,3.7414,3.6354,3.6113,3.5032,3.4788,3.5871,3.6084,3.7428,3.7722,3.6412,3.6117,3.4774,3.4474,3.5822,3.608,20.0,0.8380719999999999
3.6893,3.7272,3.7328,3.6951,3.6907,3.6531,3.6473,3.6849,3.6898,3.7655,3.7762,3.7014,3.6914,3.6159,3.605,3.6802,3.6895,3.8027,3.8185,3.7067,3.6918,3.5789,3.5629,3.6752,3.6889,3.8394,3.8598,3.7121,3.6921,3.5422,3.5215,3.6707,3.6884,3.8756,3.9,3.7174,3.6926,3.5065,3.4809,3.6663,3.6881,20.0,0.6795680000000001
3.5797,3.6024,3.6078,3.5854,3.5808,3.5583,3.5527,3.5752,3.5801,3.6256,3.6361,3.591,3.5813,3.5362,3.5255,3.5701,3.5799,3.648,3.6635,3.5962,3.5817,3.5146,3.4986,3.5652,3.5797,3.6702,3.6902,3.6013,3.582,3.4932,3.4721,3.5603,3.5794,3.6916,3.7158,3.6063,3.5824,3.4723,3.4463,3.5555,3.5792,20.0,0.9425239999999999
3.6036,3.6289,3.6342,3.6091,3.6045,3.5792,3.5738,3.5991,3.604,3.6547,3.6649,3.6147,3.6052,3.5546,3.5439,3.5943,3.6038,3.6798,3.6951,3.6198,3.6056,3.5299,3.5141,3.5896,3.6034,3.7046,3.7244,3.6249,3.6059,3.5055,3.4848,3.5848,3.6031,3.729,3.7532,3.6296,3.6064,3.4816,3.4561,3.5803,3.6029,20.0,0.8512439999999999
3.5859,3.6078,3.6124,3.5908,3.5869,3.5652,3.5606,3.5822,3.5864,3.6303,3.6393,3.5957,3.5875,3.5441,3.535,3.5782,3.5862,3.6521,3.6651,3.6003,3.588,3.523,3.5095,3.5743,3.5861,3.6737,3.6912,3.6047,3.5883,3.502,3.4846,3.5703,3.5859,3.6949,3.7162,3.6087,3.5887,3.4816,3.4602,3.5669,3.5857,20.0,0.913164
3.6027,3.63,3.6366,3.6094,3.6038,3.5766,3.5701,3.5971,3.6031,3.6579,3.6703,3.6164,3.6043,3.5501,3.5376,3.5915,3.6029,3.6849,3.7032,3.6226,3.6048,3.5239,3.5053,3.5859,3.6026,3.7111,3.7346,3.6287,3.6052,3.4985,3.4741,3.5804,3.6024,3.7369,3.7653,3.6345,3.6057,3.4732,3.4437,3.5752,3.602,20.0,0.847692
