U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH
3.7799,3.8025,3.8071,3.7848,3.7806,3.7581,3.7532,3.7755,3.7802,3.8257,3.8343,3.7901,3.7811,3.736,3.7272,3.7718,3.7801,3.8482,3.8612,3.7953,3.7815,3.7139,3.7014,3.7681,3.7797,3.8703,3.8872,3.8004,3.782,3.6919,3.6756,3.7646,3.7795,3.8924,3.9123,3.805,3.7823,3.6705,3.6505,3.7609,3.7792,50.0,0.892748
3.7365,3.7586,3.7627,3.7409,3.7372,3.7151,3.7109,3.7327,3.7367,3.7813,3.7892,3.7455,3.7376,3.6935,3.6856,3.7291,3.7365,3.8034,3.8148,3.7495,3.7379,3.6723,3.6607,3.7255,3.7365,3.8248,3.8397,3.7537,3.7383,3.6514,3.6361,3.7218,3.7362,3.8461,3.864,3.7576,3.7386,3.6308,3.6124,3.7184,3.736,50.0,0.955304
3.7644,3.786,3.7902,3.7692,3.7653,3.7439,3.7393,3.7604,3.7648,3.8078,3.8162,3.7743,3.7658,3.723,3.7146,3.7567,3.7646,3.8289,3.8413,3.779,3.7662,3.7023,3.69,3.753,3.7644,3.8499,3.8657,3.7836,3.7664,3.6817,3.6656,3.7493,3.7641,3.8705,3.8894,3.7878,3.7669,3.6614,3.6417,3.7458,3.7639,50.0,0.9136920000000001
3.8262,3.854,3.8582,3.831,3.8271,3.7994,3.7948,3.8222,3.8264,3.8819,3.8903,3.8359,3.8276,3.7723,3.7641,3.8185,3.8262,3.9091,3.9214,3.8406,3.828,3.7456,3.7337,3.815,3.8259,3.9361,3.9516,3.845,3.8282,3.7193,3.7039,3.8113,3.8255,3.9623,3.9809,3.8491,3.8285,3.6935,3.6749,3.8076,3.8252,50.0,0.820804
3.7576,3.7781,3.7818,3.7618,3.7585,3.7381,3.7342,3.7544,3.7581,3.799,3.8062,3.766,3.759,3.7184,3.7114,3.7513,3.7579,3.8192,3.8299,3.7699,3.7593,3.6991,3.6888,3.7481,3.7578,3.8392,3.8526,3.7736,3.7597,3.6798,3.6665,3.7451,3.7576,3.8587,3.8747,3.7769,3.7599,3.661,3.6449,3.7421,3.7572,50.0,0.9194119999999999
3.9223,3.9565,3.9605,3.9267,3.9233,3.8889,3.8847,3.9186,3.9224,3.9911,3.9988,3.9314,3.9238,3.8552,3.8475,3.9152,3.9221,4.025,4.0359,3.9356,3.9242,3.8218,3.8104,3.9117,3.9219,4.0584,4.0728,3.9395,3.9244,3.7885,3.7734,3.9082,3.9214,4.0914,4.1087,3.9435,3.9249,3.7555,3.7372,3.9049,3.921,50.0,0.7155800000000001
3.8612,3.8942,3.8993,3.867,3.8622,3.8292,3.8234,3.8561,3.8615,3.9275,3.9374,3.8731,3.8627,3.7969,3.7866,3.8517,3.8612,3.9598,3.9744,3.8793,3.8631,3.7648,3.7495,3.8471,3.8608,3.9918,4.0104,3.8847,3.8635,3.7325,3.7128,3.8429,3.8603,4.023,4.0455,3.8898,3.8638,3.7009,3.6765,3.8385,3.8599,50.0,0.7763880000000001
3.9414,3.9756,3.9809,3.9472,3.9428,3.9087,3.9031,3.937,3.9418,4.0102,4.0208,3.9533,3.9437,3.8754,3.8647,3.9326,3.9412,4.0437,4.0594,3.9588,3.944,3.8419,3.8262,3.9281,3.9407,4.0769,4.0971,3.9637,3.9446,3.8087,3.7885,3.9233,3.94,4.1093,4.134,3.9688,3.9449,3.7764,3.7514,3.9191,3.9395,50.0,0.679552
4.0041,4.0496,4.058,4.0134,4.0068,3.9614,3.9521,3.9974,4.0061,4.0967,4.1128,4.0246,4.0086,3.9182,3.9007,3.9911,4.0061,4.1416,4.1651,4.0345,4.0096,3.8745,3.8494,3.9848,4.0058,4.1852,4.2002,4.0286,4.0079,3.828,3.7948,3.9751,4.0035,4.2263,4.2263,4.0225,4.0054,3.7811,3.7413,3.9656,4.0005,50.0,0.561636
3.858,3.8914,3.8989,3.8661,3.8594,3.8262,3.8178,3.851,3.8585,3.9254,3.94,3.8752,3.8603,3.7938,3.7783,3.8448,3.8582,3.9579,3.9798,3.884,3.8608,3.7613,3.7386,3.8385,3.8578,3.9902,4.0184,3.8917,3.8615,3.7288,3.6993,3.8322,3.8573,4.0218,4.0564,3.8986,3.8619,3.6967,3.6607,3.8266,3.8568,50.0,0.776636
3.8668,3.8973,3.9024,3.8724,3.868,3.8375,3.8322,3.8624,3.8671,3.9282,3.9386,3.8784,3.8689,3.808,3.7978,3.8582,3.8668,3.9581,3.9735,3.884,3.8694,3.7781,3.7634,3.854,3.8664,3.9876,4.0075,3.8893,3.8698,3.7486,3.7295,3.8499,3.8659,4.0171,4.0409,3.894,3.8703,3.7195,3.6963,3.8464,3.8657,50.0,0.772804
3.7499,3.7725,3.7774,3.755,3.7509,3.7283,3.7234,3.7458,3.7504,3.796,3.8053,3.7602,3.7516,3.7063,3.697,3.7418,3.75,3.8183,3.8324,3.7651,3.752,3.6846,3.671,3.7377,3.7497,3.8405,3.8587,3.7701,3.7523,3.6631,3.6456,3.7337,3.7495,3.8622,3.8842,3.7746,3.7527,3.6421,3.621,3.7298,3.7492,50.0,0.9329120000000001
3.7748,3.7969,3.8022,3.7806,3.776,3.7543,3.7483,3.7699,3.7753,3.8194,3.8301,3.7871,3.7767,3.733,3.7223,3.7657,3.775,3.841,3.8571,3.7932,3.7771,3.7118,3.6961,3.7616,3.775,3.8624,3.8831,3.7987,3.7776,3.6909,3.6705,3.7567,3.7746,3.8833,3.9079,3.8036,3.7781,3.6703,3.6454,3.7525,3.7741,50.0,0.8938240000000001
3.9052,3.9363,3.9423,3.9117,3.9066,3.8759,3.8691,3.8998,3.9056,3.9677,3.9795,3.9189,3.9075,3.8457,3.8336,3.8952,3.9052,3.9979,4.0159,3.9258,3.908,3.8157,3.7978,3.8901,3.9047,4.0279,4.051,3.9317,3.9084,3.7855,3.7622,3.8849,3.9042,4.0576,4.0855,3.9372,3.9089,3.7553,3.727,3.8803,3.9035,50.0,0.728436
3.8738,3.9031,3.9093,3.8805,3.8752,3.8461,3.8392,3.8682,3.8743,3.933,3.9451,3.8877,3.8759,3.8176,3.8052,3.8633,3.8738,3.9616,3.98,3.8947,3.8764,3.789,3.7709,3.8578,3.8733,3.9902,4.0134,3.901,3.877,3.7604,3.7367,3.8531,3.8729,4.018,4.0464,3.9068,3.8775,3.7325,3.7035,3.8484,3.8724,50.0,0.757336
3.795,3.8173,3.8227,3.8008,3.7962,3.7741,3.7681,3.7902,3.7955,3.8403,3.851,3.8073,3.7969,3.7527,3.7416,3.7859,3.7953,3.8622,3.8784,3.8132,3.7974,3.7311,3.7151,3.7811,3.795,3.884,3.9044,3.8185,3.7978,3.7095,3.6889,3.7767,3.7946,3.9051,3.9298,3.8236,3.7981,3.6886,3.6635,3.7725,3.7941,50.0,0.8600679999999999
3.8691,3.8972,3.9021,3.8745,3.8703,3.8424,3.8371,3.865,3.8694,3.9258,3.9356,3.8803,3.871,3.8152,3.8052,3.8608,3.8691,3.9533,3.9679,3.8854,3.8715,3.7881,3.7734,3.8564,3.8687,3.9804,3.9995,3.8905,3.8719,3.7611,3.7423,3.8524,3.8682,4.0071,4.0303,3.8952,3.8722,3.7353,3.7121,3.8484,3.8678,50.0,0.7584839999999999
3.752,3.7727,3.7769,3.7564,3.753,3.7325,3.7281,3.7486,3.7523,3.7939,3.802,3.7609,3.7535,3.7123,3.7042,3.7453,3.7523,3.8145,3.8264,3.765,3.7539,3.6925,3.6805,3.7416,3.752,3.8348,3.8501,3.7688,3.7544,3.6728,3.6572,3.7381,3.7518,3.8547,3.8735,3.7727,3.7548,3.6535,3.6345,3.7346,3.7514,50.0,0.9315439999999999
3.8426,3.8745,3.8808,3.8494,3.8438,3.8118,3.8048,3.8366,3.8429,3.907,3.9196,3.857,3.8447,3.7808,3.7679,3.8315,3.8427,3.9386,3.9572,3.864,3.845,3.7497,3.7309,3.8261,3.8422,3.9695,3.9934,3.8703,3.8457,3.7186,3.6942,3.821,3.8419,4.0001,4.0292,3.8764,3.8461,3.6879,3.6582,3.8162,3.8415,50.0,0.7956319999999999
3.8789,3.9149,3.9207,3.8852,3.8801,3.844,3.8378,3.8738,3.8793,3.9516,3.9632,3.8921,3.8808,3.8089,3.7971,3.8689,3.8789,3.987,4.0041,3.8986,3.8815,3.7739,3.7567,3.8638,3.8784,4.0218,4.0439,3.9045,3.8819,3.7393,3.7172,3.8592,3.878,4.056,4.0833,3.9102,3.8824,3.7053,3.6788,3.8547,3.8775,50.0,0.7521439999999999
3.8382,3.8671,3.8722,3.8436,3.8394,3.8108,3.8055,3.8341,3.8387,3.8963,3.9063,3.8492,3.8401,3.7827,3.773,3.8301,3.8383,3.9247,3.9391,3.8545,3.8408,3.7548,3.7407,3.8259,3.838,3.9528,3.9714,3.8594,3.8412,3.7272,3.7088,3.8218,3.8378,3.9802,4.003,3.8642,3.8415,3.7002,3.6777,3.818,3.8373,50.0,0.80132
3.7769,3.7967,3.8013,3.7815,3.778,3.7583,3.7535,3.7734,3.7774,3.8173,3.8259,3.7862,3.7785,3.7388,3.7302,3.7697,3.7772,3.8371,3.8499,3.7904,3.779,3.7197,3.707,3.7657,3.7769,3.8566,3.8731,3.7946,3.7792,3.7011,3.6844,3.7618,3.7767,3.8759,3.8958,3.7985,3.7797,3.6826,3.6626,3.7581,3.7764,50.0,0.8893080000000001
3.9732,4.0127,4.0211,3.9825,3.9749,3.9356,3.9258,3.9651,3.9737,4.0523,4.0696,3.9934,3.9758,3.8972,3.8796,3.9581,3.9732,4.0904,4.1156,4.0029,3.9765,3.8587,3.8333,3.9507,3.9725,4.128,4.1605,4.0107,3.9769,3.8206,3.7869,3.9439,3.9718,4.1651,4.2,4.0142,3.9765,3.7818,3.7407,3.9363,3.9702,50.0,0.657092
3.8011,3.8269,3.8326,3.8071,3.8022,3.7767,3.7704,3.796,3.8015,3.8533,3.8645,3.8138,3.8031,3.7516,3.7404,3.7915,3.8013,3.8787,3.8954,3.8203,3.8036,3.7267,3.7102,3.7869,3.801,3.9038,3.9254,3.8262,3.8041,3.7019,3.6802,3.7822,3.8006,3.9284,3.9544,3.8315,3.8045,3.6774,3.6507,3.7776,3.8004,50.0,0.858012
4.0163,4.0573,4.0627,4.0222,4.018,3.9774,3.9716,4.0124,4.0173,4.0995,4.11,4.0289,4.0194,3.9377,3.927,4.0082,4.017,4.1401,4.1556,4.0346,4.0201,3.898,3.8824,4.0039,4.0166,4.18,4.1999,4.0399,4.0208,3.8587,3.8385,3.9995,4.0163,4.2189,4.2189,4.0286,4.0173,3.8159,3.7913,3.9914,4.013,50.0,0.611424
3.7804,3.8046,3.8096,3.7857,3.7815,3.7576,3.7525,3.7762,3.7809,3.8292,3.8392,3.7913,3.7822,3.7342,3.7246,3.7722,3.7806,3.8533,3.8677,3.7966,3.7827,3.7111,3.697,3.7679,3.7804,3.8768,3.8954,3.8013,3.783,3.6882,3.67,3.7639,3.7799,3.8996,3.9223,3.8062,3.7834,3.6661,3.644,3.7597,3.7797,50.0,0.886732
3.7927,3.8203,3.8261,3.7988,3.7941,3.7667,3.7606,3.788,3.7932,3.8485,3.8598,3.8055,3.7948,3.74,3.729,3.7834,3.7929,3.8757,3.8922,3.8117,3.7953,3.7137,3.6981,3.7787,3.7927,3.9022,3.9233,3.8171,3.7955,3.6879,3.6679,3.7741,3.7923,3.9279,3.9535,3.8225,3.796,3.663,3.6389,3.7699,3.792,50.0,0.870684
4.01,4.0531,4.0594,4.0169,4.0123,3.9697,3.9628,4.0054,4.0114,4.0973,4.1094,4.0251,4.0137,3.9286,3.9161,4.0009,4.0114,4.1395,4.1577,4.0321,4.0146,3.8877,3.8698,3.996,4.011,4.1805,4.1999,4.0353,4.0145,3.8466,3.8234,3.9902,4.0099,4.2196,4.2196,4.024,4.0114,3.8034,3.7753,3.9818,4.0067,50.0,0.59246
3.8101,3.8408,3.8462,3.8159,3.8113,3.7808,3.775,3.8057,3.8104,3.8722,3.8826,3.822,3.812,3.7509,3.7404,3.8013,3.8103,3.9024,3.9181,3.8278,3.8125,3.7212,3.7061,3.7969,3.8099,3.9323,3.9526,3.8331,3.8129,3.6919,3.6724,3.7927,3.8096,3.9616,3.9863,3.8385,3.8136,3.6633,3.6398,3.7887,3.8092,50.0,0.846124
3.9676,4.0015,4.0068,3.9732,3.969,3.9349,3.9296,3.9632,3.9679,4.0359,4.0461,3.9791,3.9697,3.9019,3.8917,3.959,3.9674,4.0694,4.0843,3.9844,3.9702,3.8687,3.8536,3.9547,3.967,4.1022,4.122,3.9895,3.9707,3.8357,3.816,3.9502,3.9663,4.1349,4.1589,3.9941,3.9711,3.8032,3.7792,3.946,3.9658,50.0,0.665544
3.9862,4.0194,4.0246,3.9918,3.9876,3.9546,3.9491,3.9821,3.9867,4.0529,4.063,3.9976,3.9885,3.9223,3.9121,3.9777,3.9862,4.0855,4.1005,4.003,3.989,3.8901,3.8754,3.9734,3.9856,4.1175,4.1368,4.0077,3.9893,3.8582,3.8389,3.969,3.9849,4.149,4.1726,4.0124,3.9897,3.8269,3.8034,3.9649,3.9844,50.0,0.646996
3.8575,3.8886,3.8938,3.8629,3.8587,3.8276,3.8224,3.8531,3.8578,3.9202,3.9302,3.8689,3.8594,3.7976,3.7876,3.8489,3.8575,3.9511,3.9658,3.8745,3.8599,3.7676,3.7532,3.8447,3.8573,3.9811,4.0005,3.8796,3.8605,3.7379,3.7195,3.8406,3.8568,4.0107,4.0343,3.8847,3.861,3.7091,3.6865,3.8369,3.8566,50.0,0.788332
3.947,3.9865,3.9918,3.9528,3.9484,3.9091,3.9037,3.9426,3.9474,4.0264,4.0367,3.9588,3.9493,3.8708,3.8605,3.9384,3.947,4.0648,4.0803,3.9644,3.9498,3.8327,3.8176,3.934,3.9465,4.103,4.1233,3.9695,3.9502,3.795,3.7755,3.9291,3.9456,4.1399,4.1651,3.9744,3.9507,3.7583,3.7348,3.9254,3.9453,50.0,0.684388
3.8814,3.9105,3.9188,3.8905,3.8828,3.8538,3.8443,3.8729,3.8819,3.94,3.9567,3.9008,3.8836,3.8259,3.8085,3.8661,3.8815,3.9681,3.9928,3.9105,3.8842,3.7978,3.772,3.8592,3.881,3.9962,4.0271,3.9186,3.8847,3.7699,3.736,3.8517,3.8805,4.0237,4.0609,3.9258,3.8854,3.7421,3.7009,3.8452,3.88,50.0,0.7467199999999999
4.0001,4.0429,4.0489,4.0065,4.0022,3.9597,3.9533,3.9956,4.0012,4.0869,4.0984,4.0145,4.0034,3.9188,3.907,3.9911,4.0011,4.1285,4.1462,4.0209,4.0043,3.878,3.861,3.9863,4.0006,4.1694,4.1925,4.0271,4.005,3.8378,3.816,3.9818,4.0,4.2093,4.2093,4.0134,4.0012,3.7941,3.7676,3.973,3.9967,50.0,0.62786
3.8482,3.8782,3.8829,3.8533,3.8494,3.8197,3.8148,3.8443,3.8487,3.9086,3.9179,3.8587,3.8501,3.7908,3.7815,3.8405,3.8485,3.9381,3.9519,3.8636,3.8506,3.7618,3.7485,3.8366,3.8482,3.9674,3.9851,3.8684,3.8512,3.7334,3.716,3.8327,3.8478,3.996,4.0176,3.8726,3.8517,3.7053,3.6846,3.8294,3.8475,50.0,0.803888
3.7541,3.7718,3.7755,3.7579,3.7551,3.7372,3.7335,3.7511,3.7546,3.7902,3.7976,3.7623,3.7558,3.7202,3.7126,3.7481,3.7544,3.808,3.8189,3.7658,3.756,3.7028,3.6919,3.7446,3.7541,3.8255,3.8396,3.7693,3.7564,3.6856,3.6716,3.7416,3.7539,3.8429,3.8599,3.7727,3.7567,3.6689,3.6514,3.7385,3.7535,50.0,0.9224720000000001
3.7414,3.7632,3.7685,3.7471,3.7425,3.7207,3.7149,3.7365,3.7418,3.7855,3.7964,3.7532,3.743,3.6998,3.6889,3.732,3.7416,3.8071,3.8232,3.7592,3.7434,3.6788,3.663,3.7274,3.7413,3.8283,3.8491,3.7648,3.7439,3.6579,3.6373,3.7228,3.7411,3.8492,3.874,3.7699,3.7444,3.6375,3.6122,3.7184,3.7407,50.0,0.9456640000000001
3.7755,3.8015,3.8073,3.7815,3.7767,3.7509,3.7451,3.7706,3.776,3.8282,3.8392,3.7878,3.7774,3.7258,3.7151,3.766,3.7758,3.8538,3.8701,3.7936,3.7778,3.7014,3.6858,3.7613,3.7755,3.8789,3.8998,3.799,3.7783,3.6774,3.6575,3.7567,3.7753,3.9035,3.9286,3.8036,3.7785,3.6538,3.63,3.7523,3.7748,50.0,0.895468
3.7997,3.828,3.8329,3.805,3.8008,3.7727,3.7676,3.7955,3.8001,3.8568,3.8666,3.8106,3.8015,3.7451,3.7356,3.7916,3.7999,3.8849,3.8993,3.8159,3.8022,3.7177,3.7037,3.7876,3.7997,3.9124,3.931,3.8208,3.8025,3.6903,3.6721,3.7836,3.7992,3.9398,3.9623,3.8254,3.8031,3.6635,3.6412,3.7799,3.799,50.0,0.84966
3.8352,3.8689,3.875,3.842,3.8366,3.8032,3.7964,3.8296,3.8357,3.9028,3.9151,3.8494,3.8375,3.7706,3.7581,3.8248,3.8355,3.936,3.9542,3.8564,3.838,3.7379,3.7198,3.8197,3.8352,3.9686,3.992,3.8626,3.8385,3.7053,3.6819,3.8146,3.8348,4.0005,4.0292,3.8684,3.8389,3.6733,3.6447,3.8097,3.8341,50.0,0.815804
3.9242,3.9449,3.9526,3.9324,3.9258,3.9051,3.8963,3.9166,3.9247,3.9663,3.982,3.9425,3.9265,3.8852,3.8696,3.9103,3.9242,3.9862,4.0086,3.9505,3.927,3.8652,3.8427,3.9038,3.9233,4.0057,4.0331,3.957,3.9274,3.8452,3.816,3.898,3.9228,4.0247,4.0573,3.9628,3.9277,3.8255,3.7902,3.8928,3.9223,50.0,0.663248
4.0311,4.0651,4.07,4.0363,4.0331,3.999,3.9941,4.0278,4.0321,4.1002,4.1094,4.0423,4.0342,3.9663,3.9567,4.0241,4.0317,4.1339,4.1476,4.0472,4.0349,3.9333,3.9193,4.0201,4.0314,4.1672,4.1851,4.0517,4.0355,3.9003,3.8819,4.016,4.031,4.1998,4.2016,4.0409,4.032,3.8636,3.841,4.0076,4.0275,50.0,0.609108
3.9941,4.0439,4.05,4.0008,3.9967,3.9472,3.9409,3.9902,3.996,4.0953,4.1073,4.0092,3.9985,3.9,3.888,3.986,3.9958,4.1441,4.162,4.0157,3.9995,3.8531,3.8361,3.9814,3.9953,4.1914,4.2,4.0092,3.9971,3.8034,3.782,3.9735,3.9925,4.235,4.235,4.0062,3.9946,3.7553,3.7297,3.9662,3.9895,50.0,0.632332
3.9653,4.0018,4.0079,3.9718,3.9667,3.9303,3.9237,3.9598,3.9656,4.0387,4.0508,3.9791,3.9677,3.8949,3.8826,3.9549,3.9653,4.0744,4.0925,3.986,3.9683,3.8594,3.8415,3.9498,3.9646,4.1096,4.1331,3.9918,3.9686,3.8241,3.8006,3.9447,3.9639,4.1441,4.1729,3.9974,3.9691,3.7894,3.7609,3.9398,3.9632,50.0,0.66908
3.7495,3.7718,3.7778,3.7558,3.7507,3.7286,3.7221,3.7441,3.7502,3.7948,3.8066,3.763,3.7514,3.7072,3.6956,3.7395,3.75,3.8168,3.8345,3.7697,3.7518,3.6861,3.6689,3.7344,3.7495,3.8383,3.8605,3.7753,3.7523,3.6649,3.6428,3.7297,3.7493,3.8596,3.8859,3.7808,3.7527,3.6442,3.6175,3.7251,3.749,50.0,0.931276
3.8928,3.9279,3.9344,3.8998,3.8942,3.8594,3.852,3.8868,3.8933,3.9633,3.9763,3.9079,3.8951,3.8254,3.8118,3.8815,3.8928,3.9976,4.017,3.9152,3.8956,3.7913,3.7716,3.8759,3.8924,4.0314,4.0561,3.9219,3.8963,3.7576,3.732,3.8703,3.8919,4.0645,4.0949,3.9279,3.8966,3.7244,3.6932,3.8652,3.8914,50.0,0.73722
3.9832,4.024,4.0289,3.9886,3.9848,3.944,3.9388,3.9793,3.9839,4.0655,4.0753,3.9946,3.9858,3.9042,3.8943,3.9753,3.9835,4.1061,4.1205,3.9997,3.9865,3.8645,3.8499,3.9711,3.983,4.1458,4.1649,4.0046,3.9869,3.825,3.8062,3.9669,3.9825,4.1848,4.1999,4.0015,3.9851,3.7841,3.7606,3.9605,3.9802,50.0,0.647664
3.8032,3.8327,3.8387,3.8096,3.8045,3.775,3.7685,3.7978,3.8036,3.8629,3.8747,3.8168,3.8052,3.7462,3.7344,3.7932,3.8034,3.8921,3.9096,3.8236,3.8057,3.7174,3.6998,3.788,3.8029,3.9205,3.9433,3.8296,3.806,3.6886,3.6658,3.783,3.8027,3.9491,3.9765,3.8354,3.8066,3.6605,3.6324,3.7785,3.8022,50.0,0.852996
3.8292,3.8564,3.8605,3.8336,3.8303,3.8032,3.799,3.8259,3.8296,3.8842,3.8922,3.8385,3.831,3.7769,3.7688,3.8227,3.8294,3.9107,3.923,3.8426,3.8315,3.7506,3.739,3.8192,3.829,3.9372,3.953,3.8471,3.832,3.7249,3.7097,3.8159,3.8287,3.9632,3.9825,3.851,3.8324,3.6993,3.6807,3.8127,3.8282,50.0,0.822608
3.7467,3.769,3.7746,3.7525,3.7479,3.7256,3.7197,3.7418,3.7472,3.7918,3.8029,3.7592,3.7483,3.704,3.6932,3.7372,3.7469,3.8138,3.8306,3.7655,3.7488,3.6826,3.6668,3.7325,3.7467,3.8355,3.8568,3.7711,3.7493,3.6616,3.6407,3.7279,3.7465,3.8568,3.8821,3.7762,3.7497,3.641,3.6157,3.7235,3.746,50.0,0.938332
3.8254,3.8519,3.8564,3.8303,3.8266,3.8002,3.7955,3.8215,3.8257,3.8787,3.8877,3.8355,3.8271,3.7746,3.7655,3.8178,3.8255,3.9049,3.9182,3.8403,3.8276,3.7493,3.736,3.8138,3.8252,3.9305,3.9479,3.8448,3.828,3.7241,3.7068,3.8099,3.8248,3.9556,3.9767,3.8492,3.8285,3.6997,3.6786,3.806,3.8243,50.0,0.8185800000000001
3.9105,3.9463,3.9521,3.9165,3.9119,3.8761,3.8701,3.9056,3.9109,3.9827,3.9939,3.9233,3.9126,3.8415,3.8303,3.901,3.9105,4.0176,4.0343,3.9295,3.9131,3.8073,3.7913,3.8963,3.91,4.0522,4.0736,3.9349,3.9135,3.7734,3.7532,3.8917,3.9096,4.0858,4.1119,3.9402,3.914,3.7407,3.7165,3.8875,3.9091,50.0,0.7280800000000001
3.9846,4.0194,4.0243,3.99,3.986,3.9512,3.946,3.9804,3.9848,4.0545,4.0644,3.9956,3.9867,3.9172,3.9075,3.9763,3.9844,4.0885,4.103,4.0008,3.9872,3.8835,3.8691,3.9721,3.9839,4.1222,4.1413,4.0057,3.9876,3.8501,3.8311,3.9679,3.9834,4.1553,4.1791,4.0104,3.9881,3.8168,3.7936,3.9639,3.9828,50.0,0.668608
3.8594,3.8942,3.8994,3.865,3.8608,3.8261,3.8206,3.8552,3.8598,3.9296,3.9398,3.8712,3.8615,3.7922,3.782,3.8508,3.8596,3.9637,3.979,3.8768,3.862,3.7586,3.7437,3.8466,3.8592,3.9974,4.0171,3.8822,3.8624,3.7253,3.706,3.8424,3.8587,4.0307,4.0549,3.8873,3.8629,3.6921,3.6688,3.8385,3.8582,50.0,0.7965800000000001
3.9965,4.0481,4.0536,4.0026,3.9993,3.9479,3.9421,3.9932,3.9986,4.1013,4.1121,4.0107,4.0011,3.8987,3.888,3.9897,3.9988,4.1521,4.1684,4.0173,4.0022,3.8499,3.8341,3.9856,3.9986,4.2013,4.2013,4.0083,3.9997,3.7983,3.7774,3.9779,3.9958,4.2473,4.2501,3.9974,3.9978,3.7479,3.7223,3.9711,3.9932,50.0,0.596692
4.0145,4.0561,4.0622,4.0209,4.0166,3.9751,3.9686,4.01,4.0156,4.0991,4.1111,4.0289,4.018,3.9351,3.9228,4.0054,4.0156,4.1402,4.1579,4.0359,4.0187,3.8949,3.8773,4.0006,4.0151,4.1805,4.1999,4.0387,4.0184,3.8543,3.8313,3.9948,4.0138,4.219,4.219,4.0275,4.0153,3.811,3.7832,3.9865,4.011,50.0,0.618108
3.9965,4.0275,4.0317,4.0012,3.9978,3.967,3.9621,3.9928,3.9967,4.0587,4.0675,4.0065,3.9986,3.9368,3.9277,3.989,3.9964,4.089,4.1024,4.0107,3.9988,3.9063,3.8931,3.9849,3.9956,4.1191,4.1364,4.0155,3.9995,3.8763,3.8592,3.9814,3.9953,4.149,4.1701,4.0198,4.0,3.8468,3.8257,3.9777,3.9948,50.0,0.657108
4.0262,4.0563,4.0611,4.0314,4.0275,3.9976,3.9925,4.0222,4.0265,4.0868,4.0961,4.037,4.0283,3.9683,3.9588,4.0183,4.026,4.1163,4.1303,4.0418,4.0288,3.9388,3.9247,4.0142,4.0255,4.1454,4.1637,4.0462,4.0293,3.9098,3.8912,4.0102,4.0248,4.174,4.1964,4.0508,4.0297,3.8808,3.858,4.0061,4.0243,50.0,0.629776
3.8973,3.9154,3.9191,3.9012,3.8984,3.8801,3.8764,3.8943,3.8977,3.9342,3.9416,3.9054,3.8991,3.8626,3.8554,3.8914,3.8973,3.9521,3.963,3.9093,3.8994,3.845,3.8345,3.8882,3.8972,3.97,3.9839,3.9128,3.8998,3.8276,3.8138,3.8852,3.8968,3.9874,4.0046,3.9161,3.9003,3.8104,3.7936,3.8821,3.8965,50.0,0.756136
3.9353,3.9635,3.9683,3.9405,3.9365,3.9084,3.9035,3.9314,3.9356,3.9921,4.0016,3.946,3.9372,3.8814,3.8719,3.9272,3.9353,4.0198,4.0338,3.9507,3.9377,3.854,3.8405,3.9233,3.9347,4.0472,4.0654,3.9554,3.9381,3.8271,3.8097,3.9198,3.9344,4.074,4.0963,3.96,3.9386,3.8011,3.7801,3.9161,3.934,50.0,0.718388
3.9426,3.9749,3.9791,3.9472,3.944,3.9116,3.9072,3.9393,3.943,4.0076,4.016,3.9521,3.9446,3.8801,3.8717,3.9358,3.9426,4.0395,4.0521,3.9565,3.9451,3.8485,3.8361,3.9321,3.9421,4.071,4.0873,3.9607,3.9456,3.8171,3.8011,3.9284,3.9416,4.1022,4.1222,3.9647,3.9458,3.7864,3.7667,3.9251,3.9412,50.0,0.70686
3.7888,3.8106,3.8157,3.7943,3.7899,3.7683,3.7625,3.7841,3.7892,3.8329,3.8433,3.8008,3.7906,3.7472,3.7369,3.7799,3.7892,3.8543,3.8703,3.8069,3.7911,3.7263,3.7109,3.7757,3.7888,3.8754,3.8963,3.8125,3.7916,3.7053,3.6851,3.7713,3.7887,3.8966,3.9214,3.818,3.7922,3.6847,3.6598,3.7672,3.7883,50.0,0.877192
3.7913,3.8127,3.818,3.7971,3.7925,3.7713,3.7653,3.7864,3.7918,3.8345,3.8452,3.8036,3.7932,3.7507,3.74,3.7822,3.7915,3.8554,3.8719,3.8099,3.7938,3.73,3.7144,3.7776,3.7913,3.8763,3.8973,3.8157,3.7941,3.7095,3.6889,3.7734,3.7911,3.8968,3.9219,3.821,3.7946,3.6893,3.664,3.7692,3.7906,50.0,0.87466
4.029,4.066,4.0711,4.0345,4.0311,3.9942,3.989,4.0256,4.0303,4.1047,4.1143,4.0409,4.0324,3.9586,3.9484,4.022,4.0302,4.1414,4.156,4.0465,4.0332,3.9226,3.9079,4.018,4.0297,4.1775,4.1967,4.0514,4.0339,3.8868,3.8678,4.0138,4.0293,4.2129,4.2129,4.0397,4.0304,3.8473,3.8239,4.006,4.0258,50.0,0.6063839999999999
