final_stage,n_test,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw
finetune,1254,0.916267942583732,0.3870511892874515,0.20260279037339088,89.92775084939287,0.508628457599139,0.35481104642105254,360.53632840185867,8.610278904601856,4.5070693195984655,11.08009781980641,0.05414138418221446,0.037768160421329605,4.627149097089779
