config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
P2_3000,3000,1,3000,finetune,0.9803921568627451,0.29889075145464694,0.227602177208253,113.19011147742873,30.800130263910187,0.5801713354171338,0.4391823602000288,157.32684759814092,50.59417638223478,6.65148228710606,5.065034106407218,14.953554418740866,7.760097642692873,0.0615672591641503,0.04660563619765459,6.000467033040647,3.8787611304435887,0.875,0.35270622789847444,0.20555375504227413,90.46424280626974,21.80692768546481,0.534452021134657,0.38036909043512424,237.10982755158426,46.59412178304896,7.849086049003012,4.57437091665677,12.286404097396805,6.882713437741877,0.05671556674261299,0.04036442502284958,5.05925912011952,3.280216566227875,6817,51,128,8,cpu,2898.5124781131744
