stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soc_medape,train_soh_rmse,train_soh_mae,train_soh_mape,train_soh_medape,val_loss,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,val_score,best_score_so_far
stage1_soc,0,2.546900748912726,0.35359877937853934,0.7802465777962132,0.6165945821125662,978.0048645649263,65.93766863368515,1.2485204589719017,0.997131660060129,370.5505151756737,134.8203352277494,2.3308269566180657,0.596078431372549,0.7482085849358681,0.5273763427894343,165.93986677678166,68.28345085646883,1.4852494810079808,1.2255170422076596,387.39223034653435,151.5383646481705,16.633915609923918,11.72444924750719,33.99086371464654,17.971451021907043,0.1559443443761975,0.12867363639085716,17.231470435831564,12.330629954370401,0.3716158558917886,0.3716158558917886
stage1_soc,1,1.7938480713897662,0.5466535606349578,0.6827407028443608,0.5211861617797731,843.3815938164712,54.73558695647793,1.299480927636407,1.0640867448964484,431.1735223271345,155.5774123660201,2.0708936616486193,0.5725490196078431,0.6723954433081236,0.4478817130274632,119.06859620495179,61.11640616349905,1.7160640339859103,1.4566402544285737,560.187408547289,180.5557036098556,14.94846395199192,9.95715201311885,34.31381570661249,12.858129407408065,0.18017880774204256,0.1529405075534383,20.517891812694412,17.07244443555482,0.370830386615406,0.3716158558917886
stage1_soc,2,1.4041404016126835,0.6370264957014172,0.6143842775897839,0.454093519395652,723.0927277623932,46.25145764151544,1.4029160845147848,1.158908767626728,494.3805084867725,175.25503816023445,2.059530450783524,0.6725490196078432,0.7216265805229144,0.4710023468360305,133.8364443558946,62.20507526586117,1.6621348127702906,1.4145920560713492,503.91165711352085,170.83048594008923,16.0429536414969,10.471161982214067,32.73262436731993,13.425083612284672,0.17451648827805513,0.14852564068503343,19.855422702597895,15.751494939504898,0.45606104545096887,0.45606104545096887
stage1_soc,3,1.0833683031894823,0.7049675772424518,0.5562347867795184,0.40298759554438085,666.9771254541309,39.372312463160114,1.429976288811014,1.1798287285607962,495.2290729065406,175.08411273564792,1.7820803417878992,0.7372549019607844,0.6794005445762579,0.45052552786381805,129.03462163123888,63.22850429585392,1.6846332869327818,1.4274493009728544,526.7200728763906,168.4258778256962,15.104198951134045,10.015928394146288,29.61463054540861,14.173182704524773,0.1768787242845969,0.14987559209204468,20.137390043054918,16.34502920401135,0.533434738587907,0.533434738587907
stage1_soc,4,0.8419952194811239,0.7445790909891141,0.5096046408630576,0.366400414793423,626.5001080808294,35.461550307918486,1.4599702209550107,1.2024775827294512,504.4680008123932,177.2304976908331,2.198214055042641,0.6745098039215687,0.7474631085163143,0.4781263758264044,180.63598735447496,55.403133630674894,1.6662446671289315,1.3638372601758615,424.3653279691148,163.45463161517395,16.617342434873926,10.629540941523505,25.015560420542766,14.451066956320735,0.17494800402785693,0.14319662123673307,19.37226601902749,15.195824221552185,0.45027087136667443,0.533434738587907
stage1_soc,5,0.6305252522801168,0.7743757518852147,0.45180135796527815,0.3244613518366255,598.7996572298098,31.272822041240346,1.4783906865759677,1.2167647674579796,515.7820745684194,178.3290878802735,1.3568108287512088,0.8294117647058824,0.6359534790076209,0.42245076470003995,135.43679214079188,58.90693802141192,1.7977080751226309,1.5176182418915571,621.6633997100798,184.03777384263586,14.138298750684616,9.391779927211877,25.869129562944217,13.206026757606937,0.1887510554553685,0.15934291495898842,21.467363210407456,18.49838274299839,0.6386257210035962,0.6386257210035962
stage1_soc,6,0.5229026088254706,0.7938440773451483,0.42304017439573605,0.30242234578514765,589.5658004483555,28.547467611088685,1.4845354782705795,1.226507871138569,523.0897302019374,180.90910872723117,1.5082315519744274,0.7862745098039216,0.6174026631317773,0.39003531238538963,125.11594317621106,45.474635320135526,1.7466504724467269,1.4764736885971883,560.8930997474608,180.55993528284174,13.72588340022393,8.671130753819108,23.732726134336396,11.369538381200408,0.1833902426919056,0.15502292665386716,20.841362842292988,17.20212099116754,0.6010537108643884,0.6386257210035962
stage1_soc,7,0.37965124728327704,0.8119480062204748,0.3916176418983498,0.27828254210737813,580.4580104673207,26.08493422160871,1.4980414804900053,1.2357366983978397,531.6387832126869,183.36312236915683,1.5594479883418364,0.7254901960784313,0.6397654693839144,0.3977828809242769,124.63281429339659,45.2412432733692,1.753542678163752,1.4940721981665668,600.6711731333479,178.43132005639063,14.223045608047318,8.8433720296513,20.64784163332191,13.024852376395874,0.18411389249996205,0.15687068898059253,21.01481962000933,17.748160959394703,0.533560555263257,0.6386257210035962
stage1_soc,8,0.3037570491710783,0.8243742847921129,0.371519690480351,0.26359669642672967,570.5906814505695,24.360381351087256,1.50225498419117,1.2423987161378283,539.048374297808,183.76651650630353,1.394771481962765,0.792156862745098,0.6191494041606408,0.4345818726364158,175.98640066131244,54.331227932731316,1.8243704570533164,1.5481324428436802,626.0510441482603,191.17207632332423,13.764716345276275,9.66147454142945,27.225811278546452,13.9212906811509,0.19155048257037863,0.1625467653036544,21.843665882243734,18.24818899373499,0.6064120414969058,0.6386257210035962
stage1_soc,9,0.25901125468739333,0.8314310026114258,0.37548815374834044,0.26228329711255244,563.3309396038661,23.970200643846518,1.5098646551566677,1.2486216279344169,548.4426336976059,186.60211306161887,1.4577303479699528,0.8098039215686275,0.6401577908999271,0.41494735785960857,164.77976581119376,48.316481664223375,1.7957102897732469,1.5302248944473618,615.7914695004101,187.388433947693,14.231767564892909,9.224966770181132,24.310416830916743,12.875678031311685,0.1885412972090282,0.16066655532562854,21.54757086072203,17.88425280480144,0.6177565842986493,0.6386257210035962
