final_stage,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,n_test
finetune,0.88984375,0.4073386980029285,0.22547276623154175,111.43000078398148,0.5677595717187117,0.37538056752237026,759.2465456566131,9.064023824963813,5.017177464608837,12.939447867802894,0.060480302695561004,0.039987226103078075,4.964242981391436,1280
