order,description,evaluation_mode,checkpoint_path,best_epoch,best_score,test_cls_acc,test_material_acc,test_soc_rmse_raw,test_soc_mae_raw,test_soc_medae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_medae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_test,num_classes,device,elapsed_sec
M_SOH_SOC,Material -> SOH -> SOC,summary_only,/scratch/lt28/qq002/Hierachical_battery_metadata_reconstruction/results/ablation/hierarchy_order_ablation/M_SOH_SOC/checkpoints/best.pt,40,0.8229831406012006,0.8734375,0.93515625,8.624032168080864,4.700783826203756,2.5849540694323068,11.785826084864981,6.163245821129826,5.786145486666085,4.000230719364253,2.361652561731745,5.008538741865955,2.8269608017115098,68162,1280,8,cpu,16.941707134246826
