config,c_rate_indices,c_rates,num_c_rates,final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
C9_0p5_1p5_2p5C,"1,3,5","0.5C,1.5C,2.5C",3,finetune,0.9823529411764705,0.2807959418668295,0.19023422854678596,108.7168042686031,20.741256952815824,0.5773041129852211,0.40619081118162353,148.74625440264307,49.88409701406894,6.248900477418153,4.233518311140922,11.18234057325671,6.572515521001279,0.06125270305907752,0.043097363387866156,5.73982756948062,3.3555989740634997,0.90546875,0.37603842888107597,0.20333797263283487,83.56768310918335,17.400149257652412,0.6448960209823025,0.4220147893360263,233.0792697067806,57.630769756373454,8.368449708140577,4.525132186081148,11.453436552277488,6.223239275240109,0.06842429074850681,0.04477630766230227,5.578170028787518,2.972863498301448,68163,510,1280,8,cpu,18266.765424728394
